,date,stock_name,open,high,low,close,volume
0,2022-01-31 19:00:00,CVX,117.8609,117.8609,117.762,117.762,950
1,2022-01-31 18:00:00,CVX,118.0678,118.1218,117.8249,118.1218,2469
2,2022-01-31 17:00:00,CVX,117.9149,117.9149,117.8519,117.9149,2366
3,2022-01-31 16:00:00,CVX,118.1488,118.1488,117.5101,117.9149,3185408
4,2022-01-31 15:00:00,CVX,118.1848,118.3557,117.3751,118.1488,1915528
5,2022-01-31 14:00:00,CVX,118.1038,118.3917,117.9059,118.1881,1083954
6,2022-01-31 13:00:00,CVX,118.5626,118.5716,117.9149,118.1218,780005
7,2022-01-31 12:00:00,CVX,118.0633,118.6219,117.8249,118.5626,1149053
8,2022-01-31 11:00:00,CVX,117.9576,118.0588,117.1682,118.0499,1072742
9,2022-01-31 10:00:00,CVX,116.8083,118.4997,116.7904,117.9554,1840663
10,2022-01-31 09:00:00,CVX,116.3315,117.9959,116.0347,116.7724,1800380
11,2022-01-31 08:00:00,CVX,116.3233,116.7634,116.205,116.3315,32685
12,2022-01-31 07:00:00,CVX,116.2776,116.7724,116.2146,116.2776,11862
13,2022-01-31 06:00:00,CVX,116.6824,116.6824,116.2776,116.2776,1614
14,2022-01-31 05:00:00,CVX,117.4921,117.717,117.4921,117.717,720
15,2022-01-31 04:00:00,CVX,117.7799,117.7799,117.762,117.762,1187
16,2022-01-28 19:00:00,CVX,117.4921,117.4921,117.3211,117.4921,10222
17,2022-01-28 18:00:00,CVX,117.2672,117.4921,117.2672,117.4921,2389
18,2022-01-28 17:00:00,CVX,117.5011,117.555,117.2312,117.5011,6325
19,2022-01-28 16:00:00,CVX,117.4111,117.8519,117.2672,117.5011,1633578
20,2022-01-28 15:00:00,CVX,116.6284,117.564,116.2236,117.555,2889224
21,2022-01-28 14:00:00,CVX,116.5834,116.7454,115.216,116.6194,1362015
22,2022-01-28 13:00:00,CVX,115.5938,116.7903,115.5399,116.6158,1361708
23,2022-01-28 12:00:00,CVX,116.8263,117.0332,115.4355,115.5848,1461692
24,2022-01-28 11:00:00,CVX,116.1966,117.1412,115.6028,116.8353,2081761
25,2022-01-28 10:00:00,CVX,116.7274,117.9239,115.4769,116.1831,3383387
26,2022-01-28 09:00:00,CVX,117.1322,118.8055,115.9267,116.7544,3790983
27,2022-01-28 08:00:00,CVX,117.357,120.5418,116.3135,117.1322,281429
28,2022-01-28 07:00:00,CVX,118.3017,120.101,116.3765,116.5474,108803
29,2022-01-28 06:00:00,CVX,119.7861,120.3169,117.1772,118.4817,9445
30,2022-01-28 05:00:00,CVX,120.4609,120.7127,120.4249,120.7127,993
31,2022-01-28 04:00:00,CVX,121.6034,121.9273,121.4504,121.4504,750
32,2022-01-27 19:00:00,CVX,121.7833,122.0532,121.4504,121.8103,4216
33,2022-01-27 18:00:00,CVX,121.8463,122.0802,121.7563,121.7563,10611
34,2022-01-27 17:00:00,CVX,122.0802,122.0802,121.7833,121.9003,10782
35,2022-01-27 16:00:00,CVX,121.7833,122.1522,121.7563,122.1072,1947313
36,2022-01-27 15:00:00,CVX,120.5418,121.9812,120.182,121.7563,2216208
37,2022-01-27 14:00:00,CVX,120.6138,121.212,120.182,120.5508,1142087
38,2022-01-27 13:00:00,CVX,121.2435,121.3425,120.2,120.6453,1265097
39,2022-01-27 12:00:00,CVX,122.53,122.557,121.1536,121.2345,1681171
40,2022-01-27 11:00:00,CVX,123.1148,123.2497,122.1612,122.521,1830601
