,date,stock_name,open,high,low,close,volume
0,2019-01-31 19:00:00,JPM,88.1535,88.2556,88.1535,88.196,300
1,2019-01-31 18:00:00,JPM,88.1535,88.1875,88.1535,88.1875,400
2,2019-01-31 17:00:00,JPM,88.2981,88.3407,88.2981,88.3322,810
3,2019-01-31 16:00:00,JPM,87.7621,88.23,87.4132,88.23,4232484
4,2019-01-31 15:00:00,JPM,88.0514,88.23,87.711,88.0684,2928530
5,2019-01-31 14:00:00,JPM,88.0003,88.1024,87.7791,88.0471,936632
6,2019-01-31 13:00:00,JPM,87.5441,88.016,87.5025,88.0027,976548
7,2019-01-31 12:00:00,JPM,87.7876,87.8727,87.4642,87.5493,1492296
8,2019-01-31 11:00:00,JPM,87.6599,87.8471,87.5222,87.7791,1531580
9,2019-01-31 10:00:00,JPM,87.6514,87.8812,87.4132,87.6599,2129584
10,2019-01-31 09:00:00,JPM,88.3236,88.3407,87.6514,87.6527,1513204
11,2019-01-31 08:00:00,JPM,88.5704,88.5704,88.1109,88.2386,6281
12,2019-01-31 07:00:00,JPM,88.8342,88.8342,88.4598,88.5364,2725
13,2019-01-30 19:00:00,JPM,88.8852,89.1235,88.8852,88.9703,1386
14,2019-01-30 18:00:00,JPM,88.8427,88.8427,88.8427,88.8427,995
15,2019-01-30 17:00:00,JPM,88.7916,88.8428,88.7916,88.8427,7626
16,2019-01-30 16:00:00,JPM,88.8427,88.8427,88.5875,88.5875,1212816
17,2019-01-30 15:00:00,JPM,89.4566,89.4639,88.4768,88.8427,2555488
18,2019-01-30 14:00:00,JPM,88.63,89.5489,88.5534,89.4553,2359361
19,2019-01-30 13:00:00,JPM,88.6555,88.7916,88.5108,88.613,684200
20,2019-01-30 12:00:00,JPM,88.8342,88.9363,88.6385,88.6555,754290
21,2019-01-30 11:00:00,JPM,88.5789,88.8852,88.5789,88.8342,919690
22,2019-01-30 10:00:00,JPM,88.8214,88.9108,88.3662,88.5789,1527361
23,2019-01-30 09:00:00,JPM,88.8342,88.9363,88.3066,88.8172,1219949
24,2019-01-30 08:00:00,JPM,88.9193,89.2171,88.7491,88.7491,5340
25,2019-01-30 07:00:00,JPM,88.8342,89.0895,88.6385,89.0895,3623
26,2019-01-29 19:00:00,JPM,88.613,88.681,88.5534,88.664,1934
27,2019-01-29 18:00:00,JPM,88.6215,88.664,88.6215,88.664,605
28,2019-01-29 17:00:00,JPM,88.5534,88.5534,88.5534,88.5534,500
29,2019-01-29 16:00:00,JPM,88.6385,88.674,88.4938,88.6385,1137443
30,2019-01-29 15:00:00,JPM,88.7831,88.7916,88.5108,88.647,1468895
31,2019-01-29 14:00:00,JPM,89.098,89.1065,88.7236,88.7831,743244
32,2019-01-29 13:00:00,JPM,88.8938,89.115,88.8172,89.0922,655416
33,2019-01-29 12:00:00,JPM,88.9363,89.0384,88.7831,88.8894,704011
34,2019-01-29 11:00:00,JPM,88.7321,89.0214,88.6938,88.9406,886626
