,date,stock_name,open,high,low,close,volume
0,2022-01-31 19:00:00,MSFT,302.6657,303.0466,302.4607,302.8122,18071
1,2022-01-31 18:00:00,MSFT,302.949,303.0759,302.4704,302.7048,28448
2,2022-01-31 17:00:00,MSFT,302.5193,303.2321,302.4607,302.9392,16610
3,2022-01-31 16:00:00,MSFT,303.7107,304.3944,302.3825,302.7439,7423414
4,2022-01-31 15:00:00,MSFT,301.6891,304.2381,299.8238,303.6619,5856048
5,2022-01-31 14:00:00,MSFT,300.6344,301.9137,300.4195,301.6794,2415641
6,2022-01-31 13:00:00,MSFT,301.0445,301.4047,300.1461,300.6051,2319068
7,2022-01-31 12:00:00,MSFT,302.5193,302.6169,300.4,301.0641,2723368
8,2022-01-31 11:00:00,MSFT,301.4743,303.1443,299.9019,302.4997,3398872
9,2022-01-31 10:00:00,MSFT,303.5349,305.078,300.8883,301.5084,4619792
10,2022-01-31 09:00:00,MSFT,301.4352,303.574,299.2085,303.5349,4534847
11,2022-01-31 08:00:00,MSFT,302.2653,302.2653,299.8726,301.2692,48208
12,2022-01-31 07:00:00,MSFT,302.2067,302.2067,299.8238,300.8981,50787
13,2022-01-31 06:00:00,MSFT,302.2556,302.656,301.3766,301.9723,6055
14,2022-01-31 05:00:00,MSFT,302.2946,302.2946,301.5817,302.2946,3883
15,2022-01-31 04:00:00,MSFT,302.7536,303.3201,302.2653,302.5583,6705
16,2022-01-28 19:00:00,MSFT,301.191,301.777,301.1715,301.6501,8783
17,2022-01-28 18:00:00,MSFT,301.0934,301.4645,301.0934,301.4352,6186
18,2022-01-28 17:00:00,MSFT,301.0445,301.191,300.8981,301.0934,41904
19,2022-01-28 16:00:00,MSFT,301.0543,301.2887,292.8311,301.0738,5046249
20,2022-01-28 15:00:00,MSFT,296.0052,301.2692,295.6829,301.0836,7391098
21,2022-01-28 14:00:00,MSFT,296.5032,297.2552,292.9386,296.0052,3371447
22,2022-01-28 13:00:00,MSFT,295.3997,297.4503,295.3313,296.5194,2762310
23,2022-01-28 12:00:00,MSFT,297.9975,298.1147,295.1555,295.3704,3126897
24,2022-01-28 11:00:00,MSFT,295.0969,298.2612,293.925,297.9682,4577945
25,2022-01-28 10:00:00,MSFT,288.2898,295.1653,287.5671,295.0969,5384118
26,2022-01-28 09:00:00,MSFT,293.6417,294.0129,287.6453,288.2898,3808670
27,2022-01-28 08:00:00,MSFT,292.587,294.2961,288.6414,293.9445,163559
28,2022-01-28 07:00:00,MSFT,292.8214,293.3585,288.7,289.9013,83861
29,2022-01-28 06:00:00,MSFT,293.1534,293.4757,292.001,292.5772,9129
30,2022-01-28 05:00:00,MSFT,294.1593,294.3547,292.5967,292.753,18317
31,2022-01-28 04:00:00,MSFT,294.1496,295.429,293.0851,294.55,11643
32,2022-01-27 19:00:00,MSFT,294.3742,295.3313,293.378,294.9406,51093
33,2022-01-27 18:00:00,MSFT,296.0833,296.0833,294.3742,294.3742,34282
34,2022-01-27 17:00:00,MSFT,294.6477,296.4935,294.2082,295.9173,112546
35,2022-01-27 16:00:00,MSFT,292.7823,294.9406,292.1573,294.3547,3848106
36,2022-01-27 15:00:00,MSFT,291.9912,295.0871,290.9658,292.7823,5011794
37,2022-01-27 14:00:00,MSFT,293.0362,294.8039,291.2708,292.0157,3342123
38,2022-01-27 13:00:00,MSFT,295.0871,295.6926,291.5322,293.0558,4151678
39,2022-01-27 12:00:00,MSFT,298.2221,298.2807,293.1827,295.1125,4470470
40,2022-01-27 11:00:00,MSFT,297.7436,299.3843,296.5032,298.1918,5308495
41,2022-01-27 10:00:00,MSFT,299.1694,299.6187,295.2727,297.7631,6414299
42,2022-01-27 09:00:00,MSFT,294.0812,300.1168,294.0812,299.189,6276089
43,2022-01-27 08:00:00,MSFT,291.2586,294.2472,289.7743,294.2082,126746
44,2022-01-27 07:00:00,MSFT,292.0108,293.2316,290.0868,292.7335,30594
45,2022-01-27 06:00:00,MSFT,289.5106,292.4503,289.5106,292.1084,5241
46,2022-01-27 05:00:00,MSFT,292.0108,292.0205,289.1102,289.1688,8068
47,2022-01-27 04:00:00,MSFT,289.7743,292.7042,289.6376,292.0108,21221
48,2022-01-26 19:00:00,MSFT,292.5479,292.626,289.9599,289.9599,46828
49,2022-01-26 18:00:00,MSFT,291.1611,292.6846,291.0341,292.4307,37201
50,2022-01-26 17:00:00,MSFT,290.0575,292.0108,289.8622,291.0341,56524
51,2022-01-26 16:00:00,MSFT,289.7743,290.3017,288.3973,289.9501,4879532
52,2022-01-26 15:00:00,MSFT,291.7373,292.084,286.1803,289.9989,12083848
53,2022-01-26 14:00:00,MSFT,294.6867,299.4624,289.2567,291.7568,10708283
54,2022-01-26 13:00:00,MSFT,296.1614,296.2298,294.1105,294.7834,3343667
55,2022-01-26 12:00:00,MSFT,293.173,297.1283,293.1534,296.1219,4652668
56,2022-01-26 11:00:00,MSFT,293.4562,295.2239,292.0108,293.0655,6631864
57,2022-01-26 10:00:00,MSFT,294.2472,296.1028,291.5615,293.4855,10826517
58,2022-01-26 09:00:00,MSFT,297.6264,301.5329,293.3097,294.257,12545017
59,2022-01-26 08:00:00,MSFT,292.7119,297.7436,291.1318,297.6264,1078490
60,2022-01-26 07:00:00,MSFT,292.4991,293.8859,291.1513,293.4952,430153
61,2022-01-26 06:00:00,MSFT,292.9581,293.4855,291.8154,292.4991,59827
62,2022-01-26 05:00:00,MSFT,291.1318,293.8371,290.6435,292.9874,75004
63,2022-01-26 04:00:00,MSFT,288.5926,292.0108,288.2019,291.3662,96871
64,2022-01-25 19:00:00,MSFT,286.737,287.2351,283.7095,285.1744,573909
65,2022-01-25 18:00:00,MSFT,269.7926,292.7432,267.5952,286.8835,2900981
66,2022-01-25 17:00:00,MSFT,267.9956,281.7464,266.6967,269.6461,989403
67,2022-01-25 16:00:00,MSFT,281.7464,288.1726,262.712,267.9956,9676465
68,2022-01-25 15:00:00,MSFT,287.8964,287.9578,281.0335,281.6683,8790799
69,2022-01-25 14:00:00,MSFT,285.4361,288.0945,284.4126,287.8894,4989071
70,2022-01-25 13:00:00,MSFT,281.6097,285.4966,280.5257,285.4283,4846476
71,2022-01-25 12:00:00,MSFT,279.0705,281.9711,278.7287,281.5804,4025966
72,2022-01-25 11:00:00,MSFT,281.2777,281.766,278.5041,279.0607,5484382
73,2022-01-25 10:00:00,MSFT,281.3851,283.8608,280.3401,281.2777,5451345
74,2022-01-25 09:00:00,MSFT,285.565,286.864,280.1843,281.3949,4851001
75,2022-01-25 08:00:00,MSFT,285.8776,287.0983,283.602,285.6627,110319
76,2022-01-25 07:00:00,MSFT,286.6491,287.5671,284.8326,285.9362,38357
77,2022-01-25 06:00:00,MSFT,286.737,287.323,285.2818,286.4831,18093
78,2022-01-25 05:00:00,MSFT,288.2019,288.9051,286.2975,286.7565,21033
79,2022-01-25 04:00:00,MSFT,285.7604,288.2215,285.067,288.1043,42842
80,2022-01-24 19:00:00,MSFT,291.249,291.415,289.0809,289.1786,156007
81,2022-01-24 18:00:00,MSFT,290.8779,291.8154,289.7841,291.083,104640
82,2022-01-24 17:00:00,MSFT,291.4053,291.8154,290.1064,291.0146,52020
83,2022-01-24 16:00:00,MSFT,289.7938,291.6201,289.1493,291.4248,8330087
84,2022-01-24 15:00:00,MSFT,282.8305,290.165,282.0004,289.7841,10142562
85,2022-01-24 14:00:00,MSFT,283.0844,284.9986,278.7873,282.8305,5840634
86,2022-01-24 13:00:00,MSFT,278.0548,283.6606,277.3516,283.1137,7503686
