TIME_WINDOW,K_SIZE,CONV_MID,CONV_FINAL,LEARNING_RATE,train_portfolio_value,train_drawdown,train_sharpe,train_cumulative,test_portfolio_value,test_drawdown,test_sharpe,test_cumulative,Normalized Cumulative,Normalized Sharpe,Normalized Max Drawdown,Metric
90,3,10,10,0.01,538468.06,-0.28325425,1.137027589,5.384680625,111865.55,-0.111890735,1.014753931,1.118655469,0.31240379,0.516720527,0.544423785,0.457849367
30,5,10,5,0.01,894521.8,-0.319083315,1.340953953,8.945218125,127961.63,-0.171566923,1.233105438,1.279616328,0.496411565,0.571302637,0.301445203,0.456386468
60,3,10,20,0.02,378700.16,-0.3691019,0.904579666,3.787001563,112532.3,-0.107524653,0.809252142,1.125322969,0.320025965,0.465350507,0.562200799,0.449192424
30,3,10,20,0.02,703584.1,-0.280392925,1.228069026,7.03584125,112935.48,-0.1118909,0.814393827,1.129354766,0.324635048,0.466635793,0.544423114,0.445231318
90,5,20,20,0.01,463999.78,-0.279587136,1.077598995,4.639997813,111785.984,-0.115186737,0.914719101,1.117859844,0.311494244,0.491714462,0.531003727,0.444737478
30,5,10,5,0.02,793648.7,-0.296489599,1.255015212,7.936486875,126794.37,-0.172160354,1.133913689,1.267943672,0.483067579,0.54650732,0.29902898,0.442867959
30,5,5,20,0.01,1244035.2,-0.359117505,1.418070984,12.4403525,126321.78,-0.172152451,1.129022292,1.263217813,0.477665055,0.5452846,0.299061158,0.440670271
90,3,10,5,0.01,757265.56,-0.280392951,1.391855451,7.572655625,111188.77,-0.120013848,0.889174758,1.111887734,0.304667028,0.485329051,0.511349579,0.433781886
30,3,10,10,0.02,556550.5,-0.280393019,1.086432837,5.565505,113928.38,-0.123353927,0.806447755,1.139283828,0.335985787,0.464649485,0.497750058,0.43279511
30,3,5,5,0.01,456237.7,-0.307901773,1.013526241,4.562376875,123691.016,-0.169325539,1.023472967,1.236910156,0.44759058,0.518900056,0.310571262,0.4256873
90,3,10,20,0.01,874158.75,-0.385156133,1.28364577,8.7415875,109287.04,-0.109838422,0.688454396,1.092870391,0.282926717,0.435154261,0.552780017,0.423620332
90,4,10,20,0.02,630008,-0.280393116,1.150256999,6.30008,108083.11,-0.111890318,0.699834822,1.080831094,0.269163593,0.437999067,0.544425482,0.417196047
90,3,10,20,0.02,881322.7,-0.280392963,1.295789965,8.813226875,108802.734,-0.114536719,0.68001421,1.088027344,0.277390227,0.433044438,0.53365035,0.414695005
90,4,5,20,0.02,429174.28,-0.280393074,1.020680749,4.291742813,107360.87,-0.111891075,0.661300601,1.073608672,0.260907041,0.42836653,0.544422401,0.411231991
30,3,20,20,0.02,769250.44,-0.385158913,1.225211629,7.692504375,122107.555,-0.17216052,0.955755706,1.221075547,0.429488718,0.501972529,0.299028305,0.410163184
60,5,20,20,0.01,181369.53,-0.550105484,0.479267727,1.813695313,108869.375,-0.122753873,0.720079105,1.08869375,0.278152051,0.443059603,0.500193247,0.407134967
90,3,5,20,0.02,210894.42,-0.336994165,0.712797294,2.108944219,99940.48,-0.001328912,-0.851888588,0.999404766,0.17607837,0.050109197,0.99458918,0.406925582
90,4,10,5,0.02,436485.62,-0.385158934,0.936112132,4.36485625,108524.54,-0.118601844,0.620686292,1.085245391,0.274209944,0.418214025,0.517098718,0.403174229
30,3,20,5,0.02,383164.75,-0.282040254,0.857661192,3.8316475,108298.86,-0.113514306,0.539899799,1.082988594,0.271630012,0.398019535,0.537813225,0.402487591
60,3,10,10,0.01,616197.9,-0.280385945,1.160639572,6.16197875,106605.484,-0.108964798,0.519089995,1.066054844,0.25227163,0.392817634,0.556337079,0.400475448
90,5,10,10,0.01,863377.56,-0.28023309,1.336219219,8.633775625,105610.04,-0.111874401,0.540600843,1.056100391,0.240891865,0.398194778,0.544490288,0.394525644
60,4,10,10,0.02,636857.25,-0.280271924,1.131399099,6.3685725,105682.79,-0.111889956,0.500304962,1.056827891,0.241723531,0.388121872,0.544426956,0.39142412
60,5,20,5,0.02,153022.89,-0.233637938,0.513708538,1.530228906,105898.26,-0.111890767,0.475328966,1.058982578,0.244186734,0.381878533,0.544423654,0.390162974
30,4,20,5,0.02,587928.7,-0.298468567,1.087784608,5.879286875,118728.77,-0.172300641,0.870599006,1.187287734,0.390863053,0.480685603,0.298457784,0.390002147
30,3,10,5,0.02,544357.6,-0.411766937,1.000080407,5.44357625,106025.2,-0.111890822,0.437434468,1.060252031,0.245637952,0.372405909,0.544423431,0.387489097
90,3,10,5,0.02,1024011.2,-0.314272749,1.381585682,10.24011188,104893.97,-0.111890646,0.471810944,1.048939688,0.232705869,0.38099912,0.544424149,0.386043046
60,5,10,5,0.01,802479.25,-0.280388257,1.340930471,8.0247925,107887.19,-0.134164783,0.654500934,1.078871875,0.266923847,0.426666793,0.453732392,0.382441011
90,4,10,10,0.01,782484.5,-0.385158386,1.245048118,7.824845,109146.13,-0.142481931,0.66582469,1.091461328,0.281315901,0.429497432,0.419868152,0.376893828
60,5,20,10,0.01,601618.75,-0.280362251,1.123907538,6.0161875,104438.72,-0.114570846,0.378647838,1.044387188,0.227501526,0.357710804,0.533511398,0.37290791
90,3,10,10,0.02,184004.78,-0.173684625,0.669402869,1.840047813,101866.11,-0.111889931,0.243554388,1.018661094,0.198091884,0.323941009,0.544427057,0.35548665
90,4,5,20,0.01,410984,-0.385142883,0.894934577,4.10984,101821.4,-0.111890893,0.239874562,1.018213984,0.197580756,0.32302115,0.544423142,0.355008349
60,4,20,20,0.02,862655.3,-0.385158799,1.272300924,8.626553125,112661.945,-0.172160326,0.720616138,1.126619453,0.321508084,0.443193847,0.299029095,0.354577009
60,3,20,20,0.02,575724.3,-0.307901387,1.12040705,5.757243125,112661.93,-0.172160405,0.720615436,1.126619297,0.321507905,0.443193672,0.299028773,0.354576783
60,3,10,5,0.02,854875.7,-0.314272855,1.307382862,8.548756875,112661.914,-0.172160417,0.720614702,1.126619141,0.321507727,0.443193488,0.299028726,0.354576647
90,4,10,20,0.01,520869.94,-0.360732187,1.054201498,5.208699375,101609.79,-0.111890565,0.223901098,1.016097891,0.195161673,0.319028206,0.544424478,0.352871452
60,4,5,5,0.02,549620.06,-0.385158989,1.062941225,5.496200625,111984.76,-0.172159992,0.691772178,1.119847578,0.313766589,0.435983619,0.299030455,0.349593555
60,3,5,5,0.01,651180.25,-0.280222708,1.228204068,6.5118025,102505.8,-0.126259869,0.262630691,1.025057969,0.205404685,0.328709581,0.485918176,0.340010814
30,3,20,10,0.01,646856.9,-0.280310991,1.151115353,6.46856875,117566.29,-0.206406336,0.837931738,1.175662891,0.377573726,0.472519649,0.159592459,0.336561945
