stock_name,date,open,high,low,close,volume
JNJ,2014-01-31 19:00:00,65.8505,65.8505,65.8356,65.8356,530
JNJ,2014-01-31 18:00:00,65.9026,65.9026,65.9026,65.9026,200
JNJ,2014-01-31 17:00:00,65.9026,65.9026,65.9026,65.9026,284
JNJ,2014-01-31 16:00:00,65.8505,65.9026,65.8505,65.9026,1416951
JNJ,2014-01-31 15:00:00,65.8803,65.9473,65.7091,65.8208,2620651
JNJ,2014-01-31 14:00:00,65.8766,66.0962,65.8505,65.8781,1705998
JNJ,2014-01-31 13:00:00,65.788,65.8803,65.6496,65.8729,1069578
JNJ,2014-01-31 12:00:00,65.9845,66.0255,65.657,65.7835,1677047
JNJ,2014-01-31 11:00:00,66.0217,66.1259,65.8803,65.9734,1009155
JNJ,2014-01-31 10:00:00,65.858,66.111,65.6124,66.0217,1100810
JNJ,2014-01-31 09:00:00,66.0738,66.4981,65.7538,65.8803,806604
JNJ,2014-01-31 08:00:00,65.8803,66.1334,65.8803,65.925,3050
JNJ,2014-01-30 19:00:00,66.4832,66.6172,66.4758,66.6023,1664
JNJ,2014-01-30 16:00:00,66.5949,66.6172,66.3269,66.6172,543454
JNJ,2014-01-30 15:00:00,66.5204,66.7512,66.5131,66.6097,1416842
JNJ,2014-01-30 14:00:00,66.5688,66.6395,66.5055,66.5204,801215
JNJ,2014-01-30 13:00:00,66.6418,66.6767,66.5316,66.5725,643664
JNJ,2014-01-30 12:00:00,66.6246,66.6879,66.4683,66.647,630193
JNJ,2014-01-30 11:00:00,66.4758,66.7288,66.4088,66.6209,774485
JNJ,2014-01-30 10:00:00,66.4311,66.6172,66.2525,66.4683,920280
JNJ,2014-01-30 09:00:00,66.6097,66.8256,66.4162,66.4311,631502
JNJ,2014-01-30 08:00:00,66.4609,66.4609,66.3418,66.4311,2530
JNJ,2014-01-30 07:00:00,66.0589,66.0589,66.0589,66.0589,100
JNJ,2014-01-29 18:00:00,66.3567,66.3567,66.0962,66.0962,3164
JNJ,2014-01-29 16:00:00,66.1706,66.178,66.1706,66.178,494310
JNJ,2014-01-29 15:00:00,66.0887,66.3641,65.9399,66.178,3043251
JNJ,2014-01-29 14:00:00,66.3269,66.6172,65.8952,66.0887,2249350
JNJ,2014-01-29 13:00:00,66.312,66.3641,66.1929,66.3343,616012
JNJ,2014-01-29 12:00:00,66.4088,66.4386,66.2153,66.3195,566796
JNJ,2014-01-29 11:00:00,66.5055,66.6209,66.245,66.4051,819505
JNJ,2014-01-29 10:00:00,66.4907,66.7735,66.2004,66.5003,1244570
JNJ,2014-01-29 09:00:00,66.7288,66.7661,65.9324,66.4981,1427813
JNJ,2014-01-29 08:00:00,66.9894,66.9894,66.7661,66.7661,3147
JNJ,2014-01-29 07:00:00,67.0638,67.0638,66.9968,66.9968,1758
JNJ,2014-01-28 18:00:00,67.0712,67.0712,67.0712,67.0712,500
JNJ,2014-01-28 17:00:00,67.2499,67.2499,66.9335,67.0638,20545
JNJ,2014-01-28 16:00:00,67.0638,67.0638,67.0042,67.0042,1191261
JNJ,2014-01-28 15:00:00,67.034,67.1159,66.9149,67.0638,1779442
JNJ,2014-01-28 14:00:00,67.0117,67.0643,66.9075,67.0266,778867
JNJ,2014-01-28 13:00:00,67.0712,67.1419,67.0117,67.0266,599361
JNJ,2014-01-28 12:00:00,66.9521,67.2796,66.9224,67.0712,685212
JNJ,2014-01-28 11:00:00,67.0973,67.168,66.833,66.9521,787765
JNJ,2014-01-28 10:00:00,67.2499,67.3384,67.0117,67.101,995592
JNJ,2014-01-28 09:00:00,67.2052,67.4657,67.0117,67.2499,737364
JNJ,2014-01-28 08:00:00,67.4508,67.4508,67.0563,67.0563,2900
JNJ,2014-01-28 06:00:00,67.3392,67.3392,67.3392,67.3392,200
JNJ,2014-01-27 18:00:00,66.8033,66.8182,66.8033,66.8182,300
JNJ,2014-01-27 17:00:00,66.8033,66.8033,66.8033,66.8033,1080
JNJ,2014-01-27 16:00:00,66.9521,67.0415,66.8033,66.8033,574288
JNJ,2014-01-27 15:00:00,67.4136,67.4285,66.9298,66.9447,1494120
JNJ,2014-01-27 14:00:00,67.2573,67.4657,67.2387,67.4136,595518
JNJ,2014-01-27 13:00:00,67.0266,67.436,66.9782,67.2555,658303
JNJ,2014-01-27 12:00:00,67.0563,67.1754,66.9149,67.0266,756199
JNJ,2014-01-27 11:00:00,67.2052,67.4211,67.0191,67.063,1121811
JNJ,2014-01-27 10:00:00,67.2871,67.4211,66.8777,67.2052,1386840
JNJ,2014-01-27 09:00:00,67.2499,67.555,67.0415,67.2945,1086438
JNJ,2014-01-27 08:00:00,67.3243,67.8007,67.1903,67.2722,4119
JNJ,2014-01-27 07:00:00,67.2573,67.3913,67.2573,67.3913,2605
JNJ,2014-01-27 06:00:00,67.0415,67.0415,67.0415,67.0415,100
JNJ,2014-01-27 05:00:00,67.0415,67.0415,67.0415,67.0415,100
JNJ,2014-01-27 04:00:00,67.2871,67.4434,67.2499,67.2499,3500
JNJ,2014-01-24 19:00:00,67.436,67.436,67.3615,67.3615,901
JNJ,2014-01-24 18:00:00,67.436,67.5625,67.436,67.5625,616
JNJ,2014-01-24 17:00:00,67.4806,67.4806,67.3243,67.3838,2650
JNJ,2014-01-24 16:00:00,67.4509,67.4509,67.3541,67.4434,1431048
JNJ,2014-01-24 15:00:00,67.8565,67.8825,67.4434,67.4508,2346630
JNJ,2014-01-24 14:00:00,67.7783,67.9346,67.5848,67.855,1169094
JNJ,2014-01-24 13:00:00,67.957,67.9763,67.7486,67.7858,736245
