stock_name,date,open,high,low,close,volume
UL,2014-01-31 16:00:00,26.7148,26.7148,26.7009,26.7009,37883
UL,2014-01-31 15:00:00,26.7961,26.7961,26.7009,26.7009,261070
UL,2014-01-31 14:00:00,26.8185,26.8531,26.7909,26.7909,113973
UL,2014-01-31 13:00:00,26.7632,26.8324,26.7286,26.8145,130518
UL,2014-01-31 12:00:00,26.7964,26.8185,26.7286,26.7632,130526
UL,2014-01-31 11:00:00,26.6249,26.7978,26.6249,26.7909,189529
UL,2014-01-31 10:00:00,26.5487,26.6587,26.5487,26.6248,381024
UL,2014-01-31 09:00:00,26.3826,26.5971,26.3826,26.5487,633157
UL,2014-01-31 08:00:00,26.4034,26.438,26.2927,26.3688,28228
UL,2014-01-31 07:00:00,26.4242,26.4518,26.4242,26.4518,1499
UL,2014-01-31 06:00:00,26.6248,26.6248,26.4242,26.4242,4246
UL,2014-01-31 05:00:00,26.7009,26.7217,26.5695,26.5695,18685
UL,2014-01-31 04:00:00,26.8185,26.8531,26.7078,26.7355,24054
UL,2014-01-30 16:00:00,27.0884,27.0884,27.0538,27.0538,12668
UL,2014-01-30 15:00:00,27.1049,27.1437,27.0884,27.0953,236616
UL,2014-01-30 14:00:00,27.1022,27.1437,27.0676,27.1057,237225
UL,2014-01-30 13:00:00,27.0849,27.1091,27.0638,27.1022,134828
UL,2014-01-30 12:00:00,27.0469,27.1091,27.0469,27.0884,138289
UL,2014-01-30 11:00:00,27.0469,27.0784,26.9984,27.0469,400851
UL,2014-01-30 10:00:00,27.1368,27.1368,26.9915,27.0469,480168
UL,2014-01-30 09:00:00,27.04,27.2544,27.04,27.123,242389
UL,2014-01-30 08:00:00,26.9085,27.0261,26.8877,27.0261,7700
UL,2014-01-30 07:00:00,26.95,26.9708,26.9154,26.9154,900
UL,2014-01-30 06:00:00,26.9777,26.9777,26.9777,26.9777,100
UL,2014-01-30 04:00:00,26.7563,26.7563,26.7563,26.7563,2000
UL,2014-01-29 18:00:00,27.3306,27.3306,27.3306,27.3306,200
UL,2014-01-29 16:00:00,27.3513,27.3513,27.3513,27.3513,41239
UL,2014-01-29 15:00:00,27.3306,27.3859,27.3098,27.3513,211969
UL,2014-01-29 14:00:00,27.4136,27.4343,27.296,27.3373,153134
UL,2014-01-29 13:00:00,27.4067,27.4274,27.3755,27.4204,78933
UL,2014-01-29 12:00:00,27.4316,27.4343,27.3652,27.4067,58361
UL,2014-01-29 11:00:00,27.4482,27.5035,27.3998,27.4337,128386
UL,2014-01-29 10:00:00,27.3998,27.4689,27.3306,27.4413,304768
UL,2014-01-29 09:00:00,27.4897,27.4897,27.289,27.3859,290127
UL,2014-01-29 08:00:00,27.5866,27.6488,27.4551,27.4966,8600
UL,2014-01-29 07:00:00,27.7872,27.7872,27.552,27.552,700
UL,2014-01-29 06:00:00,27.7111,27.7111,27.7111,27.7111,200
UL,2014-01-29 05:00:00,27.8218,27.8218,27.8218,27.8218,1200
UL,2014-01-28 16:00:00,27.8495,27.8495,27.8495,27.8495,13190
UL,2014-01-28 15:00:00,27.8316,27.8841,27.808,27.8633,204195
UL,2014-01-28 14:00:00,27.8564,27.8699,27.808,27.8287,103706
UL,2014-01-28 13:00:00,27.8841,27.9256,27.8564,27.8564,70012
UL,2014-01-28 12:00:00,27.7803,27.9187,27.7748,27.8841,119110
UL,2014-01-28 11:00:00,27.8564,27.8772,27.7526,27.7803,199517
UL,2014-01-28 10:00:00,27.8979,27.9255,27.808,27.8564,239981
UL,2014-01-28 09:00:00,27.8633,27.9256,27.8149,27.8903,180301
UL,2014-01-28 08:00:00,27.7872,27.8149,27.7319,27.8011,9400
UL,2014-01-28 04:00:00,27.9533,27.9948,27.8772,27.8979,6800
