date,returns,rewards,portfolio_values
2014-03-14,0.0,0.0,100000.0
2014-03-17,0.003907031250000026,-18.840057459445323,100390.703125
2014-03-18,0.008847475051879883,-52.8141708789688,101278.90625
2014-03-19,-0.00026357173919677734,-54.57960534623159,101252.2109375
2014-03-20,-0.0048187971115112305,-48.76561392899223,100764.296875
2014-03-21,0.007887005805969238,-53.858394758089446,101559.03125
2014-03-24,0.011860966682434082,-82.50246647600271,102763.6171875
2014-03-25,0.010756731033325195,-118.37497199680637,103869.0234375
2014-03-26,-0.009560108184814453,-119.79005047182514,102876.0234375
2014-03-27,-0.004298150539398193,-116.06434220515752,102433.84375
2014-03-28,-0.001115560531616211,-111.96137477825935,102319.5703125
2014-03-31,-0.00022357702255249023,-108.13046888371912,102296.6953125
2014-04-01,0.0091477632522583,-110.45214677618125,103232.4765625
2014-04-02,0.001661539077758789,-112.97663041568413,103404.0
2014-04-03,-0.006929516792297363,-110.33910098120246,102687.4609375
2014-04-04,-0.012937605381011963,-108.20660272512954,101358.9296875
2014-04-07,-0.01569986343383789,-117.61711049266044,99767.609375
2014-04-08,-5.745887756347656e-05,-124.24961172858313,99761.875
2014-04-09,0.013143777847290039,-121.92705408438522,101073.125
2014-04-10,-0.012902021408081055,-126.33138980836495,99769.078125
2014-04-11,-0.007394909858703613,-135.17398907394866,99031.296875
2014-04-14,0.0039825439453125,-139.02025393479246,99425.6875
2014-04-15,-0.007129073143005371,-146.6820345731162,98716.875
2014-04-16,0.002028942108154297,-151.2655286652069,98917.1640625
2014-04-17,0.011422872543334961,-149.9135034796702,100047.078125
2014-04-21,0.01186525821685791,-146.99550203649488,101234.1640625
2014-04-22,0.0009981393814086914,-144.2767259136192,101335.2109375
2014-04-23,-0.013070106506347656,-143.28549850766575,100010.75
2014-04-24,0.08195865154266357,-190.84312544563574,108207.5
2014-04-25,0.007341980934143066,-232.1933981665536,109001.9609375
2014-04-28,0.03871965408325195,-306.6446306727039,113222.4765625
2014-04-29,-0.0029649734497070312,-356.2334626858929,112886.7734375
2014-04-30,-0.003781437873840332,-391.2606338450072,112459.8984375
2014-05-01,0.002352476119995117,-421.3225018830916,112724.4609375
2014-05-02,0.0018558502197265625,-447.3130877976947,112933.65625
2014-05-05,0.014130711555480957,-478.4897260086914,114529.484375
2014-05-06,-0.010899543762207031,-497.66511145076686,113281.1640625
2014-05-07,-0.0034874677658081055,-512.0909915864655,112886.1015625
2014-05-08,-0.0017734766006469727,-523.5765799338456,112685.8984375
2014-05-09,-0.004166364669799805,-531.6542876890463,112216.40625
2014-05-12,0.012440919876098633,-543.7173934305192,113612.484375
2014-05-13,0.001610398292541504,-554.8327443475607,113795.4453125
2014-05-14,0.00016295909881591797,-564.5156154840748,113813.984375
2014-05-15,-0.008548498153686523,-569.8087796880127,112841.046875
2014-05-16,0.014681696891784668,-579.527719195889,114497.7421875
2014-05-19,0.011702775955200195,-592.6855672508667,115837.6875
2014-05-20,0.00015270709991455078,-604.2988724638126,115855.3828125
2014-05-21,0.002876877784729004,-615.6209230937193,116188.6875
2014-05-22,0.0013908147811889648,-626.1282523649778,116350.2890625
2014-05-23,0.010947823524475098,-639.5650708274499,117624.0703125
2014-05-27,0.01807558536529541,-659.025569851206,119750.1953125
2014-05-28,-0.0026601552963256836,-675.1635569585269,119431.640625
2014-05-29,0.017741084098815918,-697.094650155586,121550.4921875
2014-05-30,-0.002820134162902832,-715.3996995354023,121207.703125
2014-06-02,-0.0067099928855896,-729.1304294673961,120394.3984375
2014-06-03,0.011218547821044922,-745.640479177107,121745.046875
2014-06-04,0.009446024894714355,-764.1704978068033,122895.046875
2014-06-05,0.007463216781616211,-783.8045706231615,123812.2421875
