TIME_WINDOW,K_SIZE,CONV_MID,CONV_FINAL,LEARNING_RATE,train_portfolio_value,train_drawdown,train_sharpe,train_cumulative,test_portfolio_value,test_drawdown,test_sharpe,test_cumulative
90,3,5,5,0.01,927598.44,-0.31427287943231286,1.3182075002800915,9.275984375,192948.02,-0.21888927299432212,1.5914395947967273,1.92948015625
90,3,5,5,0.02,487299.47,-0.2803904620884386,1.0581464023288627,4.8729946875,115518.97,-0.23641550978047368,0.4572608944443144,1.1551896875
90,3,5,10,0.01,231325.08,-0.3451186396880594,0.7732324968212896,2.31325078125,119567.664,-0.15309739218330526,0.7194174102062416,1.195676640625
90,3,5,10,0.02,233021.77,-0.34845397542440587,0.7729239997572177,2.33021765625,119737.07,-0.15457264183385452,0.7191354833749951,1.197370703125
90,3,5,20,0.01,234576.12,-0.3494850461683998,0.7746450873469654,2.34576125,119990.055,-0.15616544067249416,0.7205360955786265,1.199900546875
90,3,5,20,0.02,1092651.1,-0.3851588689355786,1.3968555641334948,10.92651125,193983.75,-0.18431806827515704,1.4417665299883085,1.9398375
90,3,10,5,0.01,1104178.2,-0.25771608407957464,1.460635781889741,11.0417825,83426.836,-0.3969146495768097,-0.2424231315037626,0.834268359375
90,3,10,5,0.02,700206.75,-0.31442887055632174,1.17677195351352,7.0020675,185093.83,-0.2006943840874065,1.4978557086445536,1.85093828125
90,3,10,10,0.01,579197.9,-0.2653247302662232,1.0967587943606318,5.79197875,54219.605,-0.4869015904403269,-1.1669193617171842,0.5421960546875
90,3,10,10,0.02,664669.1,-0.28039292774856206,1.196942353771697,6.64669125,82020.65,-0.38783614529359833,-0.28417415210187674,0.820206484375
90,3,10,20,0.01,312682.7,-0.282412889186376,0.8629784303448906,3.126826875,84855.72,-0.3481795400270845,-0.1993713778641528,0.8485571875
90,3,10,20,0.02,657979.9,-0.38515884450898963,1.0988495441081256,6.57979875,187824.48,-0.21489310263071792,1.4599378643939274,1.87824484375
90,3,20,5,0.01,491554.8,-0.33310866752919693,1.1517154272154113,4.915548125,227827.06,-0.17499307317546448,1.9030266604798203,2.278270625
90,3,20,5,0.02,234115.34,-0.34707777675661466,0.7762027344996261,2.3411534375,119933.695,-0.15686125682642285,0.7192254505603203,1.199336953125
90,3,20,10,0.01,568641.9,-0.2803928323865221,1.131456158516193,5.68641875,214181.25,-0.1739683634279561,1.7863820226000748,2.1418125
90,3,20,10,0.02,100000.0,0.0,,1.0,100000.0,0.0,,1.0
90,3,20,20,0.01,410639.25,-0.2736627046531629,1.0253110168418627,4.1063925,141527.73,-0.3296845595394613,0.8579944523952933,1.41527734375
90,3,20,20,0.02,873773.4,-0.3851587032418953,1.2825921351767746,8.73773375,202142.47,-0.21182458670785156,1.513714957024166,2.0214246875
90,4,5,5,0.01,810926.7,-0.26518178848012247,1.3108702198451483,8.109266875,71331.7,-0.40433035432895936,-0.6355285410276741,0.71331703125
90,4,5,5,0.02,830053.44,-0.3142731360173047,1.3013998290128581,8.300534375,213362.7,-0.22270006902748812,1.6842080298703952,2.13362703125
90,4,5,10,0.01,437839.1,-0.28038989044966645,1.0137549846012495,4.3783909375,141683.48,-0.19985363884354662,0.9665445457035962,1.41683484375
90,4,5,10,0.02,559974.06,-0.3221018951086903,1.0336058078517338,5.599740625,213115.58,-0.1752288734573368,1.6566324028327413,2.13115578125
90,4,5,20,0.01,518154.62,-0.3270372343181794,1.0649952208528957,5.18154625,78326.19,-0.3705611757142068,-0.3402383453036211,0.783261875
90,4,5,20,0.02,236871.97,-0.35191821818915714,0.7761649297408029,2.3687196875,120317.48,-0.1584166227860391,0.7217224799187563,1.203174765625
90,4,10,5,0.01,621082.1,-0.30280974843609854,1.1273009369527451,6.21082125,177980.1,-0.26694711182397973,1.3892917579399358,1.7798009375
90,4,10,5,0.02,231703.7,-0.3437264017463718,0.7752992784335748,2.31703703125,119757.586,-0.1535677879873705,0.7226585454141966,1.197575859375
90,4,10,10,0.01,758481.56,-0.38513208402203636,1.2229602662504429,7.584815625,167443.69,-0.22279900174629216,1.2176941518513125,1.674436875
90,4,10,10,0.02,470292.78,-0.29193436162493386,0.9978167593758336,4.7029278125,142972.38,-0.23945738337582897,0.9162841884302416,1.42972375
90,4,10,20,0.01,966127.1,-0.38515890250427987,1.3505545135657373,9.66127125,123529.48,-0.19471977563466294,0.5752091316449836,1.235294765625
90,4,10,20,0.02,154168.14,-0.1633107585695122,0.6579836558385321,1.54168140625,183860.39,-0.2217763840784319,1.3661488564182904,1.83860390625
90,4,20,5,0.01,125250.82,-0.12433370389695451,0.5514114554888176,1.252508203125,169584.88,-0.2190054417126957,1.206625392867272,1.69584875
90,4,20,5,0.02,637569.1,-0.2736843951315897,1.2050543772860591,6.37569125,89345.234,-0.28495170794013575,-0.19156615987815337,0.89345234375
90,4,20,10,0.01,661497.6,-0.28535872166280946,1.1743338425611403,6.61497625,80320.1,-0.3401951368951225,-0.3594293456705703,0.803201015625
90,4,20,10,0.02,509922.3,-0.3851588733158009,1.013054047632887,5.099223125,232554.22,-0.2050865719159867,1.800059350304978,2.3255421875
90,4,20,20,0.01,706867.4,-0.28039277883176084,1.2217496591684451,7.06867375,78634.16,-0.4387003638084716,-0.37800800306322385,0.7863415625
90,4,20,20,0.02,199011.06,-0.2736628773929674,0.6404621652225864,1.990110625,104944.45,-0.31389746930062545,0.24946242622007678,1.04944453125
