date,returns,rewards,portfolio_values
2014-05-12,0.0,0.0,100000.0
2014-05-13,0.001524843749999949,-6.930309438060969,100152.484375
2014-05-14,7.605552673339844e-05,-6.6810956597485465,100160.1015625
2014-05-15,-0.008620798587799072,-34.858568746317616,99296.640625
2014-05-16,0.014472603797912598,-45.30961922914055,100733.71875
2014-05-19,0.011805176734924316,-80.17009043893115,101922.8984375
2014-05-20,0.00016391277313232422,-92.00542564610883,101939.609375
2014-05-21,0.002724170684814453,-101.17360483594301,102217.3125
2014-05-22,0.0016541481018066406,-107.47631368094814,102386.3984375
2014-05-23,0.011142253875732422,-127.26910397686778,103527.2109375
2014-05-27,0.01861095428466797,-171.3645478058109,105453.953125
2014-05-28,-0.002492845058441162,-191.3916553626187,105191.0703125
2014-05-29,0.0180433988571167,-229.6588125461915,107089.0703125
2014-05-30,-0.0037057995796203613,-248.29652881596238,106692.21875
2014-06-02,-0.006835818290710449,-253.85066199558753,105962.890625
2014-06-03,0.013997793197631836,-269.72151531615964,107446.140625
2014-06-04,0.011294841766357422,-292.0812588359827,108659.7265625
2014-06-05,0.004089236259460449,-311.8240626631905,109104.0625
2014-06-06,-0.002639174461364746,-323.6585822522616,108816.1171875
2014-06-09,0.015853524208068848,-345.7412363604438,110541.2421875
2014-06-10,0.0058481693267822266,-367.29853412626903,111187.7109375
2014-06-11,-0.004207611083984375,-380.1537436524196,110719.875
2014-06-12,-0.016546189785003662,-380.2898347335489,108887.8828125
2014-06-13,-0.010624110698699951,-375.8590796701012,107731.046875
2014-06-16,0.009949922561645508,-374.78047420876464,108802.96875
2014-06-17,-0.0011615157127380371,-372.89665982296077,108676.59375
2014-06-18,0.0011109113693237305,-371.12672979560807,108797.328125
2014-06-19,-0.003498852252960205,-368.0648841271923,108416.6640625
2014-06-20,-0.010097682476043701,-362.8135787431612,107321.90625
2014-06-23,-0.000714719295501709,-357.6560412403448,107245.203125
2014-06-24,-0.006115972995758057,-352.0833622490519,106589.296875
2014-06-25,0.0009474754333496094,-346.82424266807527,106690.2890625
2014-06-26,0.005760073661804199,-342.378901062932,107304.8359375
2014-06-27,0.011779546737670898,-340.222830231804,108568.84375
2014-06-30,0.009991884231567383,-340.7666056369347,109653.6484375
2014-07-01,0.00630640983581543,-343.1074331510184,110345.1640625
2014-07-02,-0.0005000829696655273,-344.76896799538554,110289.984375
2014-07-03,0.005766391754150391,-348.0099965402613,110925.9609375
2014-07-07,0.020179390907287598,-359.4506747817835,113164.375
2014-07-08,-0.006551027297973633,-366.25038576207436,112423.03125
2014-07-09,0.00042891502380371094,-372.240658411896,112471.25
2014-07-10,-0.0036844611167907715,-376.0234186815726,112056.8515625
2014-07-11,0.001984715461730957,-379.90481528652305,112279.25
2014-07-14,0.01278388500213623,-388.0271572220102,113714.609375
2014-07-15,-0.011039674282073975,-391.1235163700441,112459.234375
2014-07-16,-0.005114495754241943,-392.26205753952564,111884.0625
2014-07-17,-0.017471790313720703,-389.6175761733042,109929.25
2014-07-18,0.014145374298095703,-389.5383037130044,111484.234375
2014-07-21,-0.0049724578857421875,-388.31547700044166,110929.8828125
2014-07-22,0.008087158203125,-388.6696262523579,111826.9921875
2014-07-23,0.024948716163635254,-396.2370961186812,114616.9375
