,date,stock_name,open,high,low,close,volume
0,2017-01-31 19:00:00,MSFT,58.7497,58.7861,58.7043,58.7861,2468
1,2017-01-31 18:00:00,MSFT,58.7951,58.8224,58.7951,58.8224,831
2,2017-01-31 17:00:00,MSFT,58.8315,58.8405,58.7861,58.7951,4287
3,2017-01-31 16:00:00,MSFT,58.7043,58.8587,58.6226,58.7951,2821498
4,2017-01-31 15:00:00,MSFT,58.5772,58.7043,58.5681,58.7043,4701481
5,2017-01-31 14:00:00,MSFT,58.4501,58.5954,58.3956,58.5772,2588756
6,2017-01-31 13:00:00,MSFT,58.5318,58.5591,58.3956,58.4501,2272083
7,2017-01-31 12:00:00,MSFT,58.4356,58.5954,58.4274,58.5227,1738158
8,2017-01-31 11:00:00,MSFT,58.5727,58.6589,58.3502,58.4365,3115930
9,2017-01-31 10:00:00,MSFT,58.718,58.8496,58.5046,58.5727,3236943
10,2017-01-31 09:00:00,MSFT,58.9767,59.1584,58.6045,58.7225,2760025
11,2017-01-31 08:00:00,MSFT,59.0676,59.1765,58.9404,59.0222,8548
12,2017-01-31 07:00:00,MSFT,59.1765,59.1765,59.0676,59.0676,18058
13,2017-01-31 05:00:00,MSFT,59.113,59.1947,59.113,59.1765,1974
14,2017-01-31 04:00:00,MSFT,59.0222,59.113,59.0222,59.113,1606
15,2017-01-30 19:00:00,MSFT,59.1311,59.1402,59.0857,59.0857,1526
16,2017-01-30 18:00:00,MSFT,59.0766,59.113,59.0766,59.113,1169
17,2017-01-30 17:00:00,MSFT,59.113,59.1674,59.0857,59.1402,2051
18,2017-01-30 16:00:00,MSFT,59.1493,59.1493,59.0585,59.1311,2363766
19,2017-01-30 15:00:00,MSFT,59.0222,59.1402,58.8405,59.1311,6680124
20,2017-01-30 14:00:00,MSFT,58.9631,59.0948,58.9223,59.0282,2207326
21,2017-01-30 13:00:00,MSFT,58.9858,59.0948,58.9313,58.9631,2057120
22,2017-01-30 12:00:00,MSFT,59.172,59.1947,58.9313,58.9949,2758558
23,2017-01-30 11:00:00,MSFT,58.9858,59.2128,58.9041,59.1765,3753445
24,2017-01-30 10:00:00,MSFT,59.5761,59.5851,58.9041,58.9813,4616550
25,2017-01-30 09:00:00,MSFT,59.4852,59.7395,59.3536,59.5761,4500087
26,2017-01-30 08:00:00,MSFT,59.3944,59.6124,59.34,59.5579,40122
27,2017-01-30 07:00:00,MSFT,59.3854,59.458,59.34,59.4126,9515
