,date,stock_name,open,high,low,close,volume
0,2023-01-31 18:00:00,GS,347.1616,347.1616,347.1616,347.1616,100
1,2023-01-31 17:00:00,GS,347.4279,347.4279,347.4279,347.4279,100
2,2023-01-31 16:00:00,GS,347.9034,347.9034,347.1521,347.9034,456784
3,2023-01-31 15:00:00,GS,345.2928,348.008,345.136,348.008,376128
4,2023-01-31 14:00:00,GS,345.1834,345.4878,344.0517,345.288,176193
5,2023-01-31 13:00:00,GS,343.8044,345.3261,343.7568,345.212,129496
6,2023-01-31 12:00:00,GS,342.3683,344.1943,342.1115,343.7283,110306
7,2023-01-31 11:00:00,GS,342.064,343.0436,341.5029,342.3588,112490
8,2023-01-31 10:00:00,GS,340.3236,342.9104,339.791,341.991,155820
9,2023-01-31 09:00:00,GS,341.3031,341.8547,339.3915,340.3236,79668
10,2023-01-31 08:00:00,GS,337.575,339.3154,337.575,338.9636,2904
11,2023-01-30 19:00:00,GS,340.9703,340.9703,340.9703,340.9703,100
12,2023-01-30 17:00:00,GS,340.0287,340.0287,340.0287,340.0287,301
13,2023-01-30 16:00:00,GS,340.3996,340.6374,339.2869,340.2189,308643
14,2023-01-30 15:00:00,GS,340.9417,341.4363,339.4676,340.0097,385273
15,2023-01-30 14:00:00,GS,343.4335,343.6522,340.0097,341.0083,220728
16,2023-01-30 13:00:00,GS,342.4064,344.5938,341.9879,343.3859,187567
17,2023-01-30 12:00:00,GS,342.0545,343.6798,341.8928,342.5661,154355
18,2023-01-30 11:00:00,GS,339.6768,342.2447,339.5913,342.0723,180242
19,2023-01-30 10:00:00,GS,339.1823,344.1468,338.8381,339.7482,490815
20,2023-01-30 09:00:00,GS,335.7205,339.6198,335.1499,339.2299,167871
21,2023-01-30 08:00:00,GS,334.7694,334.7694,334.0561,334.7694,1396
22,2023-01-30 07:00:00,GS,334.4746,334.5031,334.4746,334.5031,349
23,2023-01-27 17:00:00,GS,336.6715,336.6715,336.6715,336.6715,100
24,2023-01-27 16:00:00,GS,336.3862,336.7666,336.3387,336.3862,390615
25,2023-01-27 15:00:00,GS,337.8984,338.5261,335.3781,336.4338,330776
26,2023-01-27 14:00:00,GS,337.2326,338.1457,336.7857,337.8527,143501
27,2023-01-27 13:00:00,GS,337.8318,337.9079,336.9283,337.3135,86404
28,2023-01-27 12:00:00,GS,337.1661,338.0125,336.6002,337.7843,104389
29,2023-01-27 11:00:00,GS,335.2164,338.1932,334.8931,337.3182,156830
30,2023-01-27 10:00:00,GS,336.9473,338.5641,334.6268,335.245,201152
31,2023-01-27 09:00:00,GS,336.196,337.2421,334.2939,336.7191,187406
32,2023-01-27 08:00:00,GS,337.1471,337.4324,336.196,336.196,525
33,2023-01-27 07:00:00,GS,337.1471,337.1471,337.1471,337.1471,208
34,2023-01-27 06:00:00,GS,335.7205,336.6715,335.7205,336.6715,664
35,2023-01-26 19:00:00,GS,334.8931,336.681,334.4461,336.681,1300
36,2023-01-26 17:00:00,GS,337.4199,337.4199,337.4199,337.4199,150
37,2023-01-26 16:00:00,GS,337.594,337.6226,336.681,337.4704,265924
