0,1,2,3,4,5,6,7,8,9,10
2.2196059e-30,0.0023028767,3.9714056e-16,0.00055340346,0.00018453019,5.579253e-17,0.9958931,0.0010661313,2.4735342e-15,9.422043e-12,3.5660186e-17
1.541387e-30,0.0022419316,3.7775187e-16,0.0005566152,0.00018096932,5.3909134e-17,0.9959538,0.0010666804,2.4766684e-15,9.453219e-12,3.4526006e-17
1.1108009e-30,0.0021919804,3.631339e-16,0.0005611504,0.00017851555,5.251174e-17,0.9959966,0.0010717064,2.5072232e-15,9.517963e-12,3.367495e-17
8.284043e-31,0.0021363234,3.5095045e-16,0.0005633164,0.00017650572,5.1078552e-17,0.99604946,0.0010743585,2.5580776e-15,9.567868e-12,3.2907286e-17
6.288103e-31,0.0020727478,3.38197e-16,0.00055830897,0.00017352108,4.929358e-17,0.9961267,0.001068719,2.6728504e-15,9.52778e-12,3.185645e-17
4.839436e-31,0.0020089196,3.243372e-16,0.00054917455,0.00017001477,4.735775e-17,0.9962127,0.0010591919,2.8481407e-15,9.434887e-12,3.0640914e-17
3.7256659e-31,0.0019428276,3.0974288e-16,0.00053669774,0.00016541286,4.532609e-17,0.99630994,0.0010450747,3.1286623e-15,9.3115515e-12,2.921932e-17
2.7903934e-31,0.0018686831,2.9373544e-16,0.00051936804,0.00015871887,4.2977254e-17,0.996431,0.0010221781,3.5974e-15,9.084678e-12,2.754718e-17
2.0448867e-31,0.0017920777,2.763045e-16,0.0004994049,0.00015078773,4.0354165e-17,0.99656445,0.0009933672,4.2797843e-15,8.797822e-12,2.5795695e-17
1.4615316e-31,0.0017164501,2.593582e-16,0.00047954623,0.0001426519,3.7801932e-17,0.99669755,0.000963826,5.2031925e-15,8.502132e-12,2.4140642e-17
3.453289e-33,0.00067690277,4.7559838e-17,0.0001964646,7.016876e-05,5.699617e-18,0.9986488,0.00040770305,1.1827036e-15,2.3622966e-12,4.349326e-18
2.4117752e-33,0.0006410246,4.3841714e-17,0.00018697057,6.521457e-05,5.2028358e-18,0.99871635,0.00039039433,1.5064457e-15,2.2293092e-12,4.0123194e-18
1.716383e-33,0.0006104842,4.0568514e-17,0.00017853337,6.0756363e-05,4.7540957e-18,0.9987747,0.0003755722,1.9130944e-15,2.1085618e-12,3.731219e-18
1.2479022e-33,0.0005827643,3.767855e-17,0.0001701968,5.6474157e-05,4.343842e-18,0.99882895,0.00036168925,2.4112226e-15,1.9946883e-12,3.4789434e-18
9.401661e-34,0.000558447,3.521923e-17,0.00016213217,5.262416e-05,3.9855804e-18,0.998877,0.00034973124,2.9824485e-15,1.8980492e-12,3.2742871e-18
7.5283576e-34,0.00053738337,3.3193127e-17,0.00015479328,4.9188482e-05,3.694846e-18,0.99891937,0.00033935293,3.6316203e-15,1.8203026e-12,3.1086552e-18
6.2633843e-34,0.0005162862,3.1296815e-17,0.00014753976,4.5967965e-05,3.434699e-18,0.9989612,0.00032901627,4.439906e-15,1.7432839e-12,2.9523575e-18
5.2055693e-34,0.0004934968,2.9418315e-17,0.0001402247,4.286967e-05,3.1912924e-18,0.99900526,0.0003181251,5.54222e-15,1.6598373e-12,2.7914484e-18
4.3323556e-34,0.00047015434,2.7537944e-17,0.0001331027,3.9897048e-05,2.9570383e-18,0.99904996,0.00030692187,7.0764148e-15,1.5667541e-12,2.625814e-18
3.485177e-34,0.00044744075,2.5690564e-17,0.00012638181,3.689387e-05,2.736853e-18,0.99909353,0.00029574477,9.203735e-15,1.4686629e-12,2.455237e-18
4.215563e-35,0.00018161863,5.1888175e-18,5.2282125e-05,1.8091392e-05,4.59986e-19,0.99961877,0.00012923079,2.8082738e-15,4.223288e-13,4.896357e-19
3.0055255e-35,0.00017290196,4.7893737e-18,4.9556897e-05,1.6554332e-05,4.2432447e-19,0.9996364,0.00012460789,3.786429e-15,3.9066723e-13,4.51891e-19
2.0041612e-35,0.00016502338,4.397529e-18,4.703928e-05,1.509212e-05,3.9068423e-19,0.9996525,0.00012033457,5.149975e-15,3.608759e-13,4.1496208e-19
1.3228295e-35,0.00015828642,4.038597e-18,4.489711e-05,1.3805506e-05,3.611483e-19,0.9996662,0.000116826224,6.9382383e-15,3.3551674e-13,3.822658e-19
8.868783e-36,0.00015176303,3.7007614e-18,4.2952637e-05,1.2652871e-05,3.3403872e-19,0.9996793,0.000113344846,9.32316e-15,3.121489e-13,3.5296192e-19
5.983671e-36,0.00014514924,3.3764714e-18,4.1155126e-05,1.157844e-05,3.080944e-19,0.99969256,0.00010966058,1.2633641e-14,2.897823e-13,3.2536782e-19
4.1533016e-36,0.00013883735,3.0823936e-18,3.963095e-05,1.06123025e-05,2.8463024e-19,0.9997048,0.0001060822,1.7105232e-14,2.6990614e-13,3.0108622e-19
3.0198216e-36,0.00013255292,2.8097886e-18,3.8289214e-05,9.742677e-06,2.633687e-19,0.99971694,0.000102446145,2.3264709e-14,2.5068465e-13,2.7889105e-19
2.2353352e-36,0.00012607597,2.5306526e-18,3.6930604e-05,8.885416e-06,2.4254828e-19,0.9997297,9.84033e-05,3.228129e-14,2.308846e-13,2.559515e-19
1.6849616e-36,0.00011961587,2.2635992e-18,3.5573496e-05,8.046479e-06,2.2275436e-19,0.9997427,9.406251e-05,4.5379733e-14,2.1131417e-13,2.3343745e-19
3.5334097e-37,5.0147562e-05,4.8347487e-19,1.5487536e-05,3.9247157e-06,4.1832462e-20,0.9998882,4.225717e-05,1.93626e-14,6.294974e-14,5.0188327e-20
3.0198383e-37,4.724419e-05,4.249476e-19,1.476488e-05,3.5105e-06,3.8270164e-20,0.9998945,4.0062292e-05,2.8064687e-14,5.6593266e-14,4.4896746e-20
2.7413355e-37,4.4658205e-05,3.7312062e-19,1.4054685e-05,3.1464251e-06,3.5222317e-20,0.9999001,3.8020826e-05,4.0373775e-14,5.0982944e-14,4.0140077e-20
2.8158395e-37,4.2203454e-05,3.2741455e-19,1.33510175e-05,2.8174418e-06,3.2575122e-20,0.9999056,3.6022866e-05,5.738477e-14,4.5848616e-14,3.5764902e-20
3.1595798e-37,3.9851686e-05,2.8666795e-19,1.2647791e-05,2.5318411e-06,3.019384e-20,0.99991083,3.4106204e-05,8.1038366e-14,4.104914e-14,3.190711e-20
3.7765536e-37,3.752289e-05,2.5002227e-19,1.19301585e-05,2.2759032e-06,2.783034e-20,0.9999161,3.2150172e-05,1.1455101e-13,3.6514784e-14,2.8443623e-20
4.781655e-37,3.5226556e-05,2.1773363e-19,1.1224948e-05,2.0423129e-06,2.5589695e-20,0.9999213,3.0216279e-05,1.6284297e-13,3.2260517e-14,2.526418e-20
6.340693e-37,3.285348e-05,1.8886339e-19,1.0504369e-05,1.8192544e-06,2.3350346e-20,0.9999267,2.8211918e-05,2.3488457e-13,2.822492e-14,2.2347195e-20
8.189374e-37,3.0464047e-05,1.6325159e-19,9.764196e-06,1.611631e-06,2.1066279e-20,0.99993193,2.6176036e-05,3.468435e-13,2.4442233e-14,1.9675297e-20
1.0758056e-36,2.8046756e-05,1.4065408e-19,9.010978e-06,1.4143894e-06,1.8761229e-20,0.9999374,2.4120884e-05,5.275523e-13,2.0895103e-14,1.719881e-20
4.054571e-37,1.1797236e-05,3.2041797e-20,3.8830804e-06,6.7816904e-07,3.774912e-21,0.9999728,1.081601e-05,3.1210958e-13,6.087466e-15,3.9013873e-21
5.2943464e-37,1.0733093e-05,2.7706353e-20,3.5290714e-06,5.8732434e-07,3.2890672e-21,0.9999752,9.882737e-06,5.069163e-13,5.078739e-15,3.3830429e-21
7.036452e-37,9.667831e-06,2.3974617e-20,3.1763616e-06,5.0570037e-07,2.8203228e-21,0.9999777,8.9641635e-06,8.492737e-13,4.162745e-15,2.9074417e-21
9.661912e-37,8.637955e-06,2.0830828e-20,2.841441e-06,4.3285976e-07,2.3945962e-21,0.99998,8.084884e-06,1.4732387e-12,3.364575e-15,2.4808934e-21
1.3319829e-36,7.678143e-06,1.8199741e-20,2.5318093e-06,3.6969493e-07,2.029707e-21,0.9999821,7.2741805e-06,2.6252759e-12,2.6933683e-15,2.1067085e-21
1.8663586e-36,6.7487113e-06,1.5824671e-20,2.2424301e-06,3.1279825e-07,1.7045523e-21,0.99998415,6.4896276e-06,4.825648e-12,2.1150375e-15,1.7690629e-21
2.5257805e-36,5.8790265e-06,1.3713175e-20,1.9799988e-06,2.6180027e-07,1.4236718e-21,0.9999862,5.7524862e-06,9.1444335e-12,1.635263e-15,1.4689089e-21
3.4105558e-36,5.1084576e-06,1.1886495e-20,1.7545326e-06,2.1797632e-07,1.195593e-21,0.99998784,5.0959234e-06,1.7667584e-11,1.2572166e-15,1.2118201e-21
4.4149413e-36,4.430496e-06,1.0274487e-20,1.5602897e-06,1.8092142e-07,1.0097495e-21,0.9999893,4.5157776e-06,3.4568286e-11,9.595256e-16,9.964677e-22
5.5719968e-36,3.826682e-06,8.8001896e-21,1.3860805e-06,1.4864737e-07,8.483677e-22,0.9999907,3.985592e-06,6.9010096e-11,7.2383047e-16,8.0752265e-22
1.2379296e-36,1.5995086e-06,2.2106565e-21,6.0903955e-07,6.984827e-08,1.8298617e-22,0.9999958,1.8095377e-06,5.871538e-11,2.0184978e-16,1.8846808e-22
1.737894e-36,1.4589609e-06,2.0152543e-21,5.6802975e-07,6.1078204e-08,1.6642727e-22,0.9999962,1.663861e-06,8.9031685e-11,1.6710785e-16,1.6451343e-22
2.5647801e-36,1.36758e-06,1.8987981e-21,5.4193526e-07,5.5261314e-08,1.5733899e-22,0.99999654,1.5686801e-06,1.1991409e-10,1.4505965e-16,1.5011042e-22
4.159811e-36,1.3232207e-06,1.864041e-21,5.320173e-07,5.2079823e-08,1.5511256e-22,0.99999666,1.5170915e-06,1.3898187e-10,1.3387554e-16,1.445466e-22
6.74298e-36,1.3240791e-06,1.9107074e-21,5.3704144e-07,5.1231343e-08,1.6051999e-22,0.99999666,1.5114192e-06,1.4166357e-10,1.306088e-16,1.4743015e-22
1.0968844e-35,1.3324496e-06,1.9638467e-21,5.439153e-07,5.036536e-08,1.6774995e-22,0.99999666,1.5113039e-06,1.456912e-10,1.286413e-16,1.5208107e-22
1.7004179e-35,1.3493393e-06,2.033084e-21,5.5311324e-07,4.953687e-08,1.7628997e-22,0.99999654,1.5178208e-06,1.5069943e-10,1.2811289e-16,1.5897881e-22
2.5036773e-35,1.3713727e-06,2.1142181e-21,5.63988e-07,4.8641045e-08,1.8604454e-22,0.99999654,1.5281505e-06,1.5598038e-10,1.2874978e-16,1.6759e-22
3.578371e-35,1.3984738e-06,2.1921746e-21,5.7660543e-07,4.756178e-08,1.9700954e-22,0.9999964,1.5440417e-06,1.6145314e-10,1.3032907e-16,1.7686519e-22
5.0781356e-35,1.4288115e-06,2.2716278e-21,5.911039e-07,4.6433435e-08,2.0849115e-22,0.9999964,1.5636614e-06,1.6718682e-10,1.3273946e-16,1.8746077e-22
5.4763917e-35,7.222725e-07,7.45743e-22,3.092338e-07,2.6026282e-08,6.097799e-23,0.9999981,8.321554e-07,8.980513e-11,5.1770852e-17,6.195668e-23
7.6396755e-35,7.2979464e-07,7.6621113e-22,3.1527279e-07,2.5270419e-08,6.29314e-23,0.9999981,8.3703287e-07,9.273471e-11,5.236513e-17,6.537842e-23
9.912985e-35,7.336074e-07,7.85681e-22,3.201216e-07,2.4560482e-08,6.3690705e-23,0.9999981,8.4116203e-07,9.582746e-11,5.2635296e-17,6.877576e-23
1.3210854e-34,7.3405806e-07,8.079723e-22,3.2446266e-07,2.3888889e-08,6.3578074e-23,0.9999981,8.4420947e-07,9.911744e-11,5.264594e-17,7.253037e-23
1.7072393e-34,7.3058845e-07,8.3353113e-22,3.2773053e-07,2.3221927e-08,6.240261e-23,0.9999981,8.457051e-07,1.02414854e-10,5.231601e-17,7.653548e-23
2.1588443e-34,7.262399e-07,8.684165e-22,3.3091766e-07,2.2664185e-08,6.088083e-23,0.9999981,8.482511e-07,1.0607496e-10,5.1771643e-17,8.125991e-23
2.7672356e-34,7.2167205e-07,9.132225e-22,3.3471116e-07,2.2240746e-08,5.9311485e-23,0.9999981,8.506651e-07,1.0968372e-10,5.0994477e-17,8.664604e-23
3.751926e-34,7.167064e-07,9.721389e-22,3.390056e-07,2.1877234e-08,5.78492e-23,0.9999981,8.5032775e-07,1.1323109e-10,5.000205e-17,9.317703e-23
5.094465e-34,7.146833e-07,1.0522521e-21,3.4588712e-07,2.162483e-08,5.635929e-23,0.9999981,8.547083e-07,1.1707169e-10,4.9158722e-17,1.0131571e-22
7.055556e-34,7.1663527e-07,1.1536379e-21,3.55949e-07,2.149751e-08,5.496433e-23,0.9999981,8.6465803e-07,1.2165963e-10,4.847733e-17,1.1144686e-22
3.1766018e-34,3.7991055e-07,4.492417e-22,1.9901246e-07,1.2897329e-08,1.653588e-23,0.9999989,4.896306e-07,6.977275e-11,1.9945986e-17,4.2935004e-23
4.337761e-34,3.8966087e-07,5.04426e-22,2.1088093e-07,1.2959024e-08,1.6148574e-23,0.9999989,5.1047715e-07,7.3311975e-11,2.0154022e-17,4.838614e-23
5.4372436e-34,4.0435552e-07,5.679597e-22,2.2705316e-07,1.3086745e-08,1.5735306e-23,0.9999988,5.4178764e-07,7.7421944e-11,2.0574427e-17,5.4541837e-23
6.3311285e-34,4.240277e-07,6.392371e-22,2.4671877e-07,1.3258241e-08,1.5336942e-23,0.9999987,5.82072e-07,8.2159696e-11,2.1288509e-17,6.1349e-23
6.94771e-34,4.4935476e-07,7.2062986e-22,2.7140203e-07,1.3473605e-08,1.4905278e-23,0.9999987,6.3525533e-07,8.7582074e-11,2.2365725e-17,6.906026e-23
7.1518656e-34,4.802151e-07,8.1088136e-22,3.018114e-07,1.3739505e-08,1.4481725e-23,0.99999857,7.023994e-07,9.3671244e-11,2.3791754e-17,7.7539966e-23
7.0254233e-34,5.164075e-07,9.078736e-22,3.376647e-07,1.4048379e-08,1.4125922e-23,0.99999833,7.830302e-07,1.00396455e-10,2.568687e-17,8.6621604e-23
6.781433e-34,5.5672336e-07,1.0160722e-21,3.7910243e-07,1.4352204e-08,1.3829153e-23,0.9999982,8.7631e-07,1.0748309e-10,2.8033422e-17,9.721162e-23
6.682563e-34,5.9806575e-07,1.1382071e-21,4.2508822e-07,1.4666571e-08,1.358549e-23,0.999998,9.774675e-07,1.1433529e-10,3.046901e-17,1.0947486e-22
6.533939e-34,6.3963176e-07,1.2745271e-21,4.7497505e-07,1.4980394e-08,1.3433154e-23,0.99999785,1.0842384e-06,1.2085843e-10,3.310611e-17,1.229376e-22
2.9388394e-34,3.8303762e-07,5.6424956e-22,3.0787803e-07,9.6681285e-09,4.5161234e-24,0.99999857,7.1808597e-07,7.489063e-11,1.6524637e-17,5.3931284e-23
2.9144784e-34,4.141971e-07,6.46703e-22,3.5084932e-07,9.981727e-09,4.5066227e-24,0.99999845,8.117014e-07,7.981406e-11,1.835597e-17,6.188112e-23
2.9628597e-34,4.5069532e-07,7.4888744e-22,4.0402224e-07,1.0360995e-08,4.5176037e-24,0.9999982,9.266171e-07,8.594671e-11,2.0642575e-17,7.1831554e-23
3.0134e-34,4.930921e-07,8.681713e-22,4.689672e-07,1.0762842e-08,4.5197916e-24,0.999998,1.067372e-06,9.319643e-11,2.342887e-17,8.365886e-23
