,date,ics,unemployment
101,2022-06-01,-2.4619192096804605,-0.7170726323792223
102,2022-07-01,-2.3521499262615184,-0.7750545003163926
103,2022-08-01,-1.8618471269902437,-0.7170726323792223
104,2022-09-01,-1.832575318078526,-0.7750545003163926
105,2022-10-01,-1.737441939115443,-0.7170726323792223
106,2022-11-01,-1.9716164104091858,-0.7170726323792223
107,2022-12-01,-1.7447598913433726,-0.7750545003163926
108,2023-01-01,-1.371544327718969,-0.8330363682535628
109,2023-02-01,-1.2251852831603796,-0.7170726323792223
110,2023-03-01,-1.5837649423289242,-0.7750545003163926
111,2023-04-01,-1.4593597544541228,-0.8330363682535628
112,2023-05-01,-1.8033035091668081,-0.6590907644420521
113,2023-06-01,-1.4227699933144755,-0.7170726323792223
114,2023-07-01,-0.8885594806756243,-0.7750545003163926
115,2023-08-01,-1.0422364774621427,-0.601108896504882
116,2023-09-01,-1.1593237131090148,-0.601108896504882
117,2023-10-01,-1.4520418022261938,-0.601108896504882
118,2023-11-01,-1.6349906079244305,-0.6590907644420521
119,2023-12-01,-1.0202826207783546,-0.6590907644420521
120,2024-01-01,-0.33971306358091385,-0.6590907644420521
121,2024-02-01,-0.4933900603674324,-0.5431270285677118
122,2024-03-01,-0.3104412546691956,-0.601108896504882
123,2024-04-01,-0.47143620368364414,-0.5431270285677118
124,2024-05-01,-1.064190334145932,-0.48514516063054147
125,2024-06-01,-1.1300519041972965,-0.4271632926933715
126,2024-07-01,-1.2617750443000268,-0.31119955681903094
127,2024-08-01,-1.1520057608810848,-0.36918142475620097
