date,stock_name,open,high,low,close,volume
2013-01-31 19:00:00,JPM,34.23,34.2737,34.23,34.2591,5560
2013-01-31 18:00:00,JPM,34.2154,34.2373,34.2082,34.23,14956
2013-01-31 17:00:00,JPM,34.1863,34.2445,34.1718,34.2445,3060
2013-01-31 16:00:00,JPM,34.2555,34.3028,34.1863,34.1863,3899385
2013-01-31 15:00:00,JPM,34.3173,34.3537,34.2154,34.2591,3444970
2013-01-31 14:00:00,JPM,34.2809,34.3537,34.2591,34.3245,1347600
2013-01-31 13:00:00,JPM,34.2737,34.2955,34.2242,34.2809,991787
2013-01-31 12:00:00,JPM,34.1281,34.2737,34.1208,34.2737,1232950
2013-01-31 11:00:00,JPM,34.2373,34.2919,34.1281,34.1317,1651490
2013-01-31 10:00:00,JPM,34.2991,34.3537,34.1718,34.2373,3525486
2013-01-31 09:00:00,JPM,34.1936,34.3683,34.1281,34.3028,2255132
2013-01-31 08:00:00,JPM,34.2882,34.2882,34.1135,34.2009,4000
2013-01-30 19:00:00,JPM,34.2518,34.2955,34.2518,34.2955,1000
2013-01-30 18:00:00,JPM,34.1936,34.1936,34.1936,34.1936,400
2013-01-30 17:00:00,JPM,34.2591,34.2591,34.179,34.179,2495
2013-01-30 16:00:00,JPM,34.3028,34.3028,34.2154,34.23,447821
2013-01-30 15:00:00,JPM,34.3828,34.4047,34.2082,34.31,4353313
2013-01-30 14:00:00,JPM,34.4119,34.4629,34.3173,34.3828,2038131
2013-01-30 13:00:00,JPM,34.4156,34.4265,34.3464,34.4156,1778763
2013-01-30 12:00:00,JPM,34.3537,34.4192,34.2737,34.4119,1606586
2013-01-30 11:00:00,JPM,34.2763,34.3683,34.2518,34.3537,1729934
2013-01-30 10:00:00,JPM,34.2154,34.3464,34.2082,34.2737,2460762
2013-01-30 09:00:00,JPM,34.1863,34.361,34.179,34.2154,2554696
2013-01-30 08:00:00,JPM,34.3392,34.3537,34.1426,34.1863,12837
2013-01-30 05:00:00,JPM,34.3537,34.3537,34.3537,34.3537,200
2013-01-29 19:00:00,JPM,34.2664,34.2955,34.2664,34.2955,2100
2013-01-29 18:00:00,JPM,34.2518,34.2518,34.2518,34.2518,230
2013-01-29 17:00:00,JPM,34.2882,34.3028,34.2009,34.3028,5030
2013-01-29 16:00:00,JPM,34.2955,34.3464,34.2664,34.3392,887390
2013-01-29 15:00:00,JPM,34.2301,34.3246,34.1936,34.31,4402171
2013-01-29 14:00:00,JPM,34.1863,34.3173,34.1863,34.2301,3269762
2013-01-29 13:00:00,JPM,34.1004,34.1936,34.0735,34.191,1832340
2013-01-29 12:00:00,JPM,34.1063,34.1499,34.0553,34.1004,1677195
2013-01-29 11:00:00,JPM,34.1499,34.179,34.0407,34.1096,1601670
2013-01-29 10:00:00,JPM,34.0407,34.1718,33.9534,34.1499,2738932
2013-01-29 09:00:00,JPM,33.7715,34.1063,33.6623,34.048,2251611
2013-01-29 08:00:00,JPM,33.8079,33.9461,33.7715,33.8078,48204
2013-01-29 07:00:00,JPM,33.8006,33.8078,33.8006,33.8078,900
2013-01-29 06:00:00,JPM,33.8151,33.8151,33.8078,33.8078,500
2013-01-29 05:00:00,JPM,33.917,33.917,33.917,33.917,100
2013-01-28 19:00:00,JPM,33.9752,33.9752,33.968,33.9752,1000
2013-01-28 18:00:00,JPM,33.9461,33.968,33.8806,33.8806,2374
2013-01-28 17:00:00,JPM,33.9461,33.9461,33.917,33.917,2200
2013-01-28 16:00:00,JPM,33.9607,34.0008,33.9025,33.9461,1508581
2013-01-28 15:00:00,JPM,34.0407,34.0699,33.9243,33.9534,3560960
2013-01-28 14:00:00,JPM,34.0407,34.0844,33.9971,34.0407,2166683
2013-01-28 13:00:00,JPM,34.0444,34.099,33.9971,34.048,1544565
2013-01-28 12:00:00,JPM,34.0699,34.0699,33.9898,34.048,1398170
2013-01-28 11:00:00,JPM,33.9898,34.0699,33.917,34.0626,1911467
2013-01-28 10:00:00,JPM,33.9097,34.0626,33.8297,33.9897,3306049
2013-01-28 09:00:00,JPM,34.2809,34.2809,33.8879,33.916,3679606
2013-01-28 08:00:00,JPM,34.2154,34.3173,34.1354,34.2809,35648
2013-01-28 07:00:00,JPM,34.3173,34.3173,34.048,34.048,2155
2013-01-28 06:00:00,JPM,34.7104,34.7104,34.3246,34.3246,695
2013-01-25 19:00:00,JPM,34.2955,34.3173,34.2955,34.3173,2940
2013-01-25 18:00:00,JPM,34.2955,34.2955,34.2955,34.2955,1400
2013-01-25 17:00:00,JPM,34.2737,34.2955,34.2518,34.2809,2100
2013-01-25 16:00:00,JPM,34.305,34.3392,34.2518,34.2518,1823720
2013-01-25 15:00:00,JPM,34.2227,34.31,34.1863,34.31,5701481
2013-01-25 14:00:00,JPM,34.1623,34.2445,34.1135,34.2227,2020199
2013-01-25 13:00:00,JPM,34.1499,34.2373,34.1499,34.1645,1452615
2013-01-25 12:00:00,JPM,34.0845,34.2445,34.0845,34.1426,1972191
2013-01-25 11:00:00,JPM,33.9898,34.2227,33.9825,34.0917,2866381
2013-01-25 10:00:00,JPM,34.1499,34.1499,33.9207,33.9898,4836310
2013-01-25 09:00:00,JPM,34.0335,34.2445,33.9752,34.1499,4563305
2013-01-25 08:00:00,JPM,34.1718,34.2082,33.7496,34.0699,66083
2013-01-25 07:00:00,JPM,34.1135,34.1863,34.1135,34.1718,16485
2013-01-25 06:00:00,JPM,34.1718,34.1718,34.1718,34.1718,500
2013-01-25 05:00:00,JPM,34.1863,34.1863,34.0044,34.0044,3748
2013-01-24 19:00:00,JPM,33.7351,33.7715,33.7132,33.7715,7705
2013-01-24 18:00:00,JPM,33.6987,33.7496,33.6987,33.7059,1900
2013-01-24 17:00:00,JPM,33.7569,33.7569,33.6914,33.6914,2500
2013-01-24 16:00:00,JPM,33.7496,33.8078,33.7496,33.7933,717567
2013-01-24 15:00:00,JPM,33.7278,33.9134,33.7059,33.7569,3907785
2013-01-24 14:00:00,JPM,33.6477,33.7715,33.604,33.7241,1651397
2013-01-24 13:00:00,JPM,33.7423,33.7715,33.5385,33.6404,2020858
2013-01-24 12:00:00,JPM,33.8733,33.9071,33.6914,33.7438,2669478
2013-01-24 11:00:00,JPM,33.8515,33.9752,33.837,33.8805,2115203
2013-01-24 10:00:00,JPM,33.9461,34.0626,33.7787,33.8552,3456728
2013-01-24 09:00:00,JPM,33.6113,34.0044,33.5968,33.9461,3272051
2013-01-24 08:00:00,JPM,33.5022,33.6186,33.4949,33.604,10436
2013-01-23 19:00:00,JPM,33.5385,33.5822,33.524,33.5822,2307
2013-01-23 18:00:00,JPM,33.5313,33.5604,33.5022,33.5604,7375
2013-01-23 17:00:00,JPM,33.5677,33.5677,33.5094,33.5313,5605
2013-01-23 16:00:00,JPM,33.6404,33.7278,33.5604,33.5604,882743
2013-01-23 15:00:00,JPM,33.7533,33.7569,33.5968,33.6404,2949296
2013-01-23 14:00:00,JPM,33.7278,33.7642,33.6768,33.7496,1556556
2013-01-23 13:00:00,JPM,33.6878,33.7278,33.6332,33.7205,1451262
2013-01-23 12:00:00,JPM,33.5822,33.6914,33.5749,33.6914,1619968
2013-01-23 11:00:00,JPM,33.4803,33.5968,33.4745,33.5822,2561464
2013-01-23 10:00:00,JPM,33.6186,33.6186,33.4221,33.4802,3656587
2013-01-23 09:00:00,JPM,33.7278,33.8733,33.5677,33.6142,3206013
2013-01-23 08:00:00,JPM,33.8733,33.8733,33.6623,33.7278,17717
2013-01-23 07:00:00,JPM,33.8806,33.8806,33.8806,33.8806,100
2013-01-22 18:00:00,JPM,33.8806,33.8806,33.8733,33.8733,620
2013-01-22 17:00:00,JPM,33.9097,33.917,33.8733,33.8952,9370
2013-01-22 16:00:00,JPM,33.8588,33.917,33.8442,33.917,1993938
2013-01-22 15:00:00,JPM,33.7934,33.8806,33.7133,33.8661,4346687
2013-01-22 14:00:00,JPM,33.6914,33.8078,33.6696,33.8006,2167378
2013-01-22 13:00:00,JPM,33.7205,33.8297,33.6841,33.6856,1957949
2013-01-22 12:00:00,JPM,33.7205,33.7715,33.6332,33.7205,1946722
2013-01-22 11:00:00,JPM,33.7052,33.7642,33.6113,33.7278,3380247
2013-01-22 10:00:00,JPM,33.7132,33.7205,33.5749,33.6987,4152441
2013-01-22 09:00:00,JPM,33.6332,33.8151,33.6259,33.7132,3676664
2013-01-22 08:00:00,JPM,33.6987,33.8078,33.6113,33.6332,22196
2013-01-22 07:00:00,JPM,33.7715,33.7715,33.7423,33.7423,400
2013-01-22 04:00:00,JPM,33.7933,33.7933,33.7933,33.7933,700
2013-01-18 19:00:00,JPM,33.7351,33.7642,33.7351,33.7642,4358
2013-01-18 18:00:00,JPM,33.7642,33.7642,33.7351,33.7351,300
2013-01-18 17:00:00,JPM,33.7496,33.7496,33.6987,33.7351,11990
2013-01-18 16:00:00,JPM,33.8006,33.8224,33.6623,33.6696,3858686
2013-01-18 15:00:00,JPM,33.8225,33.837,33.6623,33.7933,5624232
2013-01-18 14:00:00,JPM,33.7569,33.8442,33.7351,33.826,1449702
2013-01-18 13:00:00,JPM,33.7132,33.8442,33.7096,33.7569,1966837
2013-01-18 12:00:00,JPM,33.6332,33.7205,33.6186,33.7198,2162639
2013-01-18 11:00:00,JPM,33.8297,33.8297,33.6259,33.6404,2487617
2013-01-18 10:00:00,JPM,33.8224,33.917,33.7059,33.8297,4354269
2013-01-18 09:00:00,JPM,33.7423,33.917,33.6113,33.8333,6455631
2013-01-18 08:00:00,JPM,33.8297,33.917,33.786,33.786,6055
2013-01-17 19:00:00,JPM,33.7715,33.8006,33.7642,33.7642,2500
2013-01-17 18:00:00,JPM,33.7715,33.7715,33.7569,33.7642,2040
2013-01-17 17:00:00,JPM,33.7569,33.8006,33.7569,33.7569,2574
2013-01-17 16:00:00,JPM,33.8006,33.8806,33.7656,33.7715,3798358
2013-01-17 15:00:00,JPM,33.8915,34.0044,33.8006,33.8078,6817755
2013-01-17 14:00:00,JPM,33.9316,33.9607,33.837,33.8915,3261282
2013-01-17 13:00:00,JPM,33.8078,33.9316,33.7278,33.9298,3021958
2013-01-17 12:00:00,JPM,33.6994,33.8479,33.6987,33.8038,2878602
2013-01-17 11:00:00,JPM,33.8151,33.8879,33.6914,33.6987,4205105
2013-01-17 10:00:00,JPM,33.9279,34.1135,33.8078,33.8115,6996920
2013-01-17 09:00:00,JPM,34.0917,34.1645,33.6404,33.9243,9375036
2013-01-17 08:00:00,JPM,34.0189,34.1208,33.6987,34.0917,296067
2013-01-17 07:00:00,JPM,34.0626,34.0626,34.0626,34.0626,861
2013-01-17 05:00:00,JPM,34.0771,34.0771,34.0771,34.0771,1000
2013-01-16 19:00:00,JPM,34.0189,34.0335,33.9825,34.0335,3378
2013-01-16 18:00:00,JPM,34.0116,34.0262,33.9752,34.0262,4137
2013-01-16 17:00:00,JPM,34.0189,34.0262,34.0044,34.0262,3080
2013-01-16 16:00:00,JPM,34.0771,34.0771,34.0116,34.0116,801613
2013-01-16 15:00:00,JPM,33.9097,34.0844,33.8806,34.0771,6839849
2013-01-16 14:00:00,JPM,33.8752,33.9607,33.8442,33.917,2215640
2013-01-16 13:00:00,JPM,33.7642,33.929,33.7496,33.8733,1951317
2013-01-16 12:00:00,JPM,33.7678,33.8806,33.6914,33.7642,2445057
2013-01-16 11:00:00,JPM,33.6332,33.9825,33.604,33.7693,5401427
2013-01-16 10:00:00,JPM,33.1819,33.8297,33.1819,33.6332,9299868
2013-01-16 09:00:00,JPM,33.8151,33.8442,33.1673,33.1892,9842053
2013-01-16 08:00:00,JPM,33.3711,33.917,33.2256,33.8151,1726280
2013-01-16 07:00:00,JPM,33.7715,34.1063,33.1892,33.3711,419610
2013-01-16 06:00:00,JPM,34.0262,34.1426,34.0262,34.1426,4200
2013-01-15 19:00:00,JPM,33.786,33.8151,33.7569,33.786,6823
2013-01-15 18:00:00,JPM,33.786,33.786,33.7715,33.786,4440
2013-01-15 17:00:00,JPM,33.7787,33.8006,33.7351,33.7423,4468
2013-01-15 16:00:00,JPM,33.7059,33.8078,33.3858,33.786,2033035
2013-01-15 15:00:00,JPM,33.7351,33.8224,33.6768,33.7278,7029814
2013-01-15 14:00:00,JPM,33.473,33.7787,33.4512,33.7351,4208163
