stock_name,date,open,high,low,close,volume
AAPL,2014-01-31 19:00:00,15.622,15.6342,15.6114,15.627,220500
AAPL,2014-01-31 18:00:00,15.6223,15.6236,15.6145,15.6145,147700
AAPL,2014-01-31 17:00:00,15.6126,15.6217,15.6092,15.6192,206332
AAPL,2014-01-31 16:00:00,15.6145,15.6176,15.46,15.6176,21482797
AAPL,2014-01-31 15:00:00,15.588,15.6164,15.5674,15.6142,57134309
AAPL,2014-01-31 14:00:00,15.6279,15.6435,15.5855,15.588,31674303
AAPL,2014-01-31 13:00:00,15.5421,15.6391,15.5384,15.627,31121919
AAPL,2014-01-31 12:00:00,15.5225,15.6158,15.5225,15.5456,43485947
AAPL,2014-01-31 11:00:00,15.4339,15.524,15.4314,15.5226,31201271
AAPL,2014-01-31 10:00:00,15.452,15.5091,15.3946,15.4348,58777518
AAPL,2014-01-31 09:00:00,15.4823,15.5443,15.4398,15.4501,55985047
AAPL,2014-01-31 08:00:00,15.5022,15.5022,15.4476,15.4773,2166362
AAPL,2014-01-31 07:00:00,15.4819,15.5209,15.462,15.471,469252
AAPL,2014-01-31 06:00:00,15.5047,15.5178,15.4476,15.4576,207060
AAPL,2014-01-31 05:00:00,15.5272,15.5272,15.4476,15.4476,55860
AAPL,2014-01-31 04:00:00,15.5303,15.5334,15.5303,15.5334,50568
AAPL,2014-01-30 19:00:00,15.5802,15.5889,15.5668,15.5821,116312
AAPL,2014-01-30 18:00:00,15.578,15.5864,15.5736,15.5765,123620
AAPL,2014-01-30 17:00:00,15.5677,15.5864,15.5646,15.5761,1005145
AAPL,2014-01-30 16:00:00,15.5783,15.6259,15.5537,15.5693,51183743
AAPL,2014-01-30 15:00:00,15.5886,15.6167,15.563,15.5732,53223153
AAPL,2014-01-30 14:00:00,15.6002,15.608,15.5771,15.5908,27262339
AAPL,2014-01-30 13:00:00,15.6725,15.6853,15.5958,15.5983,32601384
AAPL,2014-01-30 12:00:00,15.622,15.6968,15.6136,15.6717,33460621
AAPL,2014-01-30 11:00:00,15.5531,15.6453,15.4929,15.6236,55775551
AAPL,2014-01-30 10:00:00,15.6828,15.6828,15.5181,15.5518,77055153
AAPL,2014-01-30 09:00:00,15.5842,15.7985,15.5736,15.6819,83682479
AAPL,2014-01-30 08:00:00,15.6416,15.6416,15.5365,15.5877,3348523
AAPL,2014-01-30 07:00:00,15.6207,15.6532,15.6005,15.6173,418376
AAPL,2014-01-30 06:00:00,15.5602,15.6192,15.549,15.6192,71008
AAPL,2014-01-30 05:00:00,15.5365,15.5705,15.5253,15.5705,91896
AAPL,2014-01-30 04:00:00,15.5662,15.5761,15.5334,15.5334,38472
