date,stock_name,open,high,low,close,volume
2013-01-31 19:00:00,MSFT,22.3764,22.3846,22.3764,22.3846,4789
2013-01-31 18:00:00,MSFT,22.352,22.3602,22.3439,22.3602,2668
2013-01-31 17:00:00,MSFT,22.3358,22.3439,22.3195,22.3439,109829
2013-01-31 16:00:00,MSFT,22.3358,22.6448,22.3033,22.3358,4587668
2013-01-31 15:00:00,MSFT,22.3683,22.3764,22.2789,22.3358,12771611
2013-01-31 14:00:00,MSFT,22.3764,22.4008,22.3195,22.3712,6406651
2013-01-31 13:00:00,MSFT,22.4171,22.4578,22.3764,22.3805,3745522
2013-01-31 12:00:00,MSFT,22.4008,22.4171,22.3602,22.4142,5095129
2013-01-31 11:00:00,MSFT,22.4415,22.4496,22.3683,22.4008,5755163
2013-01-31 10:00:00,MSFT,22.6204,22.6204,22.4008,22.4334,6653926
2013-01-31 09:00:00,MSFT,22.6204,22.7423,22.4415,22.6204,4804223
2013-01-31 08:00:00,MSFT,22.6448,22.661,22.6204,22.6366,28500
2013-01-30 19:00:00,MSFT,22.6285,22.6692,22.6285,22.6529,3612
2013-01-30 18:00:00,MSFT,22.6366,22.6448,22.6285,22.6285,2864
2013-01-30 17:00:00,MSFT,22.6204,22.7666,22.6122,22.6285,10416
2013-01-30 16:00:00,MSFT,22.6448,22.8236,22.596,22.6122,2444706
2013-01-30 15:00:00,MSFT,22.7342,22.7505,22.5716,22.6448,13073995
2013-01-30 14:00:00,MSFT,22.7464,22.7993,22.7017,22.7281,4241290
2013-01-30 13:00:00,MSFT,22.8033,22.8155,22.7261,22.7505,2742002
2013-01-30 12:00:00,MSFT,22.7505,22.8074,22.7179,22.8074,3321889
2013-01-30 11:00:00,MSFT,22.7627,22.8074,22.7505,22.7505,3748150
2013-01-30 10:00:00,MSFT,22.8887,22.8907,22.6529,22.7586,7117652
2013-01-30 09:00:00,MSFT,22.7505,22.9212,22.7505,22.8928,6186499
2013-01-30 08:00:00,MSFT,22.8155,22.8155,22.7423,22.7586,48101
2013-01-30 07:00:00,MSFT,22.7911,22.8155,22.7911,22.8074,2700
2013-01-30 06:00:00,MSFT,22.8155,22.8155,22.8155,22.8155,500
2013-01-29 19:00:00,MSFT,22.7911,22.7911,22.783,22.783,1879
2013-01-29 18:00:00,MSFT,22.7749,22.8074,22.7749,22.7749,3955
2013-01-29 17:00:00,MSFT,22.7911,22.7911,22.7749,22.7749,8353
2013-01-29 16:00:00,MSFT,22.7749,22.7993,22.6423,22.7749,2214422
2013-01-29 15:00:00,MSFT,22.7464,22.8724,22.7423,22.7749,11346378
2013-01-29 14:00:00,MSFT,22.731,22.7667,22.7179,22.744,2919625
2013-01-29 13:00:00,MSFT,22.6895,22.7505,22.661,22.7301,3583396
2013-01-29 12:00:00,MSFT,22.7301,22.7667,22.6529,22.6854,5753083
2013-01-29 11:00:00,MSFT,22.6448,22.7993,22.6122,22.7301,7367580
2013-01-29 10:00:00,MSFT,22.6,22.6773,22.4415,22.6448,7730764
2013-01-29 09:00:00,MSFT,22.661,22.6935,22.5228,22.596,4549765
2013-01-29 08:00:00,MSFT,22.661,22.7017,22.6366,22.661,26352
2013-01-29 07:00:00,MSFT,22.6448,22.661,22.6366,22.6366,9300
2013-01-28 19:00:00,MSFT,22.6855,22.7017,22.6692,22.6854,4751
2013-01-28 18:00:00,MSFT,22.7017,22.7017,22.6854,22.6854,334
2013-01-28 17:00:00,MSFT,22.6854,22.6854,22.6854,22.6854,7230
2013-01-28 16:00:00,MSFT,22.7009,22.9437,22.6692,22.6854,2800123
2013-01-28 15:00:00,MSFT,22.7748,22.8074,22.6692,22.6935,10216479
2013-01-28 14:00:00,MSFT,22.7749,22.8236,22.7342,22.7711,4964271
2013-01-28 13:00:00,MSFT,22.8887,22.8968,22.6773,22.7789,7736906
2013-01-28 12:00:00,MSFT,22.9131,22.9497,22.8887,22.8928,4515876
2013-01-28 11:00:00,MSFT,22.8602,22.9212,22.7667,22.9132,5796430
2013-01-28 10:00:00,MSFT,22.7586,22.905,22.7098,22.8643,9897550
2013-01-28 09:00:00,MSFT,22.7586,22.848,22.5716,22.7667,7427745
2013-01-28 08:00:00,MSFT,22.7911,22.8155,22.6529,22.7667,66878
2013-01-28 07:00:00,MSFT,22.7993,22.8074,22.7261,22.7749,23320
2013-01-28 06:00:00,MSFT,22.7749,22.7749,22.7749,22.7749,1000
2013-01-28 04:00:00,MSFT,22.7261,22.7261,22.7261,22.7261,4000
