TIME_WINDOW,K_SIZE,CONV_MID,CONV_FINAL,train_portfolio_value,train_drawdown,train_sharpe,train_cumulative,test_portfolio_value,test_drawdown,test_sharpe,test_cumulative
50,5,5,5,1307116.6,-0.3840478258531845,1.1727600127720892,13.07116625,140977.02,-0.1856012657909169,1.2786506465294996,1.40977015625
