date,returns,rewards,portfolio_values
2023-05-11,0.0,0.0,100000.0
2023-05-12,-0.0013294531249999908,-5.954916337343711,99867.0546875
2023-05-15,1.5854835510253906e-05,-5.537216333416348,99868.6328125
2023-05-16,-0.003138601779937744,-15.670056066827787,99555.1875
2023-05-17,0.010779619216918945,-34.6943161301717,100628.3515625
2023-05-18,0.003134489059448242,-47.51008437386588,100943.7734375
2023-05-19,0.0012497901916503906,-54.46023220063738,101069.9375
2023-05-22,0.0004787445068359375,-57.93693816449123,101118.328125
2023-05-23,-0.001449286937713623,-57.615482343657355,100971.78125
2023-05-24,-0.005797863006591797,-54.65570553162322,100386.359375
2023-05-25,0.0005849599838256836,-52.07702050420619,100445.078125
2023-05-26,0.006244182586669922,-52.75263847385229,101072.28125
2023-05-30,-0.004645645618438721,-50.74308333779926,100602.734375
2023-05-31,-0.005246162414550781,-50.0798777959245,100074.953125
2023-06-01,0.005607962608337402,-48.52414119116113,100636.171875
2023-06-02,0.01566171646118164,-62.734636567928135,102212.3046875
2023-06-05,-0.0007398724555969238,-70.79439120063363,102136.6796875
2023-06-06,0.0010464191436767578,-77.44976527651863,102243.5625
2023-06-07,0.002573251724243164,-84.6953979238829,102506.65625
2023-06-08,0.0038982629776000977,-93.72835687494661,102906.25
2023-06-09,-0.000152587890625,-100.19038700024291,102890.546875
2023-06-12,0.00500643253326416,-109.36859659937974,103405.65625
2023-06-13,0.004143834114074707,-119.96634653868591,103834.15625
2023-06-14,-0.003281891345977783,-125.45805734480281,103493.3828125
2023-06-15,0.012127518653869629,-139.51985150058132,104748.5
2023-06-16,-0.003468155860900879,-147.54384707844008,104385.21875
2023-06-20,-0.011480391025543213,-147.77333473210604,103186.8359375
2023-06-21,-0.004357457160949707,-146.42485312473346,102737.203125
2023-06-22,0.0009961128234863281,-145.32099873550496,102839.546875
2023-06-23,-0.008202552795410156,-142.93971741281916,101996.0
2023-06-26,-0.007466912269592285,-140.9079631066623,101234.40625
2023-06-27,0.0030022859573364258,-138.71773336516952,101538.34375
2023-06-28,0.003515958786010742,-136.61631595148478,101895.3515625
2023-06-29,0.007460832595825195,-135.4610324557926,102655.578125
2023-06-30,0.011190176010131836,-137.72472882885546,103804.3125
2023-07-03,-0.0005905628204345703,-139.38516969677195,103743.0078125
2023-07-05,-0.0036072731018066406,-139.57772842537307,103368.78125
2023-07-06,-0.0125199556350708,-137.74670944994696,102074.609375
2023-07-07,-0.003682076930999756,-136.00199765033673,101698.765625
2023-07-10,-0.0016636252403259277,-134.41725105229338,101529.578125
2023-07-11,0.006526589393615723,-132.82753315927272,102192.21875
2023-07-12,0.007693767547607422,-132.22116218791464,102978.4609375
2023-07-13,0.005117535591125488,-132.77007798809944,103505.453125
2023-07-14,-0.002446293830871582,-132.61178117761622,103252.25
2023-07-17,0.0019428730010986328,-132.8360130604204,103452.8515625
2023-07-18,0.007303833961486816,-135.1156663572108,104208.453125
2023-07-19,0.0021164417266845703,-137.8592648341813,104429.0078125
2023-07-20,0.008940339088439941,-143.94982284873646,105362.6328125
2023-07-21,0.0049610137939453125,-151.64772934627945,105885.34375
2023-07-24,0.010736227035522461,-164.09738757730005,107022.15625
2023-07-25,0.001376509666442871,-175.5159011425637,107169.46875
2023-07-26,0.003075718879699707,-187.0039787103243,107499.09375
2023-07-27,-0.007536470890045166,-193.5214363425127,106688.9296875
2023-07-28,0.0075168609619140625,-202.51557424385462,107490.8984375
2023-07-31,0.0029633045196533203,-211.78954886771692,107809.4296875
2023-08-01,-0.0030826330184936523,-218.72265657573317,107477.09375
2023-08-02,-0.012369215488433838,-220.91955053907876,106147.6875
2023-08-03,0.0017044544219970703,-223.32020559241616,106328.6171875
2023-08-04,-0.006758749485015869,-223.91840853789546,105609.96875
2023-08-07,0.008259415626525879,-226.2878613616152,106482.25
2023-08-08,-0.0030115842819213867,-227.71101472560014,106161.5703125
2023-08-09,-0.004094362258911133,-228.13779673457438,105726.90625
2023-08-10,-0.000920414924621582,-228.31392847604897,105629.59375
2023-08-11,0.006153225898742676,-229.5978083596641,106279.5625
2023-08-14,0.0015534162521362305,-231.07959086713979,106444.6640625
2023-08-15,-0.015467464923858643,-230.00796309359146,104798.234375
2023-08-16,-0.006144523620605469,-228.47330584859628,104154.296875
2023-08-17,0.003701329231262207,-227.20479904003216,104539.8046875
2023-08-18,-0.0001684427261352539,-225.94818646890042,104522.1953125
2023-08-21,-0.00150221586227417,-224.6072060511783,104365.1796875
2023-08-22,-0.0041381120681762695,-223.09592342639658,103933.3046875
2023-08-23,0.006899595260620117,-221.9860040961762,104650.40625
2023-08-24,-0.010757267475128174,-220.46639957392043,103524.65625
2023-08-25,0.007572650909423828,-219.18021305201052,104308.609375
2023-08-28,0.004145026206970215,-218.20173335869777,104740.96875
2023-08-29,0.009613871574401855,-218.28307406124927,105747.9296875
2023-08-30,0.0024911165237426758,-218.69432899468956,106011.359375
2023-08-31,-0.003047347068786621,-218.61787413948804,105688.3046875
2023-09-01,0.005535006523132324,-219.30549974756462,106273.2890625
2023-09-05,-0.0016866326332092285,-219.67181765673,106094.046875
2023-09-06,-0.009490787982940674,-218.8965758239379,105087.1328125
2023-09-07,-0.002324998378753662,-217.93961706908348,104842.8046875
2023-09-08,0.005191445350646973,-217.42217314712465,105387.0859375
2023-09-11,0.0005948543548583984,-216.96143638702446,105449.78125
2023-09-12,0.0026788711547851562,-216.7720228317858,105732.265625
2023-09-13,0.0019077062606811523,-216.78697383605635,105933.96875
2023-09-14,0.01109933853149414,-218.45795945064194,107109.765625
2023-09-15,-0.008750855922698975,-218.66759589491406,106172.4609375
2023-09-18,0.003233194351196289,-219.26179174915927,106515.734375
2023-09-19,0.0001577138900756836,-219.83087951803947,106532.5390625
2023-09-20,-0.011228382587432861,-219.14286707485184,105336.3515625
2023-09-21,-0.01261812448501587,-217.948365344731,104007.203125
2023-09-22,-0.002809882164001465,-216.77340172279384,103714.953125
2023-09-25,0.005099654197692871,-215.63838770238283,104243.8671875
2023-09-26,-0.012473821640014648,-214.72918415989477,102943.546875
2023-09-27,0.0026073455810546875,-213.7085141135144,103211.9609375
2023-09-28,0.00220644474029541,-212.6484711804537,103439.6953125
2023-09-29,-0.002651989459991455,-211.6818037485344,103165.375
2023-10-02,0.002063274383544922,-210.66246150724285,103378.234375
2023-10-03,-0.00879436731338501,-210.07016258802702,102469.0859375
2023-10-04,-0.0013788938522338867,-209.565556662953,102327.7890625
2023-10-05,-2.586841583251953e-05,-209.06378950662554,102325.140625
2023-10-06,0.004948258399963379,-208.26813602388145,102831.46875
2023-10-09,0.008527636528015137,-207.26197047337544,103708.375
2023-10-10,0.0005608797073364258,-206.27385221532484,103766.546875
2023-10-11,-0.006041884422302246,-205.40191444625623,103139.6015625
2023-10-12,-0.0023195743560791016,-204.6206693370713,102900.359375
2023-10-13,0.0018131732940673828,-203.77988741438455,103086.9296875
2023-10-16,0.010223865509033203,-202.8626129654812,104140.875
2023-10-17,-0.0022345781326293945,-201.9442466575688,103908.1640625
2023-10-18,-0.0075103044509887695,-201.1312434953578,103127.78125
2023-10-19,-0.0027847886085510254,-200.4248180388376,102840.59375
2023-10-20,-0.010290563106536865,-200.4118963930545,101782.3046875
2023-10-23,-0.005437791347503662,-200.9179874661373,101228.8359375
2023-10-24,-0.0014026165008544922,-201.54667898072523,101086.8515625
2023-10-25,-0.007879078388214111,-203.15756009106556,100290.3828125
2023-10-26,-0.010904431343078613,-206.45906009441003,99196.7734375
2023-10-27,-0.020687401294708252,-214.0380715371649,97144.6484375
2023-10-30,0.015822410583496094,-217.77227272648582,98681.7109375
2023-10-31,0.0034372806549072266,-220.736944570411,99020.90625
2023-11-01,0.005511641502380371,-222.70118079478453,99566.671875
2023-11-02,0.01627218723297119,-222.74122600420432,101186.84375
2023-11-03,0.008013367652893066,-222.22553653100658,101997.6875
2023-11-06,0.0013320446014404297,-221.6421528883346,102133.5546875
2023-11-07,-0.0006192922592163086,-221.08965706518794,102070.3046875
2023-11-08,-0.0020935535430908203,-220.65072621726335,101856.6171875
2023-11-09,-0.008017420768737793,-220.78187310853104,101039.9921875
2023-11-10,0.010956645011901855,-220.1817994583998,102147.046875
2023-11-13,-0.0009618401527404785,-219.64487412559376,102048.796875
2023-11-14,0.011054635047912598,-218.797075020458,103176.90625
2023-11-15,0.0048215389251708984,-217.97591046444236,103674.375
2023-11-16,0.0028961896896362305,-217.20769917444434,103974.640625
2023-11-17,0.0021654367446899414,-216.50112402067978,104199.7890625
2023-11-20,0.004127979278564453,-215.95024445916155,104629.921875
2023-11-21,-0.0014461874961853027,-215.34669152206723,104478.609375
2023-11-22,0.004548311233520508,-214.95199574269432,104953.8125
2023-11-24,0.0010646581649780273,-214.6209533315124,105065.5546875
2023-11-27,-0.003591299057006836,-214.10584927307463,104688.234375
2023-11-28,0.0021936893463134766,-213.69213190702686,104917.8828125
2023-11-29,-0.0027770400047302246,-213.15626054713667,104626.5234375
2023-11-30,0.004740715026855469,-212.84856570724347,105122.5234375
2023-12-01,-0.0006222724914550781,-212.51009585640057,105057.109375
2023-12-04,-0.0027031898498535156,-212.03585569057202,104773.1171875
2023-12-05,-0.005510210990905762,-211.37771555253406,104195.796875
2023-12-06,-0.0071713924407958984,-210.64644140803395,103448.5703125
2023-12-07,0.005805611610412598,-209.96413482545788,104049.15625
2023-12-08,0.0046596527099609375,-209.4185446353119,104533.9921875
2023-12-11,-0.002385377883911133,-208.80761821774144,104284.640625
2023-12-12,-0.0010156035423278809,-208.17339444396006,104178.7265625
2023-12-13,0.0030361413955688477,-207.62580994625864,104495.03125
2023-12-14,0.007203578948974609,-207.4027650329953,105247.765625
2023-12-15,0.0007653236389160156,-207.22591453726469,105328.3125
2023-12-18,0.005981922149658203,-207.45121074993108,105958.375
2023-12-19,0.011646747589111328,-208.8091556622821,107192.4453125
2023-12-20,-0.011127352714538574,-209.03513612179268,105999.6796875
2023-12-21,0.008104562759399414,-209.96132989060888,106858.765625
2023-12-22,0.002156496047973633,-211.09479537059062,107089.2109375
2023-12-26,0.002701401710510254,-212.48883393567246,107378.5
2023-12-27,0.0004000663757324219,-213.87901606891316,107421.453125
2023-12-28,-0.0008422732353210449,-215.12133177850535,107330.9765625
2023-12-29,-0.0008352994918823242,-216.22616091634967,107241.3203125
2024-01-02,0.005313873291015625,-217.89402499123628,107811.1875
2024-01-03,0.0003905296325683594,-219.55372964072285,107853.296875
2024-01-04,-0.006464958190917969,-220.44498815925584,107156.03125
2024-01-05,0.0014019012451171875,-221.43546849784553,107306.2578125
2024-01-08,0.006284475326538086,-223.08065812042724,107980.625
2024-01-09,-0.004522144794464111,-224.1736332483032,107492.3203125
2024-01-10,0.0004086494445800781,-225.2618750767342,107536.25
2024-01-11,-0.0025142431259155273,-226.06988672816632,107265.875
2024-01-12,0.0048596858978271484,-227.32625992994724,107787.15625
2024-01-16,-0.0085030198097229,-227.7603069414534,106870.640625
2024-01-17,-0.004631519317626953,-227.8339009293528,106375.6640625
2024-01-18,0.004582405090332031,-228.2196807198242,106863.125
2024-01-19,0.008982181549072266,-229.3918224549319,107822.9921875
2024-01-22,0.00219118595123291,-230.757693100349,108059.25
2024-01-23,0.003688335418701172,-232.48185107404052,108457.8125
2024-01-24,0.0038415193557739258,-234.60705510924487,108874.4609375
2024-01-25,0.01104438304901123,-238.17601608235296,110076.9140625
2024-01-26,-0.0011792182922363281,-241.441574717433,109947.109375
2024-01-29,0.0027947425842285156,-244.98913541477532,110254.3828125
2024-01-30,0.0015200376510620117,-248.6323019372726,110421.96875
2024-01-31,-0.017471611499786377,-249.95346952242633,108492.71875
2024-02-01,0.004755258560180664,-251.71250189804294,109008.6328125
2024-02-02,0.0029195547103881836,-253.7573273552128,109326.890625
2024-02-05,-0.0029227733612060547,-255.41061396141038,109007.3515625
2024-02-06,0.008133411407470703,-257.9442315107635,109893.953125
2024-02-07,0.003752589225769043,-260.8826919738473,110306.34375
2024-02-08,0.0007398128509521484,-263.8167723809121,110387.9453125
2024-02-09,-0.0007376670837402344,-266.55477730813266,110306.515625
2024-02-12,0.0023926496505737305,-269.5054598433929,110570.4375
2024-02-13,-0.015021085739135742,-270.6952115950308,108909.546875
2024-02-14,0.0012540817260742188,-271.9474595801185,109046.125
2024-02-15,0.011109113693237305,-274.3300990357013,110257.53125
2024-02-16,-0.002993345260620117,-276.3105042452233,109927.4921875
2024-02-20,2.86102294921875e-06,-278.22164289468066,109927.8125
2024-02-21,0.008022904396057129,-280.9880542433616,110809.75
2024-02-22,0.0069588422775268555,-284.56556098527074,111580.859375
2024-02-23,-0.00015014410018920898,-288.0039153262559,111564.109375
2024-02-26,-0.009470880031585693,-290.18221938780874,110507.5
2024-02-27,-0.001256108283996582,-292.15132341851825,110368.6875
