date,pound_dollar_exchange_rate
2022-05-14,1.2265
2022-05-16,1.232
2022-05-17,1.2492
2022-05-18,1.2349
2022-05-19,1.2467
2022-05-20,1.2492
2022-05-21,1.2489
2022-05-23,1.2577
2022-05-24,1.2543
2022-05-25,1.2588
2022-05-26,1.2605
2022-05-27,1.2628
2022-05-28,1.2633
2022-05-30,1.265
2022-05-31,1.2609
2022-06-01,1.2485
2022-06-02,1.2576
2022-06-03,1.2491
2022-06-04,1.2491
2022-06-06,1.253
2022-06-07,1.2592
2022-06-08,1.254
2022-06-09,1.249
2022-06-10,1.2315
2022-06-11,1.2315
2022-06-13,1.2136
2022-06-14,1.2004
2022-06-15,1.2159
2022-06-16,1.234
2022-06-17,1.222
2022-06-18,1.2226
2022-06-20,1.2254
2022-06-21,1.2277
2022-06-22,1.2264
2022-06-23,1.2264
2022-06-24,1.2266
2022-06-25,1.2265
2022-06-27,1.2266
2022-06-28,1.2187
2022-06-29,1.2125
2022-06-30,1.2167
2022-07-01,1.2095
2022-07-02,1.2105
2022-07-04,1.2106
2022-07-05,1.1957
2022-07-06,1.1921
2022-07-07,1.2031
2022-07-08,1.2035
2022-07-09,1.203
2022-07-11,1.1881
2022-07-12,1.1874
2022-07-13,1.1884
2022-07-14,1.1827
2022-07-15,1.1855
2022-07-16,1.1855
2022-07-18,1.1949
2022-07-19,1.2007
2022-07-20,1.1978
2022-07-21,1.1994
2022-07-22,1.2007
2022-07-23,1.2005
2022-07-25,1.2049
2022-07-26,1.2038
2022-07-27,1.2151
2022-07-28,1.2171
2022-07-29,1.2176
2022-07-30,1.2175
2022-08-01,1.2258
2022-08-02,1.2163
2022-08-03,1.2141
2022-08-04,1.2159
2022-08-05,1.2073
2022-08-06,1.2073
2022-08-08,1.2079
2022-08-09,1.2075
2022-08-10,1.2219
2022-08-11,1.22
2022-08-12,1.2137
2022-08-13,1.2142
2022-08-15,1.2056
2022-08-16,1.2096
2022-08-17,1.205
2022-08-18,1.1929
2022-08-19,1.183
2022-08-20,1.1829
2022-08-22,1.1769
2022-08-23,1.1834
2022-08-24,1.1795
2022-08-25,1.1835
2022-08-26,1.1733
2022-08-27,1.1732
2022-08-29,1.1708
2022-08-30,1.1656
2022-08-31,1.1612
2022-09-01,1.1542
2022-09-02,1.151
2022-09-03,1.151
2022-09-05,1.1554
2022-09-06,1.1511
2022-09-07,1.154
2022-09-08,1.1512
2022-09-09,1.1597
2022-09-10,1.1601
2022-09-12,1.1684
2022-09-13,1.1493
2022-09-14,1.1547
2022-09-15,1.1462
2022-09-16,1.1421
2022-09-17,1.1415
2022-09-19,1.1439
2022-09-20,1.1374
2022-09-21,1.1267
2022-09-22,1.1252
2022-09-23,1.0845
2022-09-24,1.0859
2022-09-26,1.0696
2022-09-27,1.0714
2022-09-28,1.0861
2022-09-29,1.1146
2022-09-30,1.1173
2022-10-01,1.115
2022-10-03,1.1328
2022-10-04,1.1464
2022-10-05,1.133
2022-10-06,1.1164
2022-10-07,1.109
2022-10-08,1.1094
2022-10-10,1.1068
2022-10-11,1.0984
2022-10-12,1.1096
2022-10-13,1.1331
2022-10-14,1.1172
2022-10-15,1.1172
2022-10-17,1.1361
2022-10-18,1.1332
2022-10-19,1.1212
2022-10-20,1.123
2022-10-21,1.1311
2022-10-22,1.1305
2022-10-24,1.1301
2022-10-25,1.1454
2022-10-26,1.162
2022-10-27,1.1574
2022-10-28,1.1613
2022-10-29,1.1614
2022-10-31,1.1473
2022-11-01,1.1483
2022-11-02,1.1387
2022-11-03,1.1166
2022-11-04,1.1371
2022-11-05,1.138
2022-11-07,1.1511
2022-11-08,1.1544
2022-11-09,1.136
2022-11-10,1.1689
2022-11-11,1.1827
2022-11-12,1.1812
2022-11-14,1.1755
2022-11-15,1.186
2022-11-16,1.1916
2022-11-17,1.1865
2022-11-18,1.1895
2022-11-19,1.1895
2022-11-21,1.1822
2022-11-22,1.1889
2022-11-23,1.2052
2022-11-24,1.2114
2022-11-25,1.2093
2022-11-26,1.2091
2022-11-28,1.1964
2022-11-29,1.1954
2022-11-30,1.206
2022-12-01,1.2256
2022-12-02,1.23
2022-12-03,1.23
2022-12-05,1.2196
2022-12-06,1.2131
2022-12-07,1.2209
2022-12-08,1.2236
2022-12-09,1.2265
2022-12-10,1.2259
2022-12-12,1.2266
2022-12-13,1.2369
2022-12-14,1.2427
2022-12-15,1.2186
2022-12-16,1.2144
2022-12-17,1.2144
2022-12-19,1.2149
2022-12-20,1.2185
2022-12-21,1.2082
2022-12-22,1.2039
2022-12-23,1.2053
2022-12-24,1.2053
2022-12-26,1.2067
2022-12-27,1.2029
2022-12-28,1.2018
2022-12-29,1.2058
2022-12-30,1.2098
2022-12-31,1.2098
2023-01-02,1.205
2023-01-03,1.1971
2023-01-04,1.206
2023-01-05,1.1912
2023-01-06,1.2093
2023-01-07,1.2093
2023-01-09,1.2182
2023-01-10,1.2148
2023-01-11,1.2144
2023-01-12,1.2215
2023-01-13,1.2231
2023-01-14,1.2231
2023-01-16,1.22
2023-01-17,1.2286
2023-01-18,1.2347
2023-01-19,1.2388
2023-01-20,1.2389
2023-01-21,1.2389
2023-01-23,1.2378
2023-01-24,1.2333
2023-01-25,1.2401
2023-01-26,1.2407
2023-01-27,1.2381
2023-01-28,1.2381
2023-01-30,1.2354
2023-01-31,1.2315
2023-02-01,1.2374
2023-02-02,1.2227
2023-02-03,1.2048
2023-02-04,1.2048
2023-02-06,1.2026
2023-02-07,1.2052
2023-02-08,1.207
2023-02-09,1.2122
2023-02-10,1.2064
2023-02-11,1.2064
2023-02-13,1.2135
2023-02-14,1.2173
2023-02-15,1.2034
2023-02-16,1.1987
2023-02-17,1.2044
2023-02-18,1.2044
2023-02-20,1.2039
2023-02-21,1.2109
2023-02-22,1.2046
2023-02-23,1.2018
2023-02-24,1.1942
2023-02-25,1.1945
2023-02-27,1.206
2023-02-28,1.2033
2023-03-01,1.2025
2023-03-02,1.195
2023-03-03,1.2036
2023-03-04,1.2035
2023-03-06,1.2027
2023-03-07,1.1832
2023-03-08,1.1843
2023-03-09,1.1923
2023-03-10,1.2033
2023-03-11,1.2034
2023-03-13,1.2179
2023-03-14,1.2154
2023-03-15,1.2056
2023-03-16,1.2107
2023-03-17,1.2182
2023-03-18,1.2182
2023-03-20,1.2278
2023-03-21,1.2221
2023-03-22,1.2267
2023-03-23,1.2281
2023-03-24,1.2227
2023-03-25,1.2227
2023-03-27,1.2286
2023-03-28,1.2336
2023-03-29,1.2315
2023-03-30,1.2386
2023-03-31,1.2345
2023-04-01,1.2345
2023-04-03,1.2416
2023-04-04,1.2502
2023-04-05,1.2465
2023-04-06,1.2436
2023-04-07,1.2421
2023-04-08,1.2421
2023-04-10,1.2387
2023-04-11,1.2431
2023-04-12,1.2489
2023-04-13,1.2522
2023-04-14,1.2423
2023-04-15,1.2423
2023-04-17,1.2373
2023-04-18,1.2427
2023-04-19,1.2433
2023-04-20,1.2441
2023-04-21,1.2435
2023-04-22,1.2435
2023-04-24,1.2492
2023-04-25,1.2416
2023-04-26,1.2468
2023-04-27,1.2495
2023-04-28,1.2569
2023-04-29,1.2569
2023-05-01,1.2493
2023-05-02,1.2471
2023-05-03,1.2565
2023-05-04,1.2581
2023-05-05,1.2639
2023-05-06,1.2639
2023-05-08,1.2617
2023-05-09,1.2626
2023-05-10,1.2626
2023-05-11,1.2512
2023-05-12,1.2452
2023-05-13,1.2448
2023-05-15,1.2529
2023-05-16,1.2483
2023-05-17,1.2488
2023-05-18,1.2414
2023-05-19,1.2449
2023-05-20,1.2447
2023-05-22,1.2437
2023-05-23,1.2419
2023-05-24,1.2367
2023-05-25,1.2325
2023-05-26,1.2347
2023-05-27,1.2346
2023-05-29,1.2356
2023-05-30,1.2409
2023-05-31,1.2444
2023-06-01,1.2529
2023-06-02,1.2452
2023-06-03,1.2451
2023-06-05,1.2435
2023-06-06,1.2425
2023-06-07,1.2438
2023-06-08,1.2561
2023-06-09,1.2576
2023-06-10,1.2571
2023-06-12,1.2512
2023-06-13,1.261
2023-06-14,1.2662
2023-06-15,1.2788
2023-06-16,1.2824
2023-06-17,1.2824
2023-06-19,1.2798
2023-06-20,1.2764
2023-06-21,1.277
2023-06-22,1.2747
2023-06-23,1.2716
2023-06-24,1.2714
2023-06-26,1.2714
2023-06-27,1.2748
2023-06-28,1.264
2023-06-29,1.2613
2023-06-30,1.2707
2023-07-01,1.2707
2023-07-03,1.269
2023-07-04,1.2712
2023-07-05,1.2702
2023-07-06,1.2741
2023-07-07,1.2839
2023-07-08,1.2839
2023-07-10,1.2863
2023-07-11,1.2935
2023-07-12,1.2992
2023-07-13,1.3132
2023-07-14,1.3092
2023-07-15,1.3091
2023-07-17,1.3076
2023-07-18,1.304
2023-07-19,1.2936
2023-07-20,1.2872
2023-07-21,1.2856
2023-07-22,1.2858
2023-07-24,1.282
2023-07-25,1.2896
2023-07-26,1.2935
2023-07-27,1.2799
2023-07-28,1.2846
2023-07-29,1.2846
2023-07-31,1.2838
2023-08-01,1.2795
2023-08-02,1.2717
2023-08-03,1.2715
2023-08-04,1.2748
2023-08-05,1.2748
2023-08-07,1.2782
2023-08-08,1.274
2023-08-09,1.2718
2023-08-10,1.2672
2023-08-11,1.2694
2023-08-12,1.2694
2023-08-14,1.2686
2023-08-15,1.2699
2023-08-16,1.273
2023-08-17,1.2745
2023-08-18,1.2734
2023-08-19,1.2734
2023-08-21,1.2757
2023-08-22,1.273
2023-08-23,1.2722
2023-08-24,1.2598
2023-08-25,1.2581
2023-08-26,1.2581
2023-08-28,1.261
2023-08-29,1.2649
2023-08-30,1.2722
2023-08-31,1.2671
2023-09-01,1.2589
2023-09-02,1.2587
2023-09-04,1.2628
2023-09-05,1.2569
2023-09-06,1.2502
2023-09-07,1.2472
2023-09-08,1.2465
2023-09-09,1.2465
2023-09-11,1.2513
2023-09-12,1.2495
2023-09-13,1.2491
2023-09-14,1.241
2023-09-15,1.2386
2023-09-16,1.2386
2023-09-18,1.2384
2023-09-19,1.2393
2023-09-20,1.2337
2023-09-21,1.2291
2023-09-22,1.2241
2023-09-23,1.2239
2023-09-25,1.2212
2023-09-26,1.2153
2023-09-27,1.2132
2023-09-28,1.2208
2023-09-29,1.2202
2023-09-30,1.2197
2023-10-02,1.2087
2023-10-03,1.2074
2023-10-04,1.214
2023-10-05,1.219
2023-10-06,1.224
2023-10-07,1.224
2023-10-09,1.2242
2023-10-10,1.2287
2023-10-11,1.2313
2023-10-12,1.218
2023-10-13,1.2125
2023-10-14,1.2124
2023-10-16,1.2212
2023-10-17,1.2181
2023-10-18,1.2142
2023-10-19,1.214
2023-10-20,1.215
2023-10-21,1.2151
2023-10-23,1.225
2023-10-24,1.216
2023-10-25,1.2103
2023-10-26,1.2134
2023-10-27,1.2128
2023-10-28,1.2128
2023-10-29,1.2114
2023-10-30,1.2165
2023-10-31,1.2151
2023-11-01,1.2179
2023-11-02,1.219
2023-11-03,1.2375
2023-11-04,1.2375
2023-11-05,1.2375
2023-11-06,1.2345
2023-11-07,1.2292
2023-11-08,1.2284
2023-11-09,1.2216
2023-11-10,1.2223
2023-11-11,1.2223
2023-11-12,1.2228
2023-11-13,1.228
2023-11-14,1.2494
2023-11-15,1.242
2023-11-16,1.2415
2023-11-17,1.246
2023-11-18,1.2457
2023-11-19,1.2454
2023-11-20,1.2509
2023-11-21,1.2544
2023-11-22,1.249
2023-11-23,1.2533
2023-11-24,1.2601
2023-11-25,1.2601
2023-11-26,1.2599
2023-11-27,1.2634
2023-11-28,1.2712
2023-11-29,1.2696
2023-11-30,1.263
2023-12-01,1.2702
2023-12-02,1.2699
2023-12-03,1.2712
2023-12-04,1.2633
2023-12-05,1.2594
2023-12-06,1.256
2023-12-07,1.2588
2023-12-08,1.2552
2023-12-09,1.2548
2023-12-10,1.2551
2023-12-11,1.2553
2023-12-12,1.257
2023-12-13,1.2622
2023-12-14,1.2771
2023-12-15,1.2689
2023-12-16,1.2689
2023-12-17,1.2672
2023-12-18,1.2651
2023-12-19,1.2732
2023-12-20,1.264
2023-12-21,1.2683
2023-12-22,1.2701
2023-12-23,1.2699
2023-12-24,1.2676
2023-12-25,1.2704
2023-12-26,1.2726
2023-12-27,1.28
2023-12-28,1.2733
2023-12-29,1.274
2023-12-30,1.274
2023-12-31,1.273
2024-01-01,1.2728
2024-01-02,1.2622
2024-01-03,1.2673
2024-01-04,1.2683
2024-01-05,1.2726
2024-01-06,1.2725
2024-01-07,1.2716
2024-01-08,1.2743
2024-01-09,1.271
2024-01-10,1.2744
2024-01-11,1.2777
2024-01-12,1.2749
2024-01-13,1.2746
2024-01-14,1.2736
2024-01-15,1.2714
2024-01-16,1.2638
2024-01-17,1.2676
2024-01-18,1.2709
2024-01-19,1.2704
2024-01-20,1.2704
2024-01-21,1.2698
2024-01-22,1.2706
2024-01-23,1.269
2024-01-24,1.2719
2024-01-25,1.2708
2024-01-26,1.2709
2024-01-27,1.2709
2024-01-28,1.2697
2024-01-29,1.2712
2024-01-30,1.2695
2024-01-31,1.2677
2024-02-01,1.2746
2024-02-02,1.2632
2024-02-03,1.2633
2024-02-04,1.2624
2024-02-05,1.2534
2024-02-06,1.2605
2024-02-07,1.2627
2024-02-08,1.262
2024-02-09,1.2622
2024-02-10,1.2629
2024-02-11,1.2637
2024-02-12,1.2626
2024-02-13,1.259
2024-02-14,1.2568
2024-02-15,1.2598
2024-02-16,1.2602
2024-02-17,1.2602
2024-02-18,1.2611
2024-02-19,1.2587
2024-02-20,1.2626
2024-02-21,1.2637
2024-02-22,1.2663
2024-02-23,1.2679
2024-02-24,1.2679
2024-02-25,1.2672
2024-02-26,1.2686
2024-02-27,1.2681
2024-02-28,1.2665
2024-06-06,1.2793
2024-06-07,1.2729
2024-06-10,1.2731
2024-06-11,1.2736
2024-06-12,1.2794
2024-06-13,1.2759
2024-06-14,1.2676
2024-06-17,1.2708
2024-06-18,1.271
2024-06-19,1.2721
2024-06-20,1.2658
2024-06-21,1.2651
2024-06-24,1.2683
2024-06-25,1.2685
2024-06-26,1.2621
2024-06-27,1.264
2024-06-28,1.2649
2024-07-01,1.2646
2024-07-02,1.2691
2024-07-03,1.2746
2024-07-04,1.2757
2024-07-05,1.2809
2024-07-08,1.2809
2024-07-09,1.2789
2024-07-10,1.285
2024-07-11,1.2913
2024-07-12,1.2986
2024-07-15,1.2967
2024-07-16,1.2974
2024-07-17,1.3009
2024-07-18,1.2945
2024-07-19,1.2917
2024-07-22,1.2933
2024-07-23,1.2905
2024-07-24,1.2903
2024-07-25,1.2853
2024-07-26,1.2868
2024-07-29,1.2866
2024-07-30,1.2835
2024-07-31,1.2857
2024-08-01,1.2735
2024-08-02,1.2805
2024-08-05,1.278
2024-08-06,1.2693
2024-08-07,1.2685
2024-08-08,1.2743
2024-08-09,1.273
2024-08-12,1.2759
