date,symbol,ratingScore,ratingDetailsDCFScore,ratingDetailsROEScore,ratingDetailsROAScore,ratingDetailsPEScore,ratingDetailsPBScore
2016-06-23,CVX,3,3,3,3,1,5
2016-06-22,CVX,3,3,3,3,1,5
2016-06-21,CVX,3,3,3,3,1,5
2016-06-20,CVX,3,3,3,3,1,5
2016-06-17,CVX,3,3,3,3,1,5
2016-06-16,CVX,3,3,3,3,1,5
2016-06-15,CVX,3,3,3,3,1,5
2016-06-14,CVX,3,3,3,3,1,5
2016-06-13,CVX,3,3,3,3,1,5
2016-06-10,CVX,3,3,3,3,1,5
2016-06-09,CVX,3,3,3,3,1,5
2016-06-08,CVX,3,3,3,3,1,5
2016-06-07,CVX,3,3,3,3,1,5
2016-06-06,CVX,3,3,3,3,1,5
2016-06-03,CVX,3,3,3,3,1,5
2016-06-02,CVX,3,3,3,3,1,5
2016-06-01,CVX,3,3,3,3,1,5
2016-05-31,CVX,3,3,3,3,1,5
2016-05-27,CVX,3,3,3,3,1,5
2016-05-26,CVX,3,3,3,3,1,5
2016-05-25,CVX,3,3,3,3,1,5
2016-05-24,CVX,3,3,3,3,1,5
2016-05-23,CVX,3,3,3,3,1,5
2016-05-20,CVX,3,3,3,3,1,5
2016-05-19,CVX,3,3,3,3,1,5
2016-05-18,CVX,3,3,3,3,1,5
2016-05-17,CVX,3,3,3,3,1,5
2016-05-16,CVX,3,3,3,3,1,5
2016-05-13,CVX,3,3,3,3,1,5
2016-05-12,CVX,3,3,3,3,1,5
2016-05-11,CVX,3,3,3,3,1,5
2016-05-10,CVX,3,3,3,3,1,5
2016-05-09,CVX,3,3,3,3,1,5
2016-05-06,CVX,3,3,3,3,1,5
2016-05-05,CVX,3,3,3,3,1,5
2016-05-04,CVX,3,3,3,3,1,5
2016-05-03,CVX,3,3,3,3,1,5
2016-05-02,CVX,3,3,3,3,1,5
2016-04-29,CVX,3,3,3,3,1,5
2016-04-28,CVX,3,3,3,3,1,5
2016-04-27,CVX,3,3,3,3,1,5
2016-04-26,CVX,3,3,3,3,1,5
2016-04-25,CVX,3,3,3,3,1,5
2016-04-22,CVX,3,3,3,3,1,5
2016-04-21,CVX,3,3,3,3,1,5
2016-04-20,CVX,3,3,3,3,1,5
2016-04-19,CVX,3,3,3,3,1,5
2016-04-18,CVX,3,3,3,3,1,5
2016-04-15,CVX,3,3,3,3,1,5
2016-04-14,CVX,3,3,3,3,1,5
2016-04-13,CVX,3,3,3,3,1,5
2016-04-12,CVX,3,3,3,3,1,5
2016-04-11,CVX,3,3,3,3,1,5
2016-04-08,CVX,3,3,3,3,1,5
2016-04-07,CVX,3,3,3,3,1,5
2016-04-06,CVX,3,3,3,3,1,5
2016-04-05,CVX,3,3,3,3,1,5
2016-04-04,CVX,3,3,3,3,1,5
2016-04-01,CVX,3,3,3,3,1,5
2016-03-31,CVX,4,4,3,3,1,5
2016-03-30,CVX,4,4,3,3,1,5
2016-03-29,CVX,4,4,3,3,1,5
2016-03-28,CVX,4,4,3,3,1,5
2016-03-24,CVX,4,4,3,3,1,5
2016-03-23,CVX,4,4,3,3,1,5
2016-03-22,CVX,4,4,3,3,1,5
2016-03-21,CVX,4,4,3,3,1,5
2016-03-18,CVX,4,4,3,3,1,5
2016-03-17,CVX,4,4,3,3,1,5
2016-03-16,CVX,4,4,3,3,1,5
2016-03-15,CVX,4,4,3,3,1,5
2016-03-14,CVX,4,4,3,3,1,5
2016-03-11,CVX,4,4,3,3,1,5
2016-03-10,CVX,4,4,3,3,1,5
2016-03-09,CVX,4,4,3,3,1,5
2016-03-08,CVX,4,4,3,3,1,5
2016-03-07,CVX,4,4,3,3,1,5
2016-03-04,CVX,4,4,3,3,1,5
2016-03-03,CVX,4,4,3,3,1,5
2016-03-02,CVX,4,4,3,3,1,5
2016-03-01,CVX,4,4,3,3,1,5
2016-02-29,CVX,4,4,3,3,1,5
2016-02-26,CVX,4,4,3,3,1,5
2016-02-25,CVX,4,4,3,3,1,5
2016-02-24,CVX,4,4,3,3,1,5
2016-02-23,CVX,4,4,3,3,1,5
2016-02-22,CVX,4,4,3,3,1,5
2016-02-19,CVX,4,4,3,3,1,5
2016-02-18,CVX,4,4,3,3,1,5
2016-02-17,CVX,4,4,3,3,1,5
2016-02-16,CVX,4,4,3,3,1,5
2016-02-12,CVX,4,4,3,3,1,5
2016-02-11,CVX,4,4,3,3,1,5
2016-02-10,CVX,4,4,3,3,1,5
2016-02-09,CVX,4,4,3,3,1,5
2016-02-08,CVX,4,4,3,3,1,5
2016-02-05,CVX,4,4,3,3,1,5
2016-02-04,CVX,4,4,3,3,1,5
2016-02-03,CVX,4,4,3,3,1,5
2016-02-02,CVX,4,4,3,3,1,5
2016-02-01,CVX,4,4,3,3,1,5
2016-01-29,CVX,4,4,3,3,1,5
2016-01-28,CVX,4,4,3,3,1,5
2016-01-27,CVX,4,4,3,3,1,5
2016-01-26,CVX,4,4,3,3,1,5
2016-01-25,CVX,4,4,3,3,1,5
2016-01-22,CVX,4,4,3,3,1,5
2016-01-21,CVX,4,4,3,3,1,5
2016-01-20,CVX,4,4,3,3,1,5
2016-01-19,CVX,4,4,3,3,1,5
2016-01-15,CVX,4,4,3,3,1,5
2016-01-14,CVX,4,4,3,3,1,5
2016-01-13,CVX,4,4,3,3,1,5
2016-01-12,CVX,4,4,3,3,1,5
2016-01-11,CVX,4,4,3,3,1,5
2016-01-08,CVX,4,4,3,3,1,5
2016-01-07,CVX,4,4,3,3,1,5
2016-01-06,CVX,4,4,3,3,1,5
2016-01-05,CVX,4,4,3,3,1,5
2016-01-04,CVX,4,4,3,3,1,5
2015-12-31,CVX,4,4,3,3,1,5
2015-12-30,CVX,4,4,3,3,1,5
2015-12-29,CVX,4,4,3,3,1,5
2015-12-28,CVX,4,4,3,3,1,5
2015-12-24,CVX,4,4,3,3,1,5
2015-12-23,CVX,4,4,3,3,1,5
2015-12-22,CVX,4,4,3,3,1,5
2015-12-21,CVX,4,4,3,3,1,5
2015-12-18,CVX,4,4,3,3,1,5
2015-12-17,CVX,4,4,3,3,1,5
2015-12-16,CVX,4,4,3,3,1,5
2015-12-15,CVX,4,4,3,3,1,5
2015-12-14,CVX,4,4,3,3,1,5
2015-12-11,CVX,4,4,3,3,1,5
2015-12-10,CVX,4,4,3,3,1,5
2015-12-09,CVX,4,4,3,3,1,5
2015-12-08,CVX,4,4,3,3,1,5
2015-12-07,CVX,4,4,3,3,1,5
2015-12-04,CVX,4,4,3,3,1,5
2015-12-03,CVX,4,4,3,3,1,5
2015-12-02,CVX,4,4,3,3,1,5
2015-12-01,CVX,4,4,3,3,1,5
2015-11-30,CVX,4,4,3,3,1,5
2015-11-27,CVX,4,4,3,3,1,5
2015-11-25,CVX,4,4,3,3,1,5
2015-11-24,CVX,4,4,3,3,1,5
2015-11-23,CVX,4,4,3,3,1,5
2015-11-20,CVX,4,4,3,3,1,5
2015-11-19,CVX,4,4,3,3,1,5
2015-11-18,CVX,4,4,3,3,1,5
2015-11-17,CVX,4,4,3,3,1,5
2015-11-16,CVX,4,4,3,3,1,5
2015-11-13,CVX,4,4,3,3,1,5
2015-11-12,CVX,4,4,3,3,1,5
2015-11-11,CVX,4,4,3,3,1,5
2015-11-10,CVX,4,4,3,3,1,5
2015-11-09,CVX,4,4,3,3,1,5
2015-11-06,CVX,4,4,3,3,1,5
2015-11-05,CVX,4,4,3,3,1,5
2015-11-04,CVX,4,4,3,3,1,5
2015-11-03,CVX,4,4,3,3,1,5
2015-11-02,CVX,4,4,3,3,1,5
2015-10-30,CVX,4,4,3,3,1,5
2015-10-29,CVX,4,4,3,3,1,5
2015-10-28,CVX,4,4,3,3,1,5
2015-10-27,CVX,4,4,3,3,1,5
2015-10-26,CVX,4,4,3,3,1,5
2015-10-23,CVX,4,4,3,3,1,5
2015-10-22,CVX,4,4,3,3,1,5
2015-10-21,CVX,4,4,3,3,1,5
2015-10-20,CVX,4,4,3,3,1,5
2015-10-19,CVX,4,4,3,3,1,5
2015-10-16,CVX,4,4,3,3,1,5
2015-10-15,CVX,4,4,3,3,1,5
2015-10-14,CVX,4,4,3,3,1,5
2015-10-13,CVX,4,4,3,3,1,5
2015-10-12,CVX,4,4,3,3,1,5
2015-10-09,CVX,4,4,3,3,1,5
2015-10-08,CVX,4,4,3,3,1,5
2015-10-07,CVX,4,4,3,3,1,5
2015-10-06,CVX,4,4,3,3,1,5
2015-10-05,CVX,4,4,3,3,1,5
2015-10-02,CVX,4,4,3,3,1,5
2015-10-01,CVX,4,4,3,3,1,5
2015-09-30,CVX,4,4,3,3,5,5
2015-09-29,CVX,4,4,3,3,5,5
2015-09-28,CVX,4,4,3,3,5,5
2015-09-25,CVX,4,4,3,3,5,5
2015-09-24,CVX,4,4,3,3,5,5
2015-09-23,CVX,4,4,3,3,5,5
2015-09-22,CVX,4,4,3,3,5,5
2015-09-21,CVX,4,4,3,3,5,5
2015-09-18,CVX,4,4,3,3,5,5
2015-09-17,CVX,4,4,3,3,5,5
2015-09-16,CVX,4,4,3,3,5,5
2015-09-15,CVX,4,4,3,3,5,5
2015-09-14,CVX,4,4,3,3,5,5
2015-09-11,CVX,4,4,3,3,5,5
2015-09-10,CVX,4,4,3,3,5,5
2015-09-09,CVX,4,4,3,3,5,5
2015-09-08,CVX,4,4,3,3,5,5
2015-09-04,CVX,4,4,3,3,5,5
2015-09-03,CVX,4,4,3,3,5,5
2015-09-02,CVX,4,4,3,3,5,5
2015-09-01,CVX,4,4,3,3,5,5
2015-08-31,CVX,4,4,3,3,5,5
2015-08-28,CVX,4,4,3,3,5,5
2015-08-27,CVX,4,4,3,3,5,5
2015-08-26,CVX,4,4,3,3,5,5
2015-08-25,CVX,4,4,3,3,5,5
2015-08-24,CVX,4,4,3,3,5,5
2015-08-21,CVX,4,4,3,3,5,5
2015-08-20,CVX,4,4,3,3,5,5
2015-08-19,CVX,4,4,3,3,5,5
2015-08-18,CVX,4,4,3,3,5,5
2015-08-17,CVX,4,4,3,3,5,5
2015-08-14,CVX,4,4,3,3,5,5
2015-08-13,CVX,4,4,3,3,5,5
2015-08-12,CVX,4,4,3,3,5,5
2015-08-11,CVX,4,4,3,3,5,5
2015-08-10,CVX,4,4,3,3,5,5
2015-08-07,CVX,4,4,3,3,5,5
2015-08-06,CVX,4,4,3,3,5,5
2015-08-05,CVX,4,4,3,3,5,5
2015-08-04,CVX,4,4,3,3,5,5
2015-08-03,CVX,4,4,3,3,5,5
2015-07-31,CVX,4,4,3,3,5,5
2015-07-30,CVX,4,4,3,3,5,5
2015-07-29,CVX,4,4,3,3,5,5
2015-07-28,CVX,4,4,3,3,5,5
2015-07-27,CVX,4,4,3,3,5,5
2015-07-24,CVX,4,4,3,3,5,5
2015-07-23,CVX,4,4,3,3,5,5
2015-07-22,CVX,4,4,3,3,5,5
2015-07-21,CVX,4,4,3,3,5,5
2015-07-20,CVX,4,4,3,3,5,5
2015-07-17,CVX,4,4,3,3,5,5
2015-07-16,CVX,4,4,3,3,5,5
2015-07-15,CVX,4,4,3,3,5,5
2015-07-14,CVX,4,4,3,3,5,5
2015-07-13,CVX,4,4,3,3,5,5
2015-07-10,CVX,4,4,3,3,5,5
2015-07-09,CVX,4,4,3,3,5,5
2015-07-08,CVX,4,4,3,3,5,5
2015-07-07,CVX,4,4,3,3,5,5
2015-07-06,CVX,4,4,3,3,5,5
2015-07-02,CVX,4,4,3,3,5,5
2015-07-01,CVX,4,4,3,3,5,5
2015-06-30,CVX,4,4,3,3,5,5
2015-06-29,CVX,4,4,3,3,5,5
2015-06-26,CVX,4,4,3,3,5,5
2015-06-25,CVX,4,4,3,3,5,5
2015-06-24,CVX,4,4,3,3,5,5
2015-06-23,CVX,4,4,3,3,5,5
2015-06-22,CVX,4,4,3,3,5,5
2015-06-19,CVX,4,4,3,3,5,5
2015-06-18,CVX,4,4,3,3,5,5
2015-06-17,CVX,4,4,3,3,5,5
2015-06-16,CVX,4,4,3,3,5,5
2015-06-15,CVX,4,4,3,3,5,5
2015-06-12,CVX,4,4,3,3,5,5
2015-06-11,CVX,4,4,3,3,5,5
2015-06-10,CVX,4,4,3,3,5,5
2015-06-09,CVX,4,4,3,3,5,5
2015-06-08,CVX,4,4,3,3,5,5
2015-06-05,CVX,4,4,3,3,5,5
2015-06-04,CVX,4,4,3,3,5,5
2015-06-03,CVX,4,4,3,3,5,5
2015-06-02,CVX,4,4,3,3,5,5
2015-06-01,CVX,4,4,3,3,5,5
2015-05-29,CVX,4,4,3,3,5,5
2015-05-28,CVX,4,4,3,3,5,5
2015-05-27,CVX,4,4,3,3,5,5
2015-05-26,CVX,4,4,3,3,5,5
2015-05-22,CVX,4,4,3,3,5,5
2015-05-21,CVX,4,4,3,3,5,5
2015-05-20,CVX,4,4,3,3,5,5
2015-05-19,CVX,4,4,3,3,5,5
2015-05-18,CVX,4,4,3,3,5,5
2015-05-15,CVX,4,4,3,3,5,5
2015-05-14,CVX,4,4,3,3,5,5
2015-05-13,CVX,4,4,3,3,5,5
2015-05-12,CVX,4,4,3,3,5,5
2015-05-11,CVX,4,4,3,3,5,5
2015-05-08,CVX,4,4,3,3,5,5
2015-05-07,CVX,4,4,3,3,5,5
2015-05-06,CVX,4,4,3,3,5,5
2015-05-05,CVX,4,4,3,3,5,5
2015-05-04,CVX,4,4,3,3,5,5
2015-05-01,CVX,4,4,3,3,5,5
2015-04-30,CVX,4,4,3,3,5,5
2015-04-29,CVX,4,4,3,3,5,5
2015-04-28,CVX,4,4,3,3,5,5
2015-04-27,CVX,4,4,3,3,5,5
2015-04-24,CVX,4,4,3,3,5,5
2015-04-23,CVX,4,4,3,3,5,5
2015-04-22,CVX,4,4,3,3,5,5
2015-04-21,CVX,4,4,3,3,5,5
2015-04-20,CVX,4,4,3,3,5,5
2015-04-17,CVX,4,4,3,3,5,5
2015-04-16,CVX,4,4,3,3,5,5
2015-04-15,CVX,4,4,3,3,5,5
2015-04-14,CVX,4,4,3,3,5,5
2015-04-13,CVX,4,4,3,3,5,5
2015-04-10,CVX,4,4,3,3,5,5
2015-04-09,CVX,4,4,3,3,5,5
2015-04-08,CVX,4,4,3,3,5,5
2015-04-07,CVX,4,4,3,3,5,5
2015-04-06,CVX,4,4,3,3,5,5
2015-04-02,CVX,4,4,3,3,5,5
2015-04-01,CVX,4,4,3,3,5,5
2015-03-31,CVX,4,4,3,3,5,5
2015-03-30,CVX,4,4,3,3,5,5
2015-03-27,CVX,4,4,3,3,5,5
2015-03-26,CVX,4,4,3,3,5,5
2015-03-25,CVX,4,4,3,3,5,5
2015-03-24,CVX,4,4,3,3,5,5
2015-03-23,CVX,4,4,3,3,5,5
2015-03-20,CVX,4,4,3,3,5,5
2015-03-19,CVX,4,4,3,3,5,5
2015-03-18,CVX,4,4,3,3,5,5
2015-03-17,CVX,4,4,3,3,5,5
2015-03-16,CVX,4,4,3,3,5,5
2015-03-13,CVX,4,4,3,3,5,5
2015-03-12,CVX,4,4,3,3,5,5
2015-03-11,CVX,4,4,3,3,5,5
2015-03-10,CVX,4,4,3,3,5,5
2015-03-09,CVX,4,4,3,3,5,5
2015-03-06,CVX,4,4,3,3,5,5
2015-03-05,CVX,4,4,3,3,5,5
2015-03-04,CVX,4,4,3,3,5,5
2015-03-03,CVX,4,4,3,3,5,5
2015-03-02,CVX,4,4,3,3,5,5
2015-02-27,CVX,4,4,3,3,5,5
2015-02-26,CVX,4,4,3,3,5,5
2015-02-25,CVX,4,4,3,3,5,5
2015-02-24,CVX,4,4,3,3,5,5
2015-02-23,CVX,4,4,3,3,5,5
2015-02-20,CVX,4,4,3,3,5,5
2015-02-19,CVX,4,4,3,3,5,5
2015-02-18,CVX,4,4,3,3,5,5
2015-02-17,CVX,4,4,3,3,5,5
2015-02-13,CVX,4,4,3,3,5,5
2015-02-12,CVX,4,4,3,3,5,5
2015-02-11,CVX,4,4,3,3,5,5
2015-02-10,CVX,4,4,3,3,5,5
2015-02-09,CVX,4,4,3,3,5,5
2015-02-06,CVX,4,4,3,3,5,5
2015-02-05,CVX,4,4,3,3,5,5
2015-02-04,CVX,4,4,3,3,5,5
2015-02-03,CVX,4,4,3,3,5,5
2015-02-02,CVX,4,4,3,3,5,5
2015-01-30,CVX,4,4,3,3,5,5
2015-01-29,CVX,4,4,3,3,5,5
2015-01-28,CVX,4,4,3,3,5,5
2015-01-27,CVX,4,4,3,3,5,5
2015-01-26,CVX,4,4,3,3,5,5
2015-01-23,CVX,4,4,3,3,5,5
2015-01-22,CVX,4,4,3,3,5,5
2015-01-21,CVX,4,4,3,3,5,5
2015-01-20,CVX,4,4,3,3,5,5
2015-01-16,CVX,4,4,3,3,5,5
2015-01-15,CVX,4,4,3,3,5,5
2015-01-14,CVX,4,4,3,3,5,5
2015-01-13,CVX,4,4,3,3,5,5
2015-01-12,CVX,4,4,3,3,5,5
2015-01-09,CVX,4,4,3,3,5,5
2015-01-08,CVX,4,4,3,3,5,5
2015-01-07,CVX,4,4,3,3,5,5
2015-01-06,CVX,4,4,3,3,5,5
2015-01-05,CVX,4,4,3,3,5,5
2015-01-02,CVX,4,4,3,3,5,5
2014-12-31,CVX,4,4,3,3,5,5
2014-12-30,CVX,4,4,3,3,5,5
2014-12-29,CVX,4,4,3,3,5,5
2014-12-26,CVX,4,4,3,3,5,5
2014-12-24,CVX,4,4,3,3,5,5
2014-12-23,CVX,4,4,3,3,5,5
2014-12-22,CVX,4,4,3,3,5,5
2014-12-19,CVX,4,4,3,3,5,5
2014-12-18,CVX,4,4,3,3,5,5
2014-12-17,CVX,4,4,3,3,5,5
2014-12-16,CVX,4,4,3,3,5,5
2014-12-15,CVX,4,4,3,3,5,5
2014-12-12,CVX,4,4,3,3,5,5
2014-12-11,CVX,4,4,3,3,5,5
2014-12-10,CVX,4,4,3,3,5,5
2014-12-09,CVX,4,4,3,3,5,5
2014-12-08,CVX,4,4,3,3,5,5
2014-12-05,CVX,4,4,3,3,5,5
2014-12-04,CVX,4,4,3,3,5,5
2014-12-03,CVX,4,4,3,3,5,5
2014-12-02,CVX,4,4,3,3,5,5
2014-12-01,CVX,4,4,3,3,5,5
2014-11-28,CVX,4,4,3,3,5,5
2014-11-26,CVX,4,4,3,3,5,5
2014-11-25,CVX,4,4,3,3,5,5
2014-11-24,CVX,4,4,3,3,5,5
2014-11-21,CVX,4,4,3,3,5,5
2014-11-20,CVX,4,4,3,3,5,5
2014-11-19,CVX,4,4,3,3,5,5
2014-11-18,CVX,4,4,3,3,5,5
2014-11-17,CVX,4,4,3,3,5,5
2014-11-14,CVX,4,4,3,3,5,5
2014-11-13,CVX,4,4,3,3,5,5
2014-11-12,CVX,4,4,3,3,5,5
2014-11-11,CVX,4,4,3,3,5,5
2014-11-10,CVX,4,4,3,3,5,5
2014-11-07,CVX,4,4,3,3,5,5
2014-11-06,CVX,4,4,3,3,5,5
2014-11-05,CVX,4,4,3,3,5,5
2014-11-04,CVX,4,4,3,3,5,5
2014-11-03,CVX,4,4,3,3,5,5
2014-10-31,CVX,4,4,3,3,5,5
2014-10-30,CVX,4,4,3,3,5,5
2014-10-29,CVX,4,4,3,3,5,5
2014-10-28,CVX,4,4,3,3,5,5
2014-10-27,CVX,4,4,3,3,5,5
2014-10-24,CVX,4,4,3,3,5,5
2014-10-23,CVX,4,4,3,3,5,5
2014-10-22,CVX,4,4,3,3,5,5
2014-10-21,CVX,4,4,3,3,5,5
2014-10-20,CVX,4,4,3,3,5,5
2014-10-17,CVX,4,4,3,3,5,5
2014-10-16,CVX,4,4,3,3,5,5
2014-10-15,CVX,4,4,3,3,5,5
2014-10-14,CVX,4,4,3,3,5,5
2014-10-13,CVX,4,4,3,3,5,5
2014-10-10,CVX,4,4,3,3,5,5
2014-10-09,CVX,4,4,3,3,5,5
2014-10-08,CVX,4,4,3,3,5,5
2014-10-07,CVX,4,4,3,3,5,5
2014-10-06,CVX,4,4,3,3,5,5
2014-10-03,CVX,4,4,3,3,5,5
2014-10-02,CVX,4,4,3,3,5,5
2014-10-01,CVX,4,4,3,3,5,5
2014-09-30,CVX,4,4,3,3,5,5
2014-09-29,CVX,4,4,3,3,5,5
2014-09-26,CVX,4,4,3,3,5,5
2014-09-25,CVX,4,4,3,3,5,5
2014-09-24,CVX,4,4,3,3,5,5
2014-09-23,CVX,4,4,3,3,5,5
2014-09-22,CVX,4,4,3,3,5,5
2014-09-19,CVX,4,4,3,3,5,5
2014-09-18,CVX,4,4,3,3,5,5
2014-09-17,CVX,4,4,3,3,5,5
2014-09-16,CVX,4,4,3,3,5,5
2014-09-15,CVX,4,4,3,3,5,5
2014-09-12,CVX,4,4,3,3,5,5
2014-09-11,CVX,4,4,3,3,5,5
2014-09-10,CVX,4,4,3,3,5,5
2014-09-09,CVX,4,4,3,3,5,5
2014-09-08,CVX,4,4,3,3,5,5
2014-09-05,CVX,4,4,3,3,5,5
2014-09-04,CVX,4,4,3,3,5,5
2014-09-03,CVX,4,4,3,3,5,5
2014-09-02,CVX,4,4,3,3,5,5
2014-08-29,CVX,4,4,3,3,5,5
2014-08-28,CVX,4,4,3,3,5,5
2014-08-27,CVX,4,4,3,3,5,5
2014-08-26,CVX,4,4,3,3,5,5
2014-08-25,CVX,4,4,3,3,5,5
2014-08-22,CVX,4,4,3,3,5,5
2014-08-21,CVX,4,4,3,3,5,5
2014-08-20,CVX,4,4,3,3,5,5
2014-08-19,CVX,4,4,3,3,5,5
2014-08-18,CVX,4,4,3,3,5,5
2014-08-15,CVX,4,4,3,3,5,5
2014-08-14,CVX,4,4,3,3,5,5
2014-08-13,CVX,4,4,3,3,5,5
2014-08-12,CVX,4,4,3,3,5,5
2014-08-11,CVX,4,4,3,3,5,5
2014-08-08,CVX,4,4,3,3,5,5
2014-08-07,CVX,4,4,3,3,5,5
2014-08-06,CVX,4,4,3,3,5,5
2014-08-05,CVX,4,4,3,3,5,5
2014-08-04,CVX,4,4,3,3,5,5
2014-08-01,CVX,4,4,3,3,5,5
2014-07-31,CVX,4,4,3,3,5,5
2014-07-30,CVX,4,4,3,3,5,5
2014-07-29,CVX,4,4,3,3,5,5
2014-07-28,CVX,4,4,3,3,5,5
2014-07-25,CVX,4,4,3,3,5,5
2014-07-24,CVX,4,4,3,3,5,5
2014-07-23,CVX,4,4,3,3,5,5
2014-07-22,CVX,4,4,3,3,5,5
2014-07-21,CVX,4,4,3,3,5,5
2014-07-18,CVX,4,4,3,3,5,5
2014-07-17,CVX,4,4,3,3,5,5
2014-07-16,CVX,4,4,3,3,5,5
2014-07-15,CVX,4,4,3,3,5,5
2014-07-14,CVX,4,4,3,3,5,5
2014-07-11,CVX,4,4,3,3,5,5
2014-07-10,CVX,4,4,3,3,5,5
2014-07-09,CVX,4,4,3,3,5,5
2014-07-08,CVX,4,4,3,3,5,5
2014-07-07,CVX,4,4,3,3,5,5
2014-07-03,CVX,4,4,3,3,5,5
2014-07-02,CVX,4,4,3,3,5,5
2014-07-01,CVX,4,4,3,3,5,5
2014-06-30,CVX,4,4,3,3,5,5
2014-06-27,CVX,4,4,3,3,5,5
2014-06-26,CVX,4,4,3,3,5,5
2014-06-25,CVX,4,4,3,3,5,5
2014-06-24,CVX,4,4,3,3,5,5
2014-06-23,CVX,4,4,3,3,5,5
2014-06-20,CVX,4,4,3,3,5,5
2014-06-19,CVX,4,4,3,3,5,5
2014-06-18,CVX,4,4,3,3,5,5
2014-06-17,CVX,4,4,3,3,5,5
2014-06-16,CVX,4,4,3,3,5,5
2014-06-13,CVX,4,4,3,3,5,5
2014-06-12,CVX,4,4,3,3,5,5
2014-06-11,CVX,4,4,3,3,5,5
2014-06-10,CVX,4,4,3,3,5,5
2014-06-09,CVX,4,4,3,3,5,5
2014-06-06,CVX,4,4,3,3,5,5
2014-06-05,CVX,4,4,3,3,5,5
2014-06-04,CVX,4,4,3,3,5,5
2014-06-03,CVX,4,4,3,3,5,5
2014-06-02,CVX,4,4,3,3,5,5
2014-05-30,CVX,4,4,3,3,5,5
2014-05-29,CVX,4,4,3,3,5,5
2014-05-28,CVX,4,4,3,3,5,5
2014-05-27,CVX,4,4,3,3,5,5
2014-05-23,CVX,4,4,3,3,5,5
2014-05-22,CVX,4,4,3,3,5,5
2014-05-21,CVX,4,4,3,3,5,5
2014-05-20,CVX,4,4,3,3,5,5
2014-05-19,CVX,4,4,3,3,5,5
2014-05-16,CVX,4,4,3,3,5,5
2014-05-15,CVX,4,4,3,3,5,5
2014-05-14,CVX,4,4,3,3,5,5
2014-05-13,CVX,4,4,3,3,5,5
2014-05-12,CVX,4,4,3,3,5,5
2014-05-09,CVX,4,4,3,3,5,5
2014-05-08,CVX,4,4,3,3,5,5
2014-05-07,CVX,4,4,3,3,5,5
2014-05-06,CVX,4,4,3,3,5,5
2014-05-05,CVX,4,4,3,3,5,5
2014-05-02,CVX,4,4,3,3,5,5
2014-05-01,CVX,4,4,3,3,5,5
2014-04-30,CVX,4,4,3,3,5,5
2014-04-29,CVX,4,4,3,3,5,5
2014-04-28,CVX,4,4,3,3,5,5
2014-04-25,CVX,4,4,3,3,5,5
2014-04-24,CVX,4,4,3,3,5,5
2014-04-23,CVX,4,4,3,3,5,5
2014-04-22,CVX,4,4,3,3,5,5
2014-04-21,CVX,4,4,3,3,5,5
2014-04-17,CVX,4,4,3,3,5,5
2014-04-16,CVX,4,4,3,3,5,5
2014-04-15,CVX,4,4,3,3,5,5
2014-04-14,CVX,4,4,3,3,5,5
2014-04-11,CVX,4,4,3,3,5,5
2014-04-10,CVX,4,4,3,3,5,5
2014-04-09,CVX,4,4,3,3,5,5
2014-04-08,CVX,4,4,3,3,5,5
2014-04-07,CVX,4,4,3,3,5,5
2014-04-04,CVX,4,4,3,3,5,5
2014-04-03,CVX,4,4,3,3,5,5
2014-04-02,CVX,4,4,3,3,5,5
2014-04-01,CVX,4,4,3,3,5,5
2014-03-31,CVX,4,4,3,3,5,5
2014-03-28,CVX,4,4,3,3,5,5
2014-03-27,CVX,4,4,3,3,5,5
2014-03-26,CVX,4,4,3,3,5,5
2014-03-25,CVX,4,4,3,3,5,5
2014-03-24,CVX,4,4,3,3,5,5
2014-03-21,CVX,4,4,3,3,5,5
2014-03-20,CVX,4,4,3,3,5,5
2014-03-19,CVX,4,4,3,3,5,5
2014-03-18,CVX,4,4,3,3,5,5
2014-03-17,CVX,4,4,3,3,5,5
2014-03-14,CVX,4,4,3,3,5,5
2014-03-13,CVX,4,4,3,3,5,5
2014-03-12,CVX,4,4,3,3,5,5
2014-03-11,CVX,4,4,3,3,5,5
2014-03-10,CVX,4,4,3,3,5,5
2014-03-07,CVX,4,4,3,3,5,5
2014-03-06,CVX,4,4,3,3,5,5
2014-03-05,CVX,4,4,3,3,5,5
2014-03-04,CVX,4,4,3,3,5,5
2014-03-03,CVX,4,4,3,3,5,5
2014-02-28,CVX,4,4,3,3,5,5
2014-02-27,CVX,4,4,3,3,5,5
2014-02-26,CVX,4,4,3,3,5,5
2014-02-25,CVX,4,4,3,3,5,5
2014-02-24,CVX,4,4,3,3,5,5
2014-02-21,CVX,4,4,3,3,5,5
2014-02-20,CVX,4,4,3,3,5,5
2014-02-19,CVX,4,4,3,3,5,5
2014-02-18,CVX,4,4,3,3,5,5
2014-02-14,CVX,4,4,3,3,5,5
2014-02-13,CVX,4,4,3,3,5,5
2014-02-12,CVX,4,4,3,3,5,5
2014-02-11,CVX,4,4,3,3,5,5
2014-02-10,CVX,4,4,3,3,5,5
2014-02-07,CVX,4,4,3,3,5,5
2014-02-06,CVX,4,4,3,3,5,5
2014-02-05,CVX,4,4,3,3,5,5
2014-02-04,CVX,4,4,3,3,5,5
2014-02-03,CVX,4,4,3,3,5,5
2014-01-31,CVX,4,4,3,3,5,5
2014-01-30,CVX,4,4,3,3,5,5
