date,symbol,ratingScore,ratingDetailsDCFScore,ratingDetailsROEScore,ratingDetailsROAScore,ratingDetailsPEScore,ratingDetailsPBScore
2009-11-19,JNJ,4,4,3,3,5,5
2009-11-18,JNJ,4,4,3,3,5,5
2009-11-17,JNJ,4,4,3,3,5,5
2009-11-16,JNJ,4,4,3,3,5,5
2009-11-13,JNJ,4,4,3,3,5,5
2009-11-12,JNJ,4,4,3,3,5,5
2009-11-11,JNJ,4,4,3,3,5,5
2009-11-10,JNJ,4,4,3,3,5,5
2009-11-09,JNJ,4,4,3,3,5,5
2009-11-06,JNJ,4,4,3,3,5,5
2009-11-05,JNJ,4,4,3,3,5,5
2009-11-04,JNJ,4,4,3,3,5,5
2009-11-03,JNJ,4,4,3,3,5,5
2009-11-02,JNJ,4,4,3,3,5,5
2009-10-30,JNJ,4,4,3,3,5,5
2009-10-29,JNJ,4,4,3,3,5,5
2009-10-28,JNJ,4,4,3,3,5,5
2009-10-27,JNJ,4,4,3,3,5,5
2009-10-26,JNJ,4,4,3,3,5,5
2009-10-23,JNJ,4,4,3,3,5,5
2009-10-22,JNJ,4,4,3,3,5,5
2009-10-21,JNJ,4,4,3,3,5,5
2009-10-20,JNJ,4,4,3,3,5,5
2009-10-19,JNJ,4,4,3,3,5,5
2009-10-16,JNJ,4,4,3,3,5,5
2009-10-15,JNJ,4,4,3,3,5,5
2009-10-14,JNJ,4,4,3,3,5,5
2009-10-13,JNJ,4,4,3,3,5,5
2009-10-12,JNJ,4,4,3,3,5,5
2009-10-09,JNJ,4,4,3,3,5,5
2009-10-08,JNJ,4,4,3,3,5,5
2009-10-07,JNJ,4,4,3,3,5,5
2009-10-06,JNJ,4,4,3,3,5,5
2009-10-05,JNJ,4,4,3,3,5,5
2009-10-02,JNJ,4,4,3,3,5,5
2009-10-01,JNJ,4,4,3,3,5,5
2009-09-30,JNJ,4,4,3,3,5,5
2009-09-29,JNJ,4,4,3,3,5,5
2009-09-28,JNJ,4,4,3,3,5,5
2009-09-25,JNJ,4,4,3,3,5,5
2009-09-24,JNJ,4,4,3,3,5,5
2009-09-23,JNJ,4,4,3,3,5,5
2009-09-22,JNJ,4,4,3,3,5,5
2009-09-21,JNJ,4,4,3,3,5,5
2009-09-18,JNJ,4,4,3,3,5,5
2009-09-17,JNJ,4,4,3,3,5,5
2009-09-16,JNJ,4,4,3,3,5,5
2009-09-15,JNJ,4,4,3,3,5,5
2009-09-14,JNJ,4,4,3,3,5,5
2009-09-11,JNJ,4,4,3,3,5,5
2009-09-10,JNJ,4,4,3,3,5,5
2009-09-09,JNJ,4,4,3,3,5,5
2009-09-08,JNJ,4,4,3,3,5,5
2009-09-04,JNJ,4,4,3,3,5,5
2009-09-03,JNJ,4,4,3,3,5,5
2009-09-02,JNJ,4,4,3,3,5,5
2009-09-01,JNJ,4,4,3,3,5,5
2009-08-31,JNJ,4,4,3,3,5,5
2009-08-28,JNJ,4,4,3,3,5,5
2009-08-27,JNJ,4,4,3,3,5,5
2009-08-26,JNJ,4,4,3,3,5,5
2009-08-25,JNJ,4,4,3,3,5,5
2009-08-24,JNJ,4,4,3,3,5,5
2009-08-21,JNJ,4,4,3,3,5,5
2009-08-20,JNJ,4,4,3,3,5,5
2009-08-19,JNJ,4,4,3,3,5,5
2009-08-18,JNJ,4,4,3,3,5,5
2009-08-17,JNJ,4,4,3,3,5,5
2009-08-14,JNJ,4,4,3,3,5,5
2009-08-13,JNJ,4,4,3,3,5,5
2009-08-12,JNJ,4,4,3,3,5,5
2009-08-11,JNJ,4,4,3,3,5,5
2009-08-10,JNJ,4,4,3,3,5,5
2009-08-07,JNJ,4,4,3,3,5,5
2009-08-06,JNJ,4,4,3,3,5,5
2009-08-05,JNJ,4,4,3,3,5,5
2009-08-04,JNJ,4,4,3,3,5,5
2009-08-03,JNJ,4,4,3,3,5,5
2009-07-31,JNJ,4,4,3,3,5,5
2009-07-30,JNJ,4,4,3,3,5,5
2009-07-29,JNJ,4,4,3,3,5,5
2009-07-28,JNJ,4,4,3,3,5,5
2009-07-27,JNJ,4,4,3,3,5,5
2009-07-24,JNJ,4,4,3,3,5,5
2009-07-23,JNJ,4,4,3,3,5,5
2009-07-22,JNJ,4,4,3,3,5,5
2009-07-21,JNJ,4,4,3,3,5,5
2009-07-20,JNJ,4,4,3,3,5,5
2009-07-17,JNJ,4,4,3,3,5,5
2009-07-16,JNJ,4,4,3,3,5,5
2009-07-15,JNJ,4,4,3,3,5,5
2009-07-14,JNJ,4,4,3,3,5,5
2009-07-13,JNJ,4,4,3,3,5,5
2009-07-10,JNJ,4,4,3,3,5,5
2009-07-09,JNJ,4,4,3,3,5,5
2009-07-08,JNJ,4,4,3,3,5,5
2009-07-07,JNJ,4,4,3,3,5,5
2009-07-06,JNJ,4,4,3,3,5,5
2009-07-02,JNJ,4,4,3,3,5,5
2009-07-01,JNJ,4,4,3,3,5,5
2009-06-30,JNJ,4,4,3,3,5,5
2009-06-29,JNJ,4,4,3,3,5,5
2009-06-26,JNJ,4,4,3,3,5,5
2009-06-25,JNJ,4,4,3,3,5,5
2009-06-24,JNJ,4,4,3,3,5,5
2009-06-23,JNJ,4,4,3,3,5,5
2009-06-22,JNJ,4,4,3,3,5,5
2009-06-19,JNJ,4,4,3,3,5,5
2009-06-18,JNJ,4,4,3,3,5,5
2009-06-17,JNJ,4,4,3,3,5,5
2009-06-16,JNJ,4,4,3,3,5,5
2009-06-15,JNJ,4,4,3,3,5,5
2009-06-12,JNJ,4,4,3,3,5,5
2009-06-11,JNJ,4,4,3,3,5,5
2009-06-10,JNJ,4,4,3,3,5,5
2009-06-09,JNJ,4,4,3,3,5,5
2009-06-08,JNJ,4,4,3,3,5,5
2009-06-05,JNJ,4,4,3,3,5,5
2009-06-04,JNJ,4,4,3,3,5,5
2009-06-03,JNJ,4,4,3,3,5,5
2009-06-02,JNJ,4,4,3,3,5,5
2009-06-01,JNJ,4,4,3,3,5,5
2009-05-29,JNJ,4,4,3,3,5,5
2009-05-28,JNJ,4,4,3,3,5,5
2009-05-27,JNJ,4,4,3,3,5,5
2009-05-26,JNJ,4,4,3,3,5,5
2009-05-22,JNJ,4,4,3,3,5,5
2009-05-21,JNJ,4,4,3,3,5,5
2009-05-20,JNJ,4,4,3,3,5,5
2009-05-19,JNJ,4,4,3,3,5,5
2009-05-18,JNJ,4,4,3,3,5,5
2009-05-15,JNJ,4,4,3,3,5,5
2009-05-14,JNJ,4,4,3,3,5,5
2009-05-13,JNJ,4,4,3,3,5,5
2009-05-12,JNJ,4,4,3,3,5,5
2009-05-11,JNJ,4,4,3,3,5,5
2009-05-08,JNJ,4,4,3,3,5,5
2009-05-07,JNJ,4,4,3,3,5,5
2009-05-06,JNJ,4,4,3,3,5,5
2009-05-05,JNJ,4,4,3,3,5,5
2009-05-04,JNJ,4,4,3,3,5,5
2009-05-01,JNJ,4,4,3,3,5,5
2009-04-30,JNJ,4,4,3,3,5,5
2009-04-29,JNJ,4,4,3,3,5,5
2009-04-28,JNJ,4,4,3,3,5,5
2009-04-27,JNJ,4,4,3,3,5,5
2009-04-24,JNJ,4,4,3,3,5,5
2009-04-23,JNJ,4,4,3,3,5,5
2009-04-22,JNJ,4,4,3,3,5,5
2009-04-21,JNJ,4,4,3,3,5,5
2009-04-20,JNJ,4,4,3,3,5,5
2009-04-17,JNJ,4,4,3,3,5,5
2009-04-16,JNJ,4,4,3,3,5,5
2009-04-15,JNJ,4,4,3,3,5,5
2009-04-14,JNJ,4,4,3,3,5,5
2009-04-13,JNJ,4,4,3,3,5,5
2009-04-09,JNJ,4,4,3,3,5,5
2009-04-08,JNJ,4,4,3,3,5,5
2009-04-07,JNJ,4,4,3,3,5,5
2009-04-06,JNJ,4,4,3,3,5,5
2009-04-03,JNJ,4,4,3,3,5,5
2009-04-02,JNJ,4,4,3,3,5,5
2009-04-01,JNJ,4,4,3,3,5,5
2009-03-31,JNJ,4,4,3,3,5,5
2009-03-30,JNJ,4,4,3,3,5,5
2009-03-27,JNJ,4,4,3,3,5,5
2009-03-26,JNJ,4,4,3,3,5,5
2009-03-25,JNJ,4,4,3,3,5,5
2009-03-24,JNJ,4,4,3,3,5,5
2009-03-23,JNJ,4,4,3,3,5,5
2009-03-20,JNJ,4,4,3,3,5,5
2009-03-19,JNJ,4,4,3,3,5,5
2009-03-18,JNJ,4,4,3,3,5,5
2009-03-17,JNJ,4,4,3,3,5,5
2009-03-16,JNJ,4,4,3,3,5,5
2009-03-13,JNJ,4,4,3,3,5,5
2009-03-12,JNJ,4,4,3,3,5,5
2009-03-11,JNJ,4,4,3,3,5,5
2009-03-10,JNJ,4,4,3,3,5,5
2009-03-09,JNJ,4,4,3,3,5,5
2009-03-06,JNJ,4,4,3,3,5,5
2009-03-05,JNJ,4,4,3,3,5,5
2009-03-04,JNJ,4,4,3,3,5,5
2009-03-03,JNJ,4,4,3,3,5,5
2009-03-02,JNJ,4,4,3,3,5,5
2009-02-27,JNJ,4,4,3,3,5,5
2009-02-26,JNJ,4,4,3,3,5,5
2009-02-25,JNJ,4,4,3,3,5,5
2009-02-24,JNJ,4,4,3,3,5,5
2009-02-23,JNJ,4,4,3,3,5,5
2009-02-20,JNJ,4,4,3,3,5,5
2009-02-19,JNJ,4,4,3,3,5,5
2009-02-18,JNJ,4,4,3,3,5,5
2009-02-17,JNJ,4,4,3,3,5,5
2009-02-13,JNJ,4,4,3,3,5,5
2009-02-12,JNJ,4,4,3,3,5,5
2009-02-11,JNJ,4,4,3,3,5,5
2009-02-10,JNJ,4,4,3,3,5,5
2009-02-09,JNJ,4,4,3,3,5,5
2009-02-06,JNJ,4,4,3,3,5,5
2009-02-05,JNJ,4,4,3,3,5,5
2009-02-04,JNJ,4,4,3,3,5,5
2009-02-03,JNJ,4,4,3,3,5,5
2009-02-02,JNJ,4,4,3,3,5,5
2009-01-30,JNJ,4,4,3,3,5,5
2009-01-29,JNJ,4,4,3,3,5,5
2009-01-28,JNJ,4,4,3,3,5,5
2009-01-27,JNJ,4,4,3,3,5,5
2009-01-26,JNJ,4,4,3,3,5,5
2009-01-23,JNJ,4,4,3,3,5,5
2009-01-22,JNJ,4,4,3,3,5,5
2009-01-21,JNJ,4,4,3,3,5,5
2009-01-20,JNJ,4,4,3,3,5,5
2009-01-16,JNJ,4,4,3,3,5,5
2009-01-15,JNJ,4,4,3,3,5,5
2009-01-14,JNJ,4,4,3,3,5,5
2009-01-13,JNJ,4,4,3,3,5,5
2009-01-12,JNJ,4,4,3,3,5,5
2009-01-09,JNJ,4,4,3,3,5,5
2009-01-08,JNJ,4,4,3,3,5,5
2009-01-07,JNJ,4,4,3,3,5,5
2009-01-06,JNJ,4,4,3,3,5,5
2009-01-05,JNJ,4,4,3,3,5,5
2009-01-02,JNJ,4,4,3,3,5,5
2008-12-31,JNJ,4,4,3,3,5,5
2008-12-30,JNJ,4,4,3,3,5,5
2008-12-29,JNJ,4,4,3,3,5,5
2008-12-26,JNJ,4,4,3,3,5,5
2008-12-24,JNJ,4,4,3,3,5,5
2008-12-23,JNJ,4,4,3,3,5,5
2008-12-22,JNJ,4,4,3,3,5,5
2008-12-19,JNJ,4,4,3,3,5,5
2008-12-18,JNJ,4,4,3,3,5,5
2008-12-17,JNJ,4,4,3,3,5,5
2008-12-16,JNJ,4,4,3,3,5,5
2008-12-15,JNJ,4,4,3,3,5,5
2008-12-12,JNJ,4,4,3,3,5,5
2008-12-11,JNJ,4,4,3,3,5,5
2008-12-10,JNJ,4,4,3,3,5,5
2008-12-09,JNJ,4,4,3,3,5,5
2008-12-08,JNJ,4,4,3,3,5,5
2008-12-05,JNJ,4,4,3,3,5,5
2008-12-04,JNJ,4,4,3,3,5,5
2008-12-03,JNJ,4,4,3,3,5,5
2008-12-02,JNJ,4,4,3,3,5,5
2008-12-01,JNJ,4,4,3,3,5,5
2008-11-28,JNJ,4,4,3,3,5,5
2008-11-26,JNJ,4,4,3,3,5,5
2008-11-25,JNJ,4,4,3,3,5,5
2008-11-24,JNJ,4,4,3,3,5,5
2008-11-21,JNJ,4,4,3,3,5,5
2008-11-20,JNJ,4,4,3,3,5,5
2008-11-19,JNJ,4,4,3,3,5,5
2008-11-18,JNJ,4,4,3,3,5,5
2008-11-17,JNJ,4,4,3,3,5,5
2008-11-14,JNJ,4,4,3,3,5,5
2008-11-13,JNJ,4,4,3,3,5,5
2008-11-12,JNJ,4,4,3,3,5,5
2008-11-11,JNJ,4,4,3,3,5,5
2008-11-10,JNJ,4,4,3,3,5,5
2008-11-07,JNJ,4,4,3,3,5,5
2008-11-06,JNJ,4,4,3,3,5,5
2008-11-05,JNJ,4,4,3,3,5,5
2008-11-04,JNJ,4,4,3,3,5,5
2008-11-03,JNJ,4,4,3,3,5,5
2008-10-31,JNJ,4,4,3,3,5,5
2008-10-30,JNJ,4,4,3,3,5,5
2008-10-29,JNJ,4,4,3,3,5,5
2008-10-28,JNJ,4,4,3,3,5,5
2008-10-27,JNJ,4,4,3,3,5,5
2008-10-24,JNJ,4,4,3,3,5,5
2008-10-23,JNJ,4,4,3,3,5,5
2008-10-22,JNJ,4,4,3,3,5,5
2008-10-21,JNJ,4,4,3,3,5,5
2008-10-20,JNJ,4,4,3,3,5,5
2008-10-17,JNJ,4,4,3,3,5,5
2008-10-16,JNJ,4,4,3,3,5,5
2008-10-15,JNJ,4,4,3,3,5,5
2008-10-14,JNJ,4,4,3,3,5,5
2008-10-13,JNJ,4,4,3,3,5,5
2008-10-10,JNJ,4,4,3,3,5,5
2008-10-09,JNJ,4,4,3,3,5,5
2008-10-08,JNJ,4,4,3,3,5,5
2008-10-07,JNJ,4,4,3,3,5,5
2008-10-06,JNJ,4,4,3,3,5,5
2008-10-03,JNJ,4,4,3,3,5,5
2008-10-02,JNJ,4,4,3,3,5,5
2008-10-01,JNJ,4,4,3,3,5,5
2008-09-30,JNJ,4,4,3,3,5,5
2008-09-29,JNJ,4,4,3,3,5,5
2008-09-26,JNJ,4,4,3,3,5,5
2008-09-25,JNJ,4,4,3,3,5,5
2008-09-24,JNJ,4,4,3,3,5,5
2008-09-23,JNJ,4,4,3,3,5,5
2008-09-22,JNJ,4,4,3,3,5,5
2008-09-19,JNJ,4,4,3,3,5,5
2008-09-18,JNJ,4,4,3,3,5,5
2008-09-17,JNJ,4,4,3,3,5,5
2008-09-16,JNJ,4,4,3,3,5,5
2008-09-15,JNJ,4,4,3,3,5,5
2008-09-12,JNJ,4,4,3,3,5,5
2008-09-11,JNJ,4,4,3,3,5,5
2008-09-10,JNJ,4,4,3,3,5,5
2008-09-09,JNJ,4,4,3,3,5,5
2008-09-08,JNJ,4,4,3,3,5,5
2008-09-05,JNJ,4,4,3,3,5,5
2008-09-04,JNJ,4,4,3,3,5,5
2008-09-03,JNJ,4,4,3,3,5,5
2008-09-02,JNJ,4,4,3,3,5,5
2008-08-29,JNJ,4,4,3,3,5,5
2008-08-28,JNJ,4,4,3,3,5,5
2008-08-27,JNJ,4,4,3,3,5,5
2008-08-26,JNJ,4,4,3,3,5,5
2008-08-25,JNJ,4,4,3,3,5,5
2008-08-22,JNJ,4,4,3,3,5,5
2008-08-21,JNJ,4,4,3,3,5,5
2008-08-20,JNJ,4,4,3,3,5,5
2008-08-19,JNJ,4,4,3,3,5,5
2008-08-18,JNJ,4,4,3,3,5,5
2008-08-15,JNJ,4,4,3,3,5,5
2008-08-14,JNJ,4,4,3,3,5,5
2008-08-13,JNJ,4,4,3,3,5,5
2008-08-12,JNJ,4,4,3,3,5,5
2008-08-11,JNJ,4,4,3,3,5,5
2008-08-08,JNJ,4,4,3,3,5,5
2008-08-07,JNJ,4,4,3,3,5,5
2008-08-06,JNJ,4,4,3,3,5,5
2008-08-05,JNJ,4,4,3,3,5,5
2008-08-04,JNJ,4,4,3,3,5,5
2008-08-01,JNJ,4,4,3,3,5,5
2008-07-31,JNJ,4,4,3,3,5,5
2008-07-30,JNJ,4,4,3,3,5,5
2008-07-29,JNJ,4,4,3,3,5,5
2008-07-28,JNJ,4,4,3,3,5,5
2008-07-25,JNJ,4,4,3,3,5,5
2008-07-24,JNJ,4,4,3,3,5,5
2008-07-23,JNJ,4,4,3,3,5,5
2008-07-22,JNJ,4,4,3,3,5,5
2008-07-21,JNJ,4,4,3,3,5,5
2008-07-18,JNJ,4,4,3,3,5,5
2008-07-17,JNJ,4,4,3,3,5,5
2008-07-16,JNJ,4,4,3,3,5,5
2008-07-15,JNJ,4,4,3,3,5,5
2008-07-14,JNJ,4,4,3,3,5,5
2008-07-11,JNJ,4,4,3,3,5,5
2008-07-10,JNJ,4,4,3,3,5,5
2008-07-09,JNJ,4,4,3,3,5,5
2008-07-08,JNJ,4,4,3,3,5,5
2008-07-07,JNJ,4,4,3,3,5,5
2008-07-03,JNJ,4,4,3,3,5,5
2008-07-02,JNJ,4,4,3,3,5,5
2008-07-01,JNJ,4,4,3,3,5,5
2008-06-30,JNJ,4,4,3,3,5,5
2008-06-27,JNJ,4,4,3,3,5,5
2008-06-26,JNJ,4,4,3,3,5,5
2008-06-25,JNJ,4,4,3,3,5,5
2008-06-24,JNJ,4,4,3,3,5,5
2008-06-23,JNJ,4,4,3,3,5,5
2008-06-20,JNJ,4,4,3,3,5,5
2008-06-19,JNJ,4,4,3,3,5,5
2008-06-18,JNJ,4,4,3,3,5,5
2008-06-17,JNJ,4,4,3,3,5,5
2008-06-16,JNJ,4,4,3,3,5,5
2008-06-13,JNJ,4,4,3,3,5,5
2008-06-12,JNJ,4,4,3,3,5,5
2008-06-11,JNJ,4,4,3,3,5,5
2008-06-10,JNJ,4,4,3,3,5,5
2008-06-09,JNJ,4,4,3,3,5,5
2008-06-06,JNJ,4,4,3,3,5,5
2008-06-05,JNJ,4,4,3,3,5,5
2008-06-04,JNJ,4,4,3,3,5,5
2008-06-03,JNJ,4,4,3,3,5,5
2008-06-02,JNJ,4,4,3,3,5,5
2008-05-30,JNJ,4,4,3,3,5,5
2008-05-29,JNJ,4,4,3,3,5,5
2008-05-28,JNJ,4,4,3,3,5,5
2008-05-27,JNJ,4,4,3,3,5,5
2008-05-23,JNJ,4,4,3,3,5,5
2008-05-22,JNJ,4,4,3,3,5,5
2008-05-21,JNJ,4,4,3,3,5,5
2008-05-20,JNJ,4,4,3,3,5,5
2008-05-19,JNJ,4,4,3,3,5,5
2008-05-16,JNJ,4,4,3,3,5,5
2008-05-15,JNJ,4,4,3,3,5,5
2008-05-14,JNJ,4,4,3,3,5,5
2008-05-13,JNJ,4,4,3,3,5,5
2008-05-12,JNJ,4,4,3,3,5,5
2008-05-09,JNJ,4,4,3,3,5,5
2008-05-08,JNJ,4,4,3,3,5,5
2008-05-07,JNJ,4,4,3,3,5,5
2008-05-06,JNJ,4,4,3,3,5,5
2008-05-05,JNJ,4,4,3,3,5,5
2008-05-02,JNJ,4,4,3,3,5,5
2008-05-01,JNJ,4,4,3,3,5,5
2008-04-30,JNJ,4,4,3,3,5,5
2008-04-29,JNJ,4,4,3,3,5,5
2008-04-28,JNJ,4,4,3,3,5,5
2008-04-25,JNJ,4,4,3,3,5,5
2008-04-24,JNJ,4,4,3,3,5,5
2008-04-23,JNJ,4,4,3,3,5,5
2008-04-22,JNJ,4,4,3,3,5,5
2008-04-21,JNJ,4,4,3,3,5,5
2008-04-18,JNJ,4,4,3,3,5,5
2008-04-17,JNJ,4,4,3,3,5,5
2008-04-16,JNJ,4,4,3,3,5,5
2008-04-15,JNJ,4,4,3,3,5,5
2008-04-14,JNJ,4,4,3,3,5,5
2008-04-11,JNJ,4,4,3,3,5,5
2008-04-10,JNJ,4,4,3,3,5,5
2008-04-09,JNJ,4,4,3,3,5,5
2008-04-08,JNJ,4,4,3,3,5,5
2008-04-07,JNJ,4,4,3,3,5,5
2008-04-04,JNJ,4,4,3,3,5,5
2008-04-03,JNJ,4,4,3,3,5,5
2008-04-02,JNJ,4,4,3,3,5,5
2008-04-01,JNJ,4,4,3,3,5,5
2008-03-31,JNJ,4,4,3,3,5,5
2008-03-28,JNJ,4,3,3,3,5,5
2008-03-27,JNJ,4,3,3,3,5,5
2008-03-26,JNJ,4,3,3,3,5,5
2008-03-25,JNJ,4,3,3,3,5,5
2008-03-24,JNJ,4,3,3,3,5,5
2008-03-20,JNJ,4,3,3,3,5,5
2008-03-19,JNJ,4,3,3,3,5,5
2008-03-18,JNJ,4,3,3,3,5,5
2008-03-17,JNJ,4,3,3,3,5,5
2008-03-14,JNJ,4,3,3,3,5,5
2008-03-13,JNJ,4,3,3,3,5,5
2008-03-12,JNJ,4,3,3,3,5,5
2008-03-11,JNJ,4,3,3,3,5,5
2008-03-10,JNJ,4,3,3,3,5,5
2008-03-07,JNJ,4,3,3,3,5,5
2008-03-06,JNJ,4,3,3,3,5,5
2008-03-05,JNJ,4,3,3,3,5,5
2008-03-04,JNJ,4,3,3,3,5,5
2008-03-03,JNJ,4,3,3,3,5,5
2008-02-29,JNJ,4,3,3,3,5,5
2008-02-28,JNJ,4,3,3,3,5,5
2008-02-27,JNJ,4,3,3,3,5,5
2008-02-26,JNJ,4,3,3,3,5,5
2008-02-25,JNJ,4,3,3,3,5,5
2008-02-22,JNJ,4,3,3,3,5,5
2008-02-21,JNJ,4,3,3,3,5,5
2008-02-20,JNJ,4,3,3,3,5,5
2008-02-19,JNJ,4,3,3,3,5,5
2008-02-15,JNJ,4,3,3,3,5,5
2008-02-14,JNJ,4,3,3,3,5,5
2008-02-13,JNJ,4,3,3,3,5,5
2008-02-12,JNJ,4,3,3,3,5,5
2008-02-11,JNJ,4,3,3,3,5,5
2008-02-08,JNJ,4,3,3,3,5,5
2008-02-07,JNJ,4,3,3,3,5,5
2008-02-06,JNJ,4,3,3,3,5,5
2008-02-05,JNJ,4,3,3,3,5,5
2008-02-04,JNJ,4,3,3,3,5,5
2008-02-01,JNJ,4,3,3,3,5,5
2008-01-31,JNJ,4,3,3,3,5,5
2008-01-30,JNJ,4,3,3,3,5,5
2008-01-29,JNJ,4,3,3,3,5,5
2008-01-28,JNJ,4,3,3,3,5,5
2008-01-25,JNJ,4,3,3,3,5,5
2008-01-24,JNJ,4,3,3,3,5,5
2008-01-23,JNJ,4,3,3,3,5,5
2008-01-22,JNJ,4,3,3,3,5,5
2008-01-18,JNJ,4,3,3,3,5,5
2008-01-17,JNJ,4,3,3,3,5,5
2008-01-16,JNJ,4,3,3,3,5,5
2008-01-15,JNJ,4,3,3,3,5,5
2008-01-14,JNJ,4,3,3,3,5,5
2008-01-11,JNJ,4,3,3,3,5,5
2008-01-10,JNJ,4,3,3,3,5,5
2008-01-09,JNJ,4,3,3,3,5,5
2008-01-08,JNJ,4,3,3,3,5,5
2008-01-07,JNJ,4,3,3,3,5,5
2008-01-04,JNJ,4,3,3,3,5,5
2008-01-03,JNJ,4,3,3,3,5,5
2008-01-02,JNJ,4,3,3,3,5,5
2007-12-31,JNJ,4,3,3,3,5,5
2024-10-04,JPM,3,4,5,4,3,2
2024-10-03,JPM,3,4,5,4,3,2
2024-10-02,JPM,3,4,5,4,3,2
2024-10-01,JPM,3,4,5,4,3,2
2024-09-30,JPM,3,4,4,4,2,2
2024-09-27,JPM,3,4,4,4,2,2
2024-09-26,JPM,3,4,4,4,2,2
2024-09-25,JPM,3,4,4,4,2,2
2024-09-24,JPM,3,4,4,4,2,2
2024-09-23,JPM,3,4,4,4,2,2
2024-09-20,JPM,3,4,4,4,2,2
2024-09-19,JPM,3,4,4,4,2,2
2024-09-18,JPM,3,4,4,4,2,2
2024-09-17,JPM,3,4,4,4,2,2
2024-09-16,JPM,3,4,4,4,2,2
2024-09-13,JPM,3,4,4,4,2,2
2024-09-12,JPM,3,4,4,4,2,2
2024-09-11,JPM,3,4,4,4,2,2
2024-09-10,JPM,3,4,4,4,2,2
2024-09-09,JPM,3,4,4,4,2,2
2024-09-06,JPM,3,3,4,4,2,2
2024-09-05,JPM,3,3,4,4,2,2
2024-09-04,JPM,3,3,4,4,2,2
2024-09-03,JPM,3,3,4,4,2,2
2024-08-30,JPM,3,3,4,4,2,2
2024-08-29,JPM,3,3,4,4,2,2
2024-08-28,JPM,3,3,4,4,2,2
2024-08-27,JPM,3,3,4,4,2,2
2024-08-26,JPM,3,3,4,4,2,2
2024-08-23,JPM,3,3,4,4,3,2
2024-08-22,JPM,3,3,4,4,3,2
2024-08-21,JPM,3,3,4,4,3,2
2024-08-20,JPM,3,3,4,4,3,2
2024-08-19,JPM,3,3,4,4,3,2
2024-08-16,JPM,3,3,4,4,3,1
2024-08-15,JPM,3,3,4,4,3,1
2024-08-14,JPM,3,3,4,4,3,1
2024-08-13,JPM,3,3,4,4,3,1
2024-08-12,JPM,3,3,4,4,3,1
2024-08-09,JPM,3,3,4,4,3,1
2024-08-08,JPM,3,3,4,4,3,1
2024-08-07,JPM,3,3,4,4,3,1
2024-08-06,JPM,3,3,4,4,3,1
2024-08-05,JPM,3,3,4,4,3,1
2024-08-02,JPM,3,3,4,4,3,1
2024-08-01,JPM,3,3,4,4,3,1
2024-07-31,JPM,3,3,4,4,3,1
2024-07-30,JPM,3,3,4,4,3,1
2024-07-29,JPM,3,3,4,4,3,1
2024-07-26,JPM,3,3,4,4,2,1
2024-07-25,JPM,4,3,4,4,3,5
2024-07-24,JPM,4,3,4,4,3,5
2024-07-23,JPM,5,4,4,4,3,5
2024-07-22,JPM,5,4,4,4,3,5
2024-07-19,JPM,4,4,4,3,3,4
2024-07-18,JPM,4,4,4,3,3,4
2024-07-17,JPM,4,4,4,3,3,4
2024-07-16,JPM,4,4,4,3,3,4
2024-07-15,JPM,4,4,4,3,3,4
2024-07-12,JPM,4,4,3,3,3,4
2024-07-11,JPM,4,4,3,3,3,4
2024-07-10,JPM,4,4,3,3,3,4
2024-07-09,JPM,4,4,3,3,3,4
2024-07-08,JPM,4,4,3,3,3,4
2024-07-05,JPM,4,4,3,3,3,4
2024-07-03,JPM,4,4,3,3,3,4
2024-07-02,JPM,4,4,3,3,3,4
2024-07-01,JPM,4,4,3,3,3,4
2024-06-28,JPM,4,3,4,4,3,4
2024-06-27,JPM,4,3,4,4,3,4
2024-06-26,JPM,4,3,4,4,3,4
2024-06-25,JPM,4,3,4,4,3,4
2024-06-24,JPM,4,3,4,4,3,4
2024-06-21,JPM,4,3,4,4,3,4
2024-06-20,JPM,4,3,4,4,3,4
2024-06-18,JPM,4,3,4,4,3,4
2024-06-17,JPM,4,3,4,4,3,4
2024-06-14,JPM,4,4,4,4,3,4
2024-06-13,JPM,4,4,4,4,3,4
2024-06-12,JPM,4,4,4,4,3,4
2024-06-11,JPM,4,3,4,4,4,4
2024-06-10,JPM,4,3,4,4,4,4
2024-06-07,JPM,4,3,4,4,4,4
2024-06-05,JPM,4,3,4,4,4,4
2024-06-04,JPM,4,3,4,4,4,4
2024-06-03,JPM,4,3,4,4,4,4
2024-05-31,JPM,4,3,4,4,4,4
2024-05-30,JPM,4,3,4,4,4,4
2024-05-29,JPM,4,3,4,4,4,4
2024-05-28,JPM,4,3,4,4,4,4
2024-05-24,JPM,4,3,4,4,4,4
2024-05-23,JPM,4,3,4,4,4,4
2024-05-22,JPM,4,3,4,4,4,4
2024-05-21,JPM,4,3,4,4,4,4
2024-05-20,JPM,4,3,4,4,4,4
2024-05-17,JPM,4,3,4,4,4,4
2024-05-16,JPM,4,3,4,4,4,4
2024-05-15,JPM,4,3,4,4,4,4
2024-05-14,JPM,4,3,4,4,4,4
2024-05-13,JPM,4,3,4,4,4,5
2024-05-10,JPM,4,3,4,4,4,4
2024-05-09,JPM,4,3,4,4,4,5
2024-05-08,JPM,4,3,4,4,4,5
2024-05-07,JPM,4,3,4,4,4,5
2024-05-06,JPM,4,3,4,4,4,5
2024-05-03,JPM,5,3,4,4,4,5
