TIME_WINDOW,K_SIZE,CONV_MID,CONV_FINAL,LEARNING_RATE,train_portfolio_value,train_drawdown,train_sharpe,train_cumulative,test_portfolio_value,test_drawdown,test_sharpe,test_cumulative,Normalized Cumulative,Normalized Sharpe,Normalized Max Drawdown,Metric
90,3,5,5,0.01,841224.5,-0.384989326,1.276117042,8.412245,150206.31,-0.230855634,1.046575012,1.502063125,0.445166245,0.698737021,0.564407737,0.569437001
30,3,20,5,0.01,1258324.8,-0.291125183,1.519521448,12.5832475,127904.1,-0.133931489,0.805461961,1.279041016,0.337705833,0.623141146,0.74729003,0.569379003
60,3,10,10,0.01,580904,-0.314534744,1.223193222,5.80904,150911.89,-0.225152175,0.999502138,1.509118906,0.448565985,0.683978322,0.575169367,0.569237891
30,3,5,10,0.01,237483.28,-0.342059323,0.780447677,2.374832813,128788.664,-0.153512966,0.888851029,1.287886641,0.341967987,0.649286017,0.710342524,0.567198843
30,4,10,5,0.01,237975.7,-0.342776337,0.780557134,2.379757031,128876.94,-0.153913891,0.889063395,1.288769375,0.342393321,0.6493526,0.709586035,0.567110652
30,4,20,10,0.01,238414.23,-0.343415617,0.780650222,2.384142344,128955.08,-0.154268496,0.889241337,1.289550781,0.342769832,0.64940839,0.708916944,0.567031722
30,3,10,5,0.01,239270.12,-0.344662712,0.780825236,2.39270125,129106.51,-0.154964881,0.889557046,1.291065078,0.343499477,0.649507374,0.707602964,0.566869938
30,4,10,10,0.01,239658.34,-0.345224651,0.780907523,2.396583438,129176.016,-0.155276795,0.889728343,1.291760156,0.343834392,0.649561081,0.707014426,0.566803299
30,4,20,5,0.01,239975.53,-0.345685153,0.780973193,2.399755313,129231.44,-0.155531867,0.889838457,1.292314375,0.344101435,0.649595604,0.70653314,0.566743393
30,4,20,5,0.02,242315.61,-0.349434551,0.781063605,2.423156094,129616.57,-0.157522116,0.889818741,1.296165703,0.345957149,0.649589423,0.70277782,0.566108131
30,3,5,20,0.01,244637.3,-0.352521265,0.781756884,2.446372969,130033.42,-0.159296195,0.891152239,1.300334219,0.347965696,0.650007513,0.69943038,0.565801196
30,4,10,20,0.01,244322.97,-0.35223731,0.781536446,2.443229688,129966.69,-0.159101394,0.890621097,1.299666875,0.347644145,0.649840985,0.699797943,0.565761024
60,5,10,5,0.01,719887.1,-0.432126378,1.170624048,7.19887125,152419.2,-0.245241187,1.042119257,1.524192031,0.455828781,0.697340014,0.537264212,0.563477669
60,5,5,10,0.01,233703.5,-0.344410719,0.770686235,2.337035,125531.37,-0.154928206,0.841142591,1.255313672,0.326273109,0.63432805,0.707672165,0.556091108
60,3,5,5,0.01,234809.22,-0.346112225,0.770907179,2.348092188,125704.445,-0.155851665,0.84156011,1.257044453,0.327107064,0.634458954,0.705929727,0.555831915
60,4,20,10,0.02,225920.4,-0.338845081,0.756685723,2.259204063,124456.56,-0.151512948,0.828673904,1.244565625,0.321094297,0.630418758,0.714116277,0.555209778
60,5,5,5,0.02,236626.38,-0.349264041,0.770900999,2.36626375,125972.45,-0.15750905,0.841392854,1.259724531,0.328398427,0.634406515,0.702802472,0.555202471
60,5,5,20,0.02,239051,-0.352616783,0.771679098,2.39051,126354.79,-0.159363287,0.842937125,1.263547891,0.330240664,0.634890688,0.699303787,0.554811713
60,3,5,10,0.02,239018.34,-0.352599197,0.771640008,2.390183438,126349.38,-0.159355971,0.842851533,1.263493828,0.330214615,0.634863853,0.699317592,0.554798687
60,3,5,5,0.02,238794.08,-0.352399504,0.771473274,2.387940781,126308.97,-0.159247701,0.842379177,1.263089688,0.330019885,0.634715755,0.699521883,0.554752508
60,4,5,20,0.01,238770.6,-0.352408118,0.771428599,2.387705938,126301.65,-0.159246915,0.842229307,1.263016484,0.329984613,0.634668767,0.699523365,0.554725582
30,5,5,10,0.01,705047.7,-0.325203002,1.178876841,7.050476875,158781.28,-0.293674177,0.989517928,1.587812813,0.486483659,0.680847985,0.445877942,0.537736528
90,4,10,5,0.01,230078.69,-0.340161491,0.775973449,2.300786875,119631.48,-0.152095075,0.724032663,1.196314766,0.297845225,0.59761072,0.713017886,0.536157944
90,5,5,5,0.01,231044.11,-0.341674712,0.776181081,2.310441094,119754.55,-0.152981552,0.724362271,1.197545469,0.298438224,0.597714061,0.711345228,0.535832504
90,5,20,5,0.01,231228.47,-0.341961239,0.776225843,2.312284688,119777.34,-0.153150579,0.724410894,1.197773438,0.298548067,0.597729306,0.711026298,0.535767891
90,4,20,5,0.02,230852.86,-0.342536174,0.774970843,2.308528594,119641.516,-0.152786663,0.722187843,1.196415156,0.297893597,0.597032316,0.711712957,0.53554629
90,4,20,10,0.01,232339.95,-0.34369065,0.776469871,2.323399531,119918.31,-0.154163988,0.724791813,1.199183125,0.299227308,0.597848735,0.709114137,0.535396727
90,3,20,10,0.01,233222.31,-0.345058562,0.776660607,2.332223125,120028.375,-0.154964353,0.725052032,1.20028375,0.29975763,0.597930321,0.707603959,0.535097304
90,4,10,20,0.01,901810.75,-0.385159066,1.300053441,9.0181075,135732.89,-0.206103432,0.782352279,1.357328906,0.375427873,0.615895597,0.611111677,0.534145049
90,4,10,5,0.02,235716.67,-0.349277949,0.776802774,2.357166719,120310.875,-0.157221076,0.72511949,1.20310875,0.301118821,0.597951471,0.703345839,0.534138711
90,4,5,5,0.01,236109.28,-0.35020923,0.776565963,2.361092813,120328.6,-0.157557577,0.724539107,1.203286016,0.301204234,0.597769505,0.702710909,0.533894883
90,3,5,5,0.02,238004.97,-0.352544295,0.77748723,2.380049688,120597.45,-0.159276213,0.725864796,1.205974531,0.302499662,0.598185146,0.699468083,0.533384297
30,3,20,20,0.02,100000,0,,1,100000,0,,1,0.203253412,0.37060566,1,0.52461969
30,5,20,5,0.02,100000,0,,1,100000,0,,1,0.203253412,0.37060566,1,0.52461969
30,5,20,10,0.02,100000,0,,1,100000,0,,1,0.203253412,0.37060566,1,0.52461969
30,5,20,20,0.02,100000,0,,1,100000,0,,1,0.203253412,0.37060566,1,0.52461969
60,5,10,5,0.02,100000,0,,1,100000,0,,1,0.203253412,0.37060566,1,0.52461969
60,5,10,20,0.02,100000,0,,1,100000,0,,1,0.203253412,0.37060566,1,0.52461969
60,5,20,5,0.02,100000,0,,1,100000,0,,1,0.203253412,0.37060566,1,0.52461969
60,5,20,10,0.02,100000,0,,1,100000,0,,1,0.203253412,0.37060566,1,0.52461969
90,3,20,20,0.01,100000,0,,1,100000,0,,1,0.203253412,0.37060566,1,0.52461969
90,4,20,20,0.02,100000,0,,1,100000,0,,1,0.203253412,0.37060566,1,0.52461969
90,5,10,20,0.02,100000,0,,1,100000,0,,1,0.203253412,0.37060566,1,0.52461969
90,5,20,10,0.02,100000,0,,1,100000,0,,1,0.203253412,0.37060566,1,0.52461969
60,5,5,20,0.01,1034304.5,-0.314272689,1.374770047,10.343045,103448,-0.061228574,0.284852219,1.03448,0.219867168,0.459915022,0.884470252,0.521417481
30,3,5,5,0.01,935424.94,-0.384763658,1.331226986,9.354249375,150983.86,-0.288262263,0.909782076,1.509838594,0.448912757,0.655848502,0.456089464,0.520283575
90,3,10,5,0.02,482109.12,-0.380711005,0.938353467,4.82109125,147513.08,-0.280416482,0.897857553,1.475130781,0.432189232,0.652109822,0.470893355,0.51839747
90,3,20,5,0.01,133409.16,-0.140810611,0.572761913,1.334091563,116403.25,-0.166759756,0.598316798,1.1640325,0.282290419,0.558195181,0.685347686,0.508611095
30,4,5,5,0.01,367292.72,-0.310697868,0.997298116,3.672927188,128488.64,-0.222651235,0.70551047,1.284886406,0.340522361,0.59180348,0.579888289,0.504071377
60,4,10,20,0.01,682647.3,-0.280383812,1.22098361,6.826473125,115587.34,-0.172147662,0.553248944,1.155873438,0.278359077,0.544065113,0.675181461,0.499201884
60,4,10,10,0.02,292938.44,-0.550948138,0.674806753,2.929384375,113854,-0.169041587,0.522223813,1.13854,0.270007177,0.534337842,0.681042191,0.49512907
60,4,20,20,0.01,455210.06,-0.301915067,1.070680318,4.552100625,128639.59,-0.245975085,0.64608886,1.286395938,0.34124971,0.573173096,0.53587945,0.483434085
90,4,10,20,0.02,146013.34,-0.179030485,0.604465199,1.460133438,123145.414,-0.234825299,0.592926833,1.231454141,0.314776693,0.556505272,0.556917536,0.4760665
30,3,10,20,0.01,433945.44,-0.436125135,0.910421897,4.339454375,125715.93,-0.243954601,0.590182472,1.257159297,0.327162401,0.555644836,0.53969182,0.474166352
90,5,10,20,0.01,293182.5,-0.345779526,0.925413693,2.931825,114416.67,-0.19318497,0.442385769,1.144166719,0.272718341,0.509306319,0.635487007,0.472503889
30,3,20,5,0.02,611663.2,-0.280394416,1.097540632,6.116631875,116931.484,-0.227675646,0.434013441,1.169314844,0.28483565,0.506681354,0.570407929,0.453974978
60,5,20,20,0.01,770811.94,-0.314268779,1.243022103,7.708119375,101849.69,-0.143981764,0.14720694,1.018496875,0.2121659,0.416759269,0.728326567,0.452417245
30,3,20,10,0.02,648318.6,-0.437444568,1.120348773,6.48318625,136726.22,-0.347393884,0.753066529,1.367262188,0.3802141,0.606713672,0.344516375,0.443814716
60,3,5,10,0.01,733895.3,-0.2775836,1.321896529,7.338953125,111920.18,-0.224714418,0.373547985,1.119201797,0.260689306,0.487723695,0.575995352,0.441469451
60,5,20,20,0.02,736550.75,-0.280392845,1.266686009,7.3655075,116807.984,-0.287225521,0.457832701,1.168079844,0.284240581,0.514149377,0.458045653,0.41881187
30,5,10,5,0.02,686930.56,-0.410523368,1.136167141,6.869305625,125438.78,-0.349658576,0.579173767,1.254387813,0.325826995,0.552193291,0.340243217,0.406087834
90,5,10,10,0.02,545148.25,-0.318040345,1.031508253,5.4514825,102333.28,-0.256544196,0.190437617,1.023332813,0.214496036,0.430313329,0.515937017,0.38691546
60,4,10,5,0.02,1142759.9,-0.31694801,1.429944959,11.42759875,107480.74,-0.292908988,0.286699694,1.074807422,0.239298432,0.460494258,0.447321745,0.382371478
60,5,10,10,0.01,309537.2,-0.454351516,0.732843924,3.095371875,104970.98,-0.284889669,0.239525247,1.049709766,0.22720544,0.445703712,0.462453078,0.378454077
90,4,5,20,0.02,455615.84,-0.38720771,0.969938107,4.556158438,105742.77,-0.303467489,0.264444923,1.057427734,0.230924247,0.453516747,0.427399332,0.370613442
90,5,20,20,0.02,650737.2,-0.313958745,1.166785451,6.507371875,101882.95,-0.371486584,0.1881315,1.018829531,0.212326186,0.429590295,0.299056823,0.313657768
90,4,20,20,0.01,132302.72,-0.176074219,0.397951248,1.323027188,101745.53,-0.37148518,0.185400743,1.017455313,0.211664036,0.428734124,0.299059472,0.313152544
90,4,20,5,0.01,746880.75,-0.314272794,1.232711371,7.4688075,101584.45,-0.371483684,0.182119447,1.015844531,0.210887901,0.427705343,0.299062294,0.312551846
60,4,20,5,0.02,374213.7,-0.319316166,0.889948084,3.742136875,91432.91,-0.332341976,-0.031182619,0.914329063,0.161973943,0.360829012,0.372917218,0.298573391
60,4,10,5,0.01,479997.3,-0.309445129,1.014811263,4.799973125,92075.46,-0.355524282,-0.032346569,0.920754609,0.165070012,0.36046408,0.329175451,0.284903181
60,4,5,5,0.01,691077.75,-0.276924113,1.191829544,6.9107775,87723.91,-0.332742725,-0.122695757,0.877239063,0.144102591,0.332137012,0.37216106,0.282800221
60,4,5,10,0.01,648894.1,-0.312780414,1.151639702,6.48894125,81983.984,-0.282511108,-0.350447505,0.819839844,0.116445495,0.260730289,0.46694109,0.281372291
90,4,5,5,0.02,275799.75,-0.307901379,0.714852649,2.7579975,93653.59,-0.386582201,0.016069238,0.936535938,0.172674048,0.375643828,0.270573506,0.272963794
60,3,20,20,0.01,505407.88,-0.220730906,1.120438434,5.05407875,84957.38,-0.372193163,-0.164928633,0.849573828,0.130772444,0.31889579,0.297723607,0.249130614
90,3,5,10,0.01,353132.7,-0.291956088,0.862652778,3.531326875,88793.41,-0.387689476,-0.141394254,0.887934063,0.149255842,0.326274495,0.268484234,0.248004857
60,3,20,10,0.02,443335.53,-0.273482205,1.057644935,4.433355313,78378.98,-0.323929776,-0.516579417,0.783789766,0.099075216,0.208643157,0.388789861,0.232169412
90,3,5,20,0.01,810367.9,-0.280393059,1.330397867,8.10367875,90699.664,-0.435968782,-0.092779057,0.906996641,0.158440907,0.341516757,0.177387942,0.225781869
60,4,10,20,0.02,243590.1,-0.273662733,0.723776454,2.435900938,78275.09,-0.347060289,-0.539119624,0.782750938,0.09857467,0.201576154,0.345145822,0.215098882
60,3,20,20,0.02,368353.8,-0.307901487,0.865373121,3.683538125,86331.42,-0.446018713,-0.097484843,0.863314219,0.137393079,0.340041358,0.158425129,0.211953189
30,5,5,20,0.02,630221.3,-0.292700816,1.166341219,6.302213125,86518.05,-0.450364166,-0.177580712,0.865180469,0.138292308,0.314929,0.150225867,0.201149058
