TIME_WINDOW,K_SIZE,CONV_MID,CONV_FINAL,train_portfolio_value,2021_portfolio_value,2022_portfolio_value,2023_portfolio_value,train_drawdown,2021_drawdown,2022_drawdown,2023_drawdown,train_sharpe,2021_sharpe,2022_sharpe,2023_sharpe,train_cumulative,2021_cumulative,2022_cumulative,2023_cumulative
100,3,5,10,332336.4,118462.66,99790.734,105853.195,-0.33292260097738813,-0.05199657980555455,-0.13892670104204896,-0.09420996908550931,0.8083050800003118,2.4874387430192835,0.09105896770345814,1.0299026082196983,3.3233640625,1.1846265625,0.99790734375,1.058531953125
100,3,5,20,419322.88,117259.41,97471.69,105609.54,-0.2768754667349512,-0.05939924813155855,-0.1044672244161336,-0.09475705867513268,0.7708440272590894,2.32707987795888,-0.3760370439772484,0.9764241221050679,4.19322875,1.1725940625,0.974716875,1.056095390625
100,3,10,5,439696.88,117748.4,100645.695,106007.78,-0.25626244019933503,-0.040983868486104094,-0.1344950662711407,-0.0914438110868514,0.7802663094362985,2.5431954484789143,0.15516505056665778,1.077682394951777,4.39696875,1.177483984375,1.006456953125,1.0600778125
100,3,10,10,328088.84,114425.055,97508.73,105847.125,-0.29694335827607327,-0.04465621666655685,-0.09468893562868237,-0.11587915213122853,0.7676883217874708,1.9563822848983456,-0.45281441170893694,0.9726461131996804,3.2808884375,1.144250546875,0.975087265625,1.05847125
100,3,10,20,249349.64,115370.14,93153.44,105050.62,-0.3290046888477797,-0.050925867172198325,-0.10449272738282578,-0.09673880579575438,0.6333124046306889,2.131455621614625,-0.7193240742701057,0.885694115512087,2.49349640625,1.15370140625,0.931534375,1.050506171875
100,4,5,5,318837.2,115572.72,96325.31,105750.2,-0.32472113112631507,-0.040158792221679555,-0.10210159025811516,-0.08805692630123778,0.8260572118141759,2.4176851083832127,-0.4278833322665774,1.0728688475289012,3.188371875,1.1557271875,0.963253125,1.05750203125
100,4,5,10,337009.22,118055.53,100629.97,105955.79,-0.335003152616401,-0.04149290664312132,-0.1315679682830277,-0.09325667117975206,0.8344466180114801,2.5482726471219257,0.15205803819668134,1.057075143534082,3.3700921875,1.1805553125,1.0062996875,1.059557890625
100,4,5,20,397152.88,115482.75,99859.11,105464.56,-0.2666953291407932,-0.06374246794349936,-0.14072678507832737,-0.09415909660212367,0.7424272210100664,2.1447236929835634,0.09079930691531356,0.974506365789851,3.97152875,1.1548275,0.99859109375,1.054645625
100,4,10,5,343583.4,115962.49,100601.31,102715.836,-0.33811688466202966,-0.05959080734126538,-0.1357832025328739,-0.07661807660510518,0.8322692565963237,2.2523865255900173,0.1518232518995585,0.6235337575415302,3.4358340625,1.159624921875,1.006013125,1.027158359375
100,4,10,10,400575.28,115653.64,100100.57,105753.3,-0.2805860141363035,-0.04065384757542497,-0.13198659692176837,-0.0928329841484455,0.8590190894036512,2.2941259411011674,0.10671621646168504,1.033359420380367,4.0057528125,1.15653640625,1.001005703125,1.05753296875
100,4,10,20,266349.66,114066.37,100329.94,106190.34,-0.3304220099470726,-0.06767588551533821,-0.13738285295028502,-0.10343809811727894,0.686504025378947,1.811260649211641,0.13130370431113114,1.0551234957668147,2.6634965625,1.140663671875,1.003299375,1.0619034375
100,5,5,5,319791.8,118213.84,101515.695,106305.05,-0.28891400665539063,-0.04956752507093248,-0.1276152899825315,-0.09701988335486376,0.7040730134906443,2.489789660986104,0.2248257736920602,1.0912577376717874,3.197918125,1.1821384375,1.015156953125,1.06305046875
100,5,5,10,321419.88,117178.055,101494.34,105836.55,-0.3266229721380175,-0.03990065934059573,-0.12179198225485771,-0.08899082265763063,0.8253631784997542,2.5301338682176824,0.22434196754586655,1.0766032869753634,3.21419875,1.171780546875,1.0149434375,1.05836546875
100,5,5,20,777471.8,112775.89,92955.945,105307.62,-0.41148710398683147,-0.08732526992067603,-0.15070071736149723,-0.10472158396667074,0.9198141839268453,1.4818363206769969,-0.42347185669747067,0.9046572222771018,7.774718125,1.12775890625,0.929559453125,1.053076171875
100,5,10,5,320080.8,115974.06,101506.336,106283.9,-0.32457068908837444,-0.04650498172619814,-0.12134212873831059,-0.09146862907421988,0.8344898424413368,2.3168318141950612,0.2254873729544851,1.1253097768240476,3.200808125,1.159740625,1.015063359375,1.062838984375
100,5,10,10,334607.6,117409.28,96854.555,105998.086,-0.33514375310036804,-0.04234148120241355,-0.10544090481790132,-0.09370778337276876,0.8305449260770374,2.424795173267694,-0.4960154581355597,1.061133149952442,3.3460759375,1.1740928125,0.968545546875,1.059980859375
100,5,10,20,270784.28,115361.14,97859.63,106047.75,-0.3725491879858412,-0.07653716335498117,-0.14521923636982545,-0.09486858809406289,0.5929072449384379,1.6905814892911815,-0.06775950790634058,1.045038722567495,2.7078428125,1.15361140625,0.978596328125,1.0604775
150,3,5,5,328729.78,110433.5,101317.81,100262.29,-0.32518331108192167,-0.0392918216897123,-0.12028512787191728,-0.08379973825093005,0.8572763336866901,2.3799619594984733,0.26612772124112655,0.11781713136431517,3.2872978125,1.104335,1.013178125,1.002622890625
150,3,5,10,336680.88,108159.7,100846.28,100607.305,-0.3299281671204437,-0.038178147827160704,-0.122973471491758,-0.08434736905392222,0.8615701185064919,2.0670231952357305,0.20645575727043064,0.21008690212869074,3.36680875,1.08159703125,1.0084628125,1.006073046875
150,3,5,20,332209.56,110760.0,101175.45,100533.016,-0.3372608194239544,-0.03995053231530272,-0.12220320751249059,-0.08194148261404476,0.8414874838871388,2.3702192056234375,0.24812844209645463,0.19331332601480877,3.322095625,1.1076,1.01175453125,1.00533015625
150,3,10,5,306895.0,109060.97,99048.03,98688.68,-0.3245300663008939,-0.04108663600453225,-0.11292269812755397,-0.08049319489483753,0.8055075760863775,2.1892785435315822,-0.07204350817975995,-0.3079286917555619,3.06895,1.0906096875,0.9904803125,0.986886796875
150,3,10,10,282192.88,110804.79,105080.62,100036.43,-0.33219810934947297,-0.04416945968698284,-0.13322054407371253,-0.08463800373615203,0.7454773591188207,2.334370967085093,0.6904415801326951,0.05592834274149903,2.82192875,1.108047890625,1.050806171875,1.000364296875
150,3,10,20,297416.03,109671.94,96874.5,100368.65,-0.32828935877156856,-0.041569064787864526,-0.08154752341609002,-0.08166533469943758,0.7697486046451222,2.3102438515622303,-0.9398045891257008,0.1483421945936033,2.9741603125,1.096719375,0.968745,1.003686484375
150,4,5,5,329767.22,111043.94,101396.15,100134.14,-0.3351404438482195,-0.04198682446933251,-0.12722422251779927,-0.09126426637356813,0.8253520588736172,2.3654539527395,0.27175858900725436,0.08364822408817986,3.2976721875,1.110439375,1.013961484375,1.00134140625
150,4,5,10,401922.28,108937.55,97408.31,92626.49,-0.28081860170298667,-0.04326303734035526,-0.057485190220795665,-0.08669884478706537,0.8599939500439823,2.018491410301852,-1.0850770016151343,-2.4912597169277144,4.0192228125,1.08937546875,0.974083125,0.926264921875
150,4,5,20,340879.84,107900.125,97628.56,99969.84,-0.33244196566952433,-0.03985146587700064,-0.05455251351640483,-0.0862698458844346,0.8612285318596992,2.057345110528388,-0.9946028172547515,0.03760844060215012,3.4087984375,1.07900125,0.976285625,0.9996984375
150,4,10,5,348584.6,110144.17,98110.2,100147.34,-0.3391312489332446,-0.04515146780089311,-0.11629956320311263,-0.08823791882203887,0.8520391508182923,2.1774712823238938,-0.2322486040184956,0.08675507245415395,3.4858459375,1.10144171875,0.98110203125,1.0014734375
150,4,10,10,324157.8,107276.87,107247.586,100782.69,-0.3221909455876353,-0.04752503673834123,-0.13186931293029006,-0.08568150374205026,0.7874609929442924,1.1899059537438814,0.8770177674870987,0.25428667357957796,3.241578125,1.072768671875,1.072475859375,1.007826875
150,4,10,20,452227.53,110693.66,97830.61,99634.45,-0.2830068781274132,-0.043685701094299194,-0.05158071396025575,-0.08739053660151827,0.8242424754613972,2.168916070992217,-0.9565459364118878,-0.05450791884017799,4.5222753125,1.1069365625,0.97830609375,0.99634453125
150,5,5,5,336342.94,108198.78,100532.74,99802.48,-0.3347566207617811,-0.05147500362802895,-0.12425582973423674,-0.08976520686769854,0.839678875697479,1.7497044699378599,0.16433206054196767,0.00047330142658573063,3.363429375,1.0819878125,1.005327421875,0.998024765625
150,5,5,10,336870.2,109444.09,101872.8,98854.59,-0.3325376732355595,-0.038736807933816196,-0.122594788429864,-0.07474286363237569,0.8595602641095876,2.2162182132978114,0.3319834622689448,-0.32956394495441066,3.368701875,1.0944409375,1.01872796875,0.9885459375
150,5,5,20,333389.94,110157.75,100679.7,99932.734,-0.32968217804275823,-0.04036273540343884,-0.12442902274806239,-0.09276395818984526,0.8562769672014587,2.2817317107547863,0.1837247149929596,0.031603251097487246,3.333899375,1.1015775,1.00679703125,0.99932734375
150,5,10,5,334869.6,107640.11,96390.69,100484.19,-0.3264669124539149,-0.035522223124328164,-0.11409849612373374,-0.08093320837540662,0.863710447792827,2.0592469672040843,-0.5344620094369377,0.1812594495013145,3.3486959375,1.07640109375,0.963906875,1.004841875
150,5,10,10,302644.84,111436.414,104945.87,100021.28,-0.43604127444956226,-0.04908086320641043,-0.13659494076940903,-0.0900512999131018,0.616671391298143,2.352515474827596,0.6564278307323868,0.053610724277334154,3.0264484375,1.114364140625,1.049458671875,1.0002128125
150,5,10,20,342370.97,107495.13,96163.93,96043.49,-0.4362649016106674,-0.04850863501728016,-0.0707518050014883,-0.15313422999386905,0.6515226428764412,1.6855155310380874,-1.2475614218509714,-0.5237186878271107,3.4237096875,1.074951328125,0.961639296875,0.960434921875
